"",BBK01.QUY401,BBK01.QUY401_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign general government / Romania / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:19,
2002-03,0.054,
2002-04,0.095,
2002-05,0.096,
2002-06,0.076,
2002-07,0.098,
2002-08,0.114,
2002-09,0.100,
2002-10,0.095,
2002-11,0.099,
2002-12,0.101,
2003-01,0.118,
2003-02,0.132,
2003-03,0.136,
2003-04,0.141,
2003-05,0.149,
2003-06,0.177,
2003-07,0.209,
2003-08,0.190,
2003-09,0.301,
2003-10,0.314,
2003-11,0.308,
2003-12,0.283,
2004-01,0.316,
2004-02,0.348,
2004-03,0.343,
2004-04,0.350,
2004-05,0.319,
2004-06,0.308,
2004-07,0.302,
2004-08,0.230,
2004-09,0.357,
2004-10,0.366,
2004-11,0.347,
2004-12,0.411,
2005-01,0.401,
2005-02,0.558,
2005-03,0.459,
2005-04,0.463,
2005-05,0.445,
2005-06,0.488,
2005-07,0.468,
2005-08,0.474,
2005-09,0.434,
2005-10,0.455,
2005-11,0.398,
2005-12,0.336,
2006-01,0.326,
2006-02,0.340,
2006-03,0.466,
2006-04,0.451,
2006-05,0.390,
2006-06,0.359,
2006-07,0.367,
2006-08,0.375,
2006-09,0.381,
2006-10,0.381,
2006-11,0.657,
2006-12,0.386,
2007-01,0.323,
2007-02,0.476,
2007-03,0.420,
2007-04,0.403,
2007-05,0.407,
2007-06,0.341,
2007-07,0.380,
2007-08,0.325,
2007-09,0.283,
2007-10,0.270,
2007-11,0.293,
2007-12,0.313,
2008-01,0.294,
2008-02,0.306,
2008-03,0.309,
2008-04,0.309,
2008-05,0.305,
2008-06,0.337,
2008-07,0.311,
2008-08,0.304,
2008-09,0.303,
2008-10,0.308,
2008-11,0.302,
2008-12,0.291,
2009-01,0.281,
2009-02,0.275,
2009-03,0.275,
2009-04,0.272,
2009-05,0.305,
2009-06,0.298,
2009-07,0.287,
2009-08,0.289,
2009-09,0.297,
2009-10,0.280,
2009-11,0.262,
2009-12,0.243,
2010-01,0.262,
2010-02,0.301,
2010-03,0.328,
2010-04,0.340,
2010-05,0.352,
2010-06,0.370,
2010-07,0.352,
2010-08,0.364,
2010-09,0.234,
2010-10,0.304,
2010-11,0.352,
2010-12,0.259,
2011-01,0.379,
2011-02,0.309,
2011-03,0.227,
2011-04,0.240,
2011-05,0.147,
2011-06,0.224,
2011-07,0.314,
2011-08,0.316,
2011-09,0.289,
2011-10,0.228,
2011-11,0.231,
2011-12,0.224,
2012-01,0.254,
2012-02,0.212,
2012-03,0.211,
2012-04,0.218,
2012-05,0.191,
2012-06,0.197,
2012-07,0.138,
2012-08,0.122,
2012-09,0.158,
2012-10,0.165,
2012-11,0.142,
2012-12,0.157,
2013-01,0.170,
2013-02,0.162,
2013-03,0.127,
2013-04,0.168,
2013-05,0.148,
2013-06,0.126,
2013-07,0.146,
2013-08,0.145,
2013-09,0.164,
2013-10,0.164,
2013-11,0.141,
2013-12,0.155,
2014-01,-0.253,
2014-02,0.170,
2014-03,0.202,
2014-04,0.204,
2014-05,0.204,
2014-06,0.246,
2014-07,0.198,
2014-08,0.186,
2014-09,0.202,
2014-10,0.206,
