"",BBK01.OUL364,BBK01.OUL364_FLAGS
"",Loans to foreign non-banks for over one year and up to and including five years / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:59:23,
1999-01,0.292,
1999-02,0.278,
1999-03,0.277,
1999-04,0.281,
1999-05,0.279,
1999-06,0.273,
1999-07,0.270,
1999-08,0.272,
1999-09,0.272,
1999-10,0.273,
1999-11,0.254,
1999-12,0.237,
2000-01,0.233,
2000-02,0.233,
2000-03,0.234,
2000-04,0.241,
2000-05,0.228,
2000-06,0.228,
2000-07,0.226,
2000-08,0.225,
2000-09,0.217,
2000-10,0.216,
2000-11,0.209,
2000-12,0.199,
2001-01,0.199,
2001-02,0.199,
2001-03,0.198,
2001-04,0.212,
2001-05,0.201,
2001-06,0.198,
2001-07,0.209,
2001-08,0.209,
2001-09,0.213,
2001-10,0.219,
2001-11,0.213,
2001-12,0.214,
2002-01,0.212,
2002-02,0.205,
2002-03,0.212,
2002-04,0.220,
2002-05,0.235,
2002-06,0.234,
2002-07,0.234,
2002-08,0.228,
2002-09,0.233,
2002-10,0.232,
2002-11,0.229,
2002-12,0.226,
2003-01,0.217,
2003-02,0.210,
2003-03,0.205,
2003-04,0.203,
2003-05,0.202,
2003-06,0.204,
2003-07,0.202,
2003-08,0.191,
2003-09,0.166,
2003-10,0.182,
2003-11,0.177,
2003-12,0.180,
2004-01,0.178,
2004-02,0.177,
2004-03,0.177,
2004-04,0.183,
2004-05,0.184,
2004-06,0.187,
2004-07,0.181,
2004-08,0.178,
2004-09,0.183,
2004-10,0.189,
2004-11,0.187,
2004-12,0.220,
2005-01,0.199,
2005-02,0.198,
2005-03,0.208,
2005-04,0.206,
2005-05,0.191,
2005-06,0.188,
2005-07,0.185,
2005-08,0.212,
2005-09,0.206,
2005-10,0.204,
2005-11,0.204,
2005-12,0.205,
2006-01,0.201,
2006-02,0.197,
2006-03,0.197,
2006-04,0.189,
2006-05,0.181,
2006-06,0.176,
2006-07,0.177,
2006-08,0.177,
2006-09,0.178,
2006-10,0.179,
2006-11,0.179,
2006-12,0.183,
2007-01,0.187,
2007-02,0.184,
2007-03,0.187,
2007-04,0.186,
2007-05,0.188,
2007-06,0.185,
2007-07,0.184,
2007-08,0.180,
2007-09,0.176,
2007-10,0.171,
2007-11,0.170,
2007-12,0.175,
2008-01,0.177,
2008-02,0.183,
2008-03,0.187,
2008-04,0.239,
2008-05,0.250,
2008-06,0.403,
2008-07,0.411,
2008-08,0.428,
2008-09,0.454,
2008-10,0.467,
2008-11,0.471,
2008-12,0.559,
2009-01,0.562,
2009-02,0.589,
2009-03,0.581,
2009-04,0.595,
2009-05,0.599,
2009-06,0.666,
2009-07,0.673,
2009-08,0.718,
2009-09,0.700,
2009-10,0.705,
2009-11,0.711,
2009-12,0.705,
2010-01,0.704,
2010-02,0.700,
2010-03,0.676,
2010-04,0.681,
2010-05,0.675,
2010-06,0.652,
2010-07,0.657,
2010-08,0.639,
2010-09,0.632,
2010-10,0.643,
2010-11,0.467,
2010-12,0.403,
2011-01,0.379,
2011-02,0.377,
2011-03,0.379,
2011-04,0.389,
2011-05,0.393,
2011-06,0.402,
2011-07,0.396,
2011-08,0.399,
2011-09,0.407,
2011-10,0.408,
2011-11,0.421,
2011-12,0.484,
2012-01,0.479,
2012-02,0.485,
2012-03,0.493,
2012-04,0.462,
2012-05,0.577,
2012-06,0.499,
2012-07,0.541,
2012-08,0.517,
2012-09,0.538,
2012-10,0.538,
2012-11,0.553,
2012-12,0.553,
2013-01,0.553,
2013-02,0.555,
2013-03,0.578,
2013-04,0.513,
2013-05,0.496,
2013-06,0.455,
2013-07,0.471,
2013-08,0.480,
2013-09,0.486,
2013-10,0.512,
2013-11,0.531,
2013-12,0.563,
2014-01,0.569,
2014-02,0.585,
2014-03,0.610,
2014-04,0.634,
2014-05,0.643,
2014-06,0.669,
2014-07,0.667,
2014-08,0.686,
2014-09,0.678,
2014-10,0.667,
2014-11,0.706,
2014-12,0.727,Provisional value
