"",BBK01.OU5796,BBK01.OU5796_FLAGS
"",Sight deposits of domestic enterprises (non-MFIs) / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:18:13,
1968-12,7.330,
1969-01,6.252,
1969-02,6.109,
1969-03,6.220,
1969-04,6.233,
1969-05,6.620,
1969-06,6.605,
1969-07,6.613,
1969-08,6.594,
1969-09,6.707,
1969-10,6.725,
1969-11,6.727,
1969-12,7.867,
1970-01,6.484,
1970-02,6.147,
1970-03,6.350,
1970-04,6.226,
1970-05,6.520,
1970-06,6.866,
1970-07,6.673,
1970-08,6.511,
1970-09,6.581,
1970-10,6.609,
1970-11,7.138,
1970-12,9.375,
1971-01,6.925,
1971-02,6.942,
1971-03,7.116,
1971-04,7.149,
1971-05,7.694,
1971-06,7.889,
1971-07,7.750,
1971-08,7.617,
1971-09,7.758,
1971-10,7.716,
1971-11,8.076,
1971-12,10.064,
1972-01,7.784,
1972-02,7.827,
1972-03,8.213,
1972-04,8.195,
1972-05,8.363,
1972-06,8.815,
1972-07,8.898,
1972-08,8.595,
1972-09,8.782,
1972-10,8.998,
1972-11,9.288,
1972-12,11.095,
1973-01,8.829,
1973-02,8.569,
1973-03,9.738,
1973-04,9.649,
1973-05,8.658,
1973-06,8.993,
1973-07,8.977,
1973-08,8.151,
1973-09,8.235,
1973-10,8.175,
1973-11,8.678,
1973-12,10.793,
1974-01,8.574,
1974-02,8.478,
1974-03,8.863,
1974-04,8.703,
1974-05,9.115,
1974-06,9.411,
1974-07,9.280,
1974-08,8.775,
1974-09,9.216,
1974-10,9.308,
1974-11,9.665,
1974-12,13.032,
1975-01,9.680,
1975-02,9.369,
1975-03,9.869,
1975-04,10.099,
1975-05,10.345,
1975-06,11.208,
1975-07,10.642,
1975-08,10.191,
1975-09,11.413,
1975-10,11.187,
1975-11,11.419,
1975-12,14.481,
1976-01,11.095,
1976-02,10.974,
1976-03,11.570,
1976-04,11.518,
1976-05,12.130,
1976-06,12.514,
1976-07,11.743,
1976-08,11.539,
1976-09,11.554,
1976-10,11.427,
1976-11,12.290,
1976-12,13.587,
1977-01,11.823,
1977-02,11.758,
1977-03,12.016,
1977-04,11.743,
1977-05,12.052,
1977-06,12.393,
1977-07,12.115,
1977-08,11.870,
1977-09,12.125,
1977-10,12.383,
1977-11,12.987,
1977-12,14.563,
1978-01,13.167,
1978-02,12.817,
1978-03,13.521,
1978-04,13.214,
1978-05,13.820,
1978-06,13.785,
1978-07,13.832,
1978-08,13.569,
1978-09,13.578,
1978-10,14.147,
1978-11,14.440,
1978-12,16.449,
1979-01,14.479,
1979-02,14.269,
1979-03,14.828,
1979-04,14.438,
1979-05,14.305,
1979-06,14.566,
1979-07,14.456,
1979-08,13.995,
1979-09,14.086,
1979-10,14.551,
1979-11,14.848,
1979-12,16.457,
1980-01,13.941,
1980-02,14.277,
1980-03,14.688,
1980-04,14.109,
1980-05,14.690,
1980-06,14.706,
1980-07,14.400,
1980-08,13.882,
1980-09,14.868,
1980-10,15.019,
1980-11,16.304,
1980-12,17.316,
1981-01,14.343,
1981-02,14.084,
1981-03,13.522,
1981-04,13.224,
1981-05,13.019,
1981-06,14.270,
1981-07,13.128,
1981-08,13.386,
1981-09,13.460,
1981-10,13.760,
1981-11,14.690,
1981-12,17.254,
1982-01,13.927,
1982-02,13.618,
1982-03,14.402,
1982-04,13.625,
1982-05,14.284,
1982-06,14.905,
1982-07,13.789,
1982-08,13.828,
1982-09,14.539,
1982-10,14.798,
1982-11,15.303,
1982-12,18.499,
1983-01,16.454,
1983-02,16.443,
1983-03,16.654,
1983-04,15.850,
1983-05,16.048,
1983-06,16.478,
1983-07,15.450,
1983-08,15.783,
1983-09,15.908,
1983-10,16.990,
1983-11,16.517,
1983-12,19.670,
1984-01,16.900,
1984-02,16.216,
1984-03,16.191,
1984-04,17.564,
1984-05,16.684,
1984-06,17.140,
1984-07,15.943,
1984-08,15.380,
