"",BBK01.OUG218,BBK01.OUG218_FLAGS
"",Time deposits of social security funds / for up and including 1 year / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:30,
1968-12,0.421,
1969-01,0.531,
1969-02,0.554,
1969-03,0.530,
1969-04,0.508,
1969-05,0.598,
1969-06,0.597,
1969-07,0.617,
1969-08,0.656,
1969-09,0.692,
1969-10,0.664,
1969-11,0.657,
1969-12,0.626,
1970-01,0.794,
1970-02,0.771,
1970-03,0.645,
1970-04,0.635,
1970-05,0.672,
1970-06,0.668,
1970-07,0.790,
1970-08,0.876,
1970-09,0.820,
1970-10,0.842,
1970-11,0.790,
1970-12,0.918,
1971-01,1.029,
1971-02,1.058,
1971-03,1.095,
1971-04,1.103,
1971-05,1.150,
1971-06,1.105,
1971-07,1.135,
1971-08,1.052,
1971-09,1.074,
1971-10,1.071,
1971-11,1.079,
1971-12,1.101,
1972-01,1.282,
1972-02,1.319,
1972-03,1.143,
1972-04,1.171,
1972-05,1.192,
1972-06,1.213,
1972-07,1.347,
1972-08,1.429,
1972-09,1.501,
1972-10,1.571,
1972-11,1.265,
1972-12,1.248,
1973-01,1.450,
1973-02,1.584,
1973-03,1.593,
1973-04,1.411,
1973-05,1.533,
1973-06,1.272,
1973-07,1.342,
1973-08,1.312,
1973-09,1.253,
1973-10,1.250,
1973-11,1.276,
1973-12,1.196,
1974-01,1.423,
1974-02,1.491,
1974-03,1.409,
1974-04,1.409,
1974-05,1.556,
1974-06,1.610,
1974-07,1.767,
1974-08,1.811,
1974-09,1.741,
1974-10,1.779,
1974-11,1.513,
1974-12,1.671,
1975-01,1.844,
1975-02,1.798,
1975-03,1.644,
1975-04,1.569,
1975-05,1.732,
1975-06,1.602,
1975-07,1.437,
1975-08,1.423,
1975-09,1.421,
1975-10,1.121,
1975-11,0.932,
1975-12,1.200,
1976-01,1.385,
1976-02,1.277,
1976-03,1.127,
1976-04,1.016,
1976-05,1.137,
1976-06,1.467,
1976-07,1.428,
1976-08,1.536,
1976-09,1.376,
1976-10,1.296,
1976-11,1.205,
1976-12,1.305,
1977-01,1.607,
1977-02,1.401,
1977-03,1.389,
1977-04,1.384,
1977-05,1.608,
1977-06,1.530,
1977-07,1.931,
1977-08,1.558,
1977-09,1.631,
1977-10,1.423,
1977-11,1.348,
1977-12,1.435,
1978-01,1.458,
1978-02,1.241,
1978-03,1.262,
1978-04,0.989,
1978-05,1.160,
1978-06,1.176,
1978-07,1.309,
1978-08,1.341,
1978-09,1.310,
1978-10,1.387,
1978-11,1.369,
1978-12,1.545,
1979-01,1.516,
1979-02,1.289,
1979-03,1.028,
1979-04,0.977,
1979-05,1.021,
1979-06,0.861,
1979-07,1.006,
1979-08,1.007,
1979-09,0.985,
1979-10,0.902,
1979-11,0.778,
1979-12,1.033,
1980-01,1.188,
1980-02,1.267,
1980-03,1.267,
1980-04,1.138,
1980-05,1.266,
1980-06,1.205,
1980-07,1.311,
1980-08,1.298,
1980-09,1.305,
1980-10,1.247,
1980-11,1.139,
1980-12,1.521,
1981-01,1.694,
1981-02,1.613,
1981-03,1.346,
1981-04,1.309,
1981-05,1.485,
1981-06,1.319,
1981-07,1.448,
1981-08,1.545,
1981-09,1.726,
1981-10,1.825,
1981-11,1.786,
1981-12,2.008,
1982-01,2.279,
1982-02,2.210,
1982-03,1.882,
1982-04,1.912,
1982-05,1.916,
1982-06,1.873,
1982-07,1.801,
1982-08,1.902,
1982-09,1.911,
1982-10,1.856,
1982-11,1.761,
1982-12,1.890,
1983-01,2.123,
1983-02,2.057,
1983-03,2.029,
1983-04,1.744,
1983-05,2.060,
1983-06,1.693,
1983-07,1.523,
1983-08,1.516,
1983-09,1.353,
1983-10,1.372,
1983-11,1.266,
1983-12,1.379,
1984-01,1.525,
1984-02,1.348,
1984-03,1.210,
1984-04,1.267,
1984-05,1.276,
1984-06,1.303,
1984-07,1.212,
1984-08,1.288,
1984-09,1.331,
1984-10,1.095,
1984-11,0.992,
1984-12,1.219,
1985-01,1.549,
1985-02,1.840,
1985-03,1.579,
1985-04,1.701,
1985-05,1.732,
1985-06,1.782,
1985-07,1.995,
1985-08,2.110,
1985-09,1.724,
1985-10,1.575,
1985-11,1.578,
1985-12,1.947,
1986-01,2.393,
1986-02,2.292,
1986-03,2.258,
1986-04,1.939,
1986-05,2.379,
1986-06,2.274,
1986-07,2.442,
1986-08,2.978,
1986-09,2.956,
1986-10,2.835,
1986-11,2.570,
1986-12,3.318,
1987-01,3.787,
1987-02,3.747,
1987-03,3.117,
1987-04,2.643,
1987-05,3.017,
1987-06,2.688,
1987-07,3.017,
1987-08,3.030,
1987-09,2.820,
1987-10,2.327,
1987-11,2.654,
1987-12,3.039,
1988-01,3.373,
1988-02,2.642,
1988-03,2.051,
1988-04,2.052,
1988-05,2.347,
1988-06,2.089,
1988-07,2.155,
1988-08,1.898,
1988-09,1.812,
1988-10,1.851,
1988-11,1.682,
1988-12,1.834,
1989-01,2.270,
1989-02,2.460,
1989-03,2.213,
1989-04,2.050,
1989-05,2.486,
1989-06,2.153,
1989-07,2.640,
1989-08,2.518,
1989-09,2.096,
1989-10,2.058,
1989-11,2.288,
1989-12,2.285,
1990-01,3.047,
1990-02,2.917,
1990-03,2.896,
1990-04,2.675,
1990-05,3.059,
1990-06,2.995,
1990-07,2.764,
1990-08,2.852,
1990-09,2.573,
1990-10,2.803,
1990-11,2.825,
1990-12,3.005,
1991-01,3.654,
1991-02,3.991,
1991-03,3.594,
1991-04,3.385,
1991-05,3.667,
1991-06,3.916,
1991-07,3.675,
1991-08,3.949,
1991-09,3.392,
1991-10,3.252,
1991-11,3.272,
1991-12,3.727,
1992-01,5.167,
1992-02,4.750,
1992-03,5.250,
1992-04,4.927,
1992-05,4.829,
1992-06,4.588,
1992-07,4.876,
1992-08,4.960,
1992-09,5.077,
1992-10,5.158,
1992-11,5.301,
1992-12,5.845,
1993-01,6.689,
1993-02,7.233,
1993-03,6.673,
1993-04,6.025,
1993-05,5.453,
1993-06,5.761,
1993-07,5.777,
1993-08,5.832,
1993-09,4.816,
1993-10,4.097,
1993-11,4.658,
1993-12,6.066,
1994-01,5.451,
1994-02,5.051,
1994-03,4.111,
1994-04,4.421,
1994-05,4.577,
1994-06,4.477,
1994-07,4.158,
1994-08,3.976,
1994-09,3.599,
1994-10,4.063,
1994-11,3.739,
1994-12,3.663,
1995-01,4.088,
1995-02,4.019,
1995-03,3.578,
1995-04,3.426,
1995-05,3.558,
1995-06,3.160,
1995-07,2.746,
1995-08,3.058,
1995-09,2.118,
1995-10,2.237,
1995-11,1.920,
1995-12,2.947,
1996-01,2.985,
1996-02,2.499,
1996-03,2.285,
1996-04,2.019,
1996-05,2.004,
1996-06,1.692,
1996-07,1.386,
1996-08,1.472,
1996-09,1.365,
1996-10,1.058,
1996-11,1.035,
1996-12,1.619,
1997-01,1.572,
1997-02,1.124,
1997-03,1.549,
1997-04,1.050,
1997-05,1.138,
1997-06,1.017,
1997-07,0.916,
1997-08,0.932,
1997-09,0.664,
1997-10,0.617,
1997-11,0.611,
1997-12,1.108,
1998-01,0.798,
1998-02,0.749,
1998-03,0.514,
1998-04,0.310,
1998-05,0.540,
1998-06,0.581,
1998-07,0.704,
1998-08,0.516,
1998-09,0.382,
1998-10,0.314,
1998-11,0.520,
1998-12,2.267,
1999-01,3.448,
1999-02,2.685,
1999-03,3.330,
1999-04,2.594,
1999-05,3.337,
1999-06,3.309,
1999-07,4.288,
1999-08,3.879,
1999-09,4.338,
1999-10,3.405,
1999-11,5.402,
1999-12,4.711,
2000-01,6.206,
2000-02,6.501,
2000-03,6.600,
2000-04,6.539,
2000-05,7.748,
2000-06,6.074,
2000-07,6.580,
2000-08,5.767,
2000-09,4.995,
2000-10,4.549,
2000-11,5.104,
2000-12,4.765,
2001-01,7.062,
2001-02,6.117,
2001-03,6.556,
