"",BBK01.OEAH91H,BBK01.OEAH91H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:16,
2002-01,13.167,
2002-04,12.691,
2002-07,12.843,
2002-10,14.736,
2003-01,13.905,
2003-04,14.098,
2003-07,13.903,
2003-10,13.598,
2004-01,13.513,
2004-04,13.720,
2004-07,13.146,
2004-10,12.878,
2005-01,13.093,
2005-04,13.486,
2005-07,13.844,
2005-10,13.962,
2006-01,13.691,
2006-04,13.274,
2006-07,13.251,
2006-10,13.264,
2007-01,13.670,
2007-04,13.555,
2007-07,13.504,
2007-10,12.288,
2008-01,11.088,
2008-04,10.741,
2008-07,9.848,
2008-10,9.647,
2009-01,9.793,
2009-04,5.503,
2009-07,5.922,
2009-10,5.290,
2010-01,4.687,
2010-04,4.783,
2010-07,4.646,
2010-10,4.852,
2011-01,4.664,
2011-04,4.913,
2011-07,10.087,
2011-10,10.136,
2012-01,9.328,
2012-04,9.261,
2012-07,9.775,
2012-10,9.571,
2013-01,9.529,
2013-04,10.124,
2013-07,9.531,
2013-10,9.298,
2014-01,9.001,
2014-04,8.539,
2014-07,7.857,
