"",BBK01.CEF010,BBK01.CEF010_FLAGS
"",Total liabilities                                       debtor: Non-financial corporations creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:33:20,
1999-01,3424.0,
1999-04,3403.2,
1999-07,3292.8,
1999-10,3917.5,
2000-01,3963.6,
2000-04,4002.8,
2000-07,3930.9,
2000-10,3960.0,
2001-01,3865.1,
2001-04,3855.3,
2001-07,3745.3,
2001-10,3981.2,
2002-01,4044.1,
2002-04,3916.3,
2002-07,3521.2,
2002-10,3514.6,
2003-01,3460.8,
2003-04,3589.6,
2003-07,3596.2,
2003-10,3742.9,
2004-01,3755.9,
2004-04,3764.7,
2004-07,3722.5,
2004-10,3793.6,
2005-01,3803.4,
2005-04,3864.9,
2005-07,3927.5,
2005-10,3967.3,
2006-01,4149.2,
2006-04,4119.6,
2006-07,4157.4,
2006-10,4302.6,
2007-01,4431.0,
2007-04,4601.6,
2007-07,4650.8,
2007-10,4740.4,
2008-01,4518.6,
2008-04,4489.2,
2008-07,4409.6,
2008-10,4272.3,
2009-01,4181.2,
2009-04,4228.6,
2009-07,4298.0,
2009-10,4338.6,
2010-01,4386.7,
2010-04,4410.7,
2010-07,4449.2,
2010-10,4568.2,
2011-01,4545.6,
2011-04,4605.9,
2011-07,4331.3,
2011-10,4446.3,
2012-01,4604.8,
2012-04,4543.8,
2012-07,4697.5,
2012-10,4790.3,
2013-01,4877.4,
2013-04,4836.5,
2013-07,4948.8,
2013-10,5116.3,
2014-01,5123.1,
2014-04,5170.3,
2014-07,5166.7,
