"",BBK01.OEAA13G,BBK01.OEAA13G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:25,
2002-01,352.277,
2002-04,355.159,
2002-07,356.877,
2002-10,357.044,
2003-01,355.665,
2003-04,357.280,
2003-07,359.157,
2003-10,360.591,
2004-01,360.255,
2004-04,361.712,
2004-07,363.183,
2004-10,363.076,
2005-01,326.168,
2005-04,325.993,
2005-07,327.062,
2005-10,327.954,
2006-01,322.860,
2006-04,323.304,
2006-07,324.970,
2006-10,324.298,
2007-01,322.653,
2007-04,323.063,
2007-07,323.151,
2007-10,324.146,
2008-01,321.102,
2008-04,326.229,
2008-07,333.961,
2008-10,336.380,
2009-01,337.904,
2009-04,348.361,
2009-07,352.011,
2009-10,351.589,
2010-01,350.463,
2010-04,351.634,
2010-07,356.383,
2010-10,358.329,
2011-01,357.850,
2011-04,357.596,
2011-07,359.353,
2011-10,362.528,
2012-01,362.202,
2012-04,365.175,
2012-07,367.565,
2012-10,369.761,
2013-01,368.305,
2013-04,369.947,
2013-07,366.251,
2013-10,371.961,
2014-01,371.712,
2014-04,372.519,
2014-07,375.391,
