"",BBK01.WXI019,BBK01.WXI019_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:39:30,
2009-09,36,
2009-10,30,
2009-11,33,
2009-12,51,
2010-01,33,
2010-02,24,
2010-03,11,
2010-04,19,
2010-05,18,
2010-06,13,
2010-07,27,
2010-08,23,
2010-09,39,
2010-10,27,
2010-11,37,
2010-12,21,
2011-01,24,
2011-02,21,
2011-03,19,
2011-04,14,
2011-05,8,
2011-06,7,
2011-07,11,
2011-08,22,
2011-09,19,
2011-10,31,
2011-11,27,
2011-12,22,
2012-01,22,
2012-02,21,
2012-03,16,
2012-04,17,
2012-05,20,
2012-06,19,
2012-07,18,
2012-08,18,
2012-09,16,
2012-10,15,
2012-11,15,
2012-12,15,
2013-01,13,
2013-02,13,
2013-03,12,
2013-04,12,
2013-05,11,
2013-06,10,
2013-07,9,
2013-08,9,
2013-09,8,
2013-10,7,
2013-11,8,
2013-12,7,
2014-01,6,
2014-02,6,
2014-03,5,
2014-04,6,
2014-05,6,
2014-06,6,
2014-07,7,
2014-08,5,
2014-09,6,
2014-10,5,
2014-11,5,
