"",BBK01.AU1714,BBK01.AU1714_FLAGS
"","Net assets in gold and foreign currency / Eurosystem Figures are daily averages for the reserve maintenance period ending in the month indicated. Owing to the changeover to the new operational framework for monetary policity, there is no reserve maintenance period ending in February 2004.",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 15:18:26,
1999-02,328.200,
1999-03,323.600,
1999-04,338.400,
1999-05,342.500,
1999-06,339.800,
1999-07,342.400,
1999-08,343.200,
1999-09,343.500,
1999-10,349.700,
1999-11,351.800,
1999-12,351.700,
2000-01,362.300,
2000-02,367.800,
2000-03,369.200,
2000-04,377.100,
2000-05,378.800,
2000-06,378.100,
2000-07,380.800,
2000-08,382.000,
2000-09,381.600,
2000-10,396.300,
2000-11,398.600,
2000-12,394.400,
2001-01,383.700,
2001-02,377.900,
2001-03,375.600,
2001-04,382.100,
2001-05,384.400,
2001-06,385.000,
2001-07,397.600,
2001-08,402.100,
2001-09,401.300,
2001-10,389.900,
2001-11,385.000,
2001-12,383.700,
2002-01,385.200,
2002-02,386.000,
2002-03,386.700,
2002-04,395.400,
2002-05,397.700,
2002-06,396.200,
2002-07,369.100,
2002-08,360.000,
2002-09,362.300,
2002-10,370.000,
2002-11,372.100,
2002-12,371.500,
2003-01,360.900,
2003-02,356.400,
2003-03,352.500,
2003-04,337.400,
2003-05,333.100,
2003-06,331.300,
2003-07,320.400,
2003-08,315.800,
2003-09,315.000,
2003-10,321.300,
2003-11,321.800,
2003-12,320.100,
2004-01,309.200,
2004-02,.,No value available
2004-03,303.300,
2004-04,301.400,
2004-05,310.700,
2004-06,311.300,
2004-07,308.200,
2004-08,300.800,
2004-09,299.400,
2004-10,298.800,
2004-11,298.300,
2004-12,298.000,
2005-01,290.300,
2005-02,280.600,
2005-03,280.200,
2005-04,282.100,
2005-05,287.000,
2005-06,286.800,
2005-07,293.300,
2005-08,305.500,
2005-09,304.800,
2005-10,307.900,
2005-11,315.100,
2005-12,313.200,
2006-01,317.600,
2006-02,325.200,
2006-03,324.700,
2006-04,327.900,
2006-05,337.000,
2006-06,336.900,
2006-07,334.300,
2006-08,327.600,
2006-09,327.300,
2006-10,326.700,
2006-11,327.400,
2006-12,327.000,
2007-01,325.800,
2007-02,322.100,
2007-03,321.600,
2007-04,323.600,
2007-05,326.100,
2007-06,326.400,
2007-07,323.000,
2007-08,316.700,
2007-09,317.300,
2007-10,321.900,
2007-11,327.600,
2007-12,327.500,
2008-01,343.800,
2008-02,353.600,
2008-03,343.300,
2008-04,349.400,
2008-05,364.500,
2008-06,375.000,
2008-07,376.400,
2008-08,374.500,
2008-09,376.600,
2008-10,417.300,
2008-11,549.000,
2008-12,580.500,
2009-01,581.300,
2009-02,547.400,
2009-03,512.700,
2009-04,508.000,
2009-05,512.400,
2009-06,487.900,
2009-07,457.100,
2009-08,433.600,
2009-09,427.600,
2009-10,421.400,
2009-11,413.000,
2009-12,407.600,
2010-01,413.000,
2010-02,425.600,
2010-03,426.900,
2010-04,439.800,
2010-05,457.000,
2010-06,462.400,
2010-07,500.900,
2010-08,543.400,
2010-09,543.200,
2010-10,531.300,
2010-11,511.300,
2010-12,511.100,
2011-01,527.500,
2011-02,549.700,
2011-03,550.000,
2011-04,544.100,
2011-05,525.900,
2011-06,526.800,
2011-07,533.600,
2011-08,541.300,
2011-09,540.300,
2011-10,571.000,
2011-11,612.100,
2011-12,622.100,
2012-01,683.900,
2012-02,698.300,
2012-03,688.200,
2012-04,667.600,
2012-05,659.300,
2012-06,656.800,
2012-07,666.700,
2012-08,678.900,
2012-09,676.800,
2012-10,681.500,
2012-11,708.500,
2012-12,708.000,
2013-01,683.900,
2013-02,656.500,
2013-03,655.700,
2013-04,656.800,
2013-05,657.300,
2013-06,656.000,
2013-07,615.900,
2013-08,532.300,
2013-09,531.800,
2013-10,538.200,
2013-11,550.900,
2013-12,550.800,
2014-01,532.700,
2014-02,510.300,
2014-03,510.400,
2014-04,518.900,
2014-05,536.400,
2014-06,536.800,
2014-07,540.000,
2014-08,547.600,
2014-09,547.800,
2014-10,552.000,
2014-11,562.000,
2014-12,564.300,
2015-01,576.400,
