"",BBK01.OUU404,BBK01.OUU404_FLAGS
"",Balances and loans to foreign banks (MFIs) / short-term / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:52,
1999-01,0.390,
1999-02,0.250,
1999-03,0.397,
1999-04,0.372,
1999-05,0.425,
1999-06,0.389,
1999-07,0.382,
1999-08,0.482,
1999-09,0.558,
1999-10,0.724,
1999-11,0.703,
1999-12,0.588,
2000-01,0.535,
2000-02,0.516,
2000-03,0.454,
2000-04,0.331,
2000-05,0.417,
2000-06,0.337,
2000-07,0.604,
2000-08,0.548,
2000-09,0.624,
2000-10,0.529,
2000-11,0.545,
2000-12,0.442,
2001-01,0.777,
2001-02,0.980,
2001-03,0.936,
2001-04,0.848,
2001-05,0.682,
2001-06,0.550,
2001-07,0.483,
2001-08,0.554,
2001-09,0.816,
2001-10,1.188,
2001-11,1.178,
2001-12,0.984,
2002-01,0.769,
2002-02,1.168,
2002-03,1.050,
2002-04,1.056,
2002-05,0.920,
2002-06,1.318,
2002-07,1.024,
2002-08,0.869,
2002-09,0.965,
2002-10,1.174,
2002-11,1.232,
2002-12,0.990,
2003-01,1.311,
2003-02,1.238,
2003-03,1.685,
2003-04,1.182,
2003-05,1.325,
2003-06,1.481,
2003-07,1.013,
2003-08,0.888,
2003-09,1.285,
2003-10,0.971,
2003-11,1.213,
2003-12,1.547,
2004-01,1.992,
2004-02,2.401,
2004-03,2.324,
2004-04,1.765,
2004-05,1.263,
2004-06,1.907,
2004-07,1.984,
2004-08,2.060,
2004-09,2.863,
2004-10,2.124,
2004-11,2.660,
2004-12,2.190,
2005-01,2.315,
2005-02,2.265,
2005-03,2.830,
2005-04,1.693,
2005-05,2.131,
2005-06,2.179,
2005-07,1.651,
2005-08,1.880,
2005-09,2.077,
2005-10,2.524,
2005-11,2.373,
2005-12,3.265,
2006-01,2.265,
2006-02,2.168,
2006-03,1.984,
2006-04,1.748,
2006-05,1.768,
2006-06,1.602,
2006-07,1.837,
2006-08,1.437,
2006-09,1.045,
2006-10,1.125,
2006-11,1.210,
2006-12,1.068,
2007-01,1.146,
2007-02,1.190,
2007-03,1.045,
2007-04,1.150,
2007-05,1.310,
2007-06,1.437,
2007-07,0.835,
2007-08,0.977,
2007-09,0.932,
2007-10,1.002,
2007-11,1.246,
2007-12,1.003,
2008-01,0.944,
2008-02,0.756,
2008-03,0.797,
2008-04,0.771,
2008-05,0.930,
2008-06,1.024,
2008-07,1.185,
2008-08,0.934,
2008-09,0.925,
2008-10,0.731,
2008-11,0.803,
2008-12,0.818,
2009-01,0.753,
2009-02,0.745,
2009-03,0.724,
2009-04,0.703,
2009-05,0.734,
2009-06,0.628,
2009-07,0.671,
2009-08,0.668,
2009-09,0.632,
2009-10,0.647,
2009-11,0.664,
2009-12,0.642,
2010-01,0.655,
2010-02,0.660,
2010-03,0.673,
2010-04,0.628,
2010-05,0.620,
2010-06,0.626,
2010-07,0.633,
2010-08,0.633,
2010-09,0.621,
2010-10,0.609,
2010-11,0.608,
2010-12,0.667,
2011-01,0.648,
2011-02,0.641,
2011-03,0.733,
2011-04,0.651,
2011-05,0.681,
2011-06,0.730,
2011-07,0.730,
2011-08,0.816,
2011-09,0.828,
2011-10,0.841,
2011-11,0.822,
2011-12,0.913,
2012-01,0.918,
2012-02,0.972,
2012-03,0.848,
2012-04,0.902,
2012-05,0.881,
2012-06,0.898,
2012-07,0.924,
2012-08,0.913,
2012-09,0.909,
2012-10,0.895,
2012-11,0.908,
2012-12,0.904,
2013-01,0.893,
2013-02,0.941,
2013-03,1.105,
2013-04,1.118,
2013-05,1.064,
2013-06,1.069,
2013-07,1.119,
2013-08,1.110,
2013-09,1.099,
2013-10,1.096,
2013-11,1.098,
2013-12,1.120,
2014-01,1.122,
2014-02,1.128,
2014-03,1.137,
2014-04,1.173,
2014-05,1.103,
2014-06,1.109,
2014-07,1.171,
2014-08,1.115,
2014-09,1.144,
2014-10,1.126,
2014-11,1.132,
2014-12,1.324,Provisional value
