"",BBK01.TXI379,BBK01.TXI379_FLAGS
1997-04,16747,
1997-05,19174,
1997-06,18024,
1997-07,17244,
1997-08,18925,
1997-09,17972,
1997-10,15905,
1997-11,18153,
1997-12,21359,
1998-01,18985,
1998-02,19350,
1998-03,18155,
1998-04,17225,
1998-05,20634,
1998-06,19768,
1998-07,19786,
1998-08,21644,
1998-09,20221,
1998-10,19006,
1998-11,20540,
1998-12,26177,
1999-01,26493,
1999-02,25508,
1999-03,26329,
1999-04,25255,
1999-05,29702,
1999-06,29799,
1999-07,29950,
1999-08,30770,
1999-09,30452,
1999-10,30413,
1999-11,33402,
1999-12,37582,
2000-01,34270,
2000-02,34176,
2000-03,33463,
2000-04,32634,
2000-05,36306,
2000-06,36165,
2000-07,34226,
2000-08,35233,
2000-09,35348,
2000-10,33353,
2000-11,35138,
2000-12,39595,
2001-01,38719,
2001-02,37746,
2001-03,36931,
2001-04,35614,
2001-05,38980,
2001-06,39535,
2001-07,38801,
2001-08,37559,
2001-09,36884,
2001-10,35785,
2001-11,33000,
2001-12,35212,
2002-01,33284,
2002-02,32618,
2002-03,32003,
2002-04,30606,
2002-05,34160,
2002-06,34104,
2002-07,32320,
2002-08,32165,
2002-09,30020,
2002-10,26005,
2002-11,26191,
2002-12,27726,
2003-01,26894,
2003-02,27980,
2003-03,27120,
2003-04,24867,
2003-05,28897,
2003-06,28439,
2003-07,27861,
2003-08,27099,
2003-09,24701,
2003-10,22077,
2003-11,22621,
2003-12,23936,
2004-01,23605,
2004-02,23259,
2004-03,21688,
2004-04,21419,
2004-05,24051,
2004-06,23961,
2004-07,23671,
2004-08,22777,
2004-09,25438,
2004-10,21891,
2004-11,21842,
2004-12,24808,
2005-01,23918,
2005-02,23210,
2005-03,22730,
2005-04,20912,
2005-05,22845,
2005-06,23904,
2005-07,22413,
2005-08,23105,
2005-09,23162,
2005-10,20887,
2005-11,21905,
2005-12,24100,
2006-01,25381,
2006-02,26542,
2006-03,28852,
2006-04,29835,
2006-05,34213,
2006-06,38004,
2006-07,37695,
2006-08,38261,
2006-09,39287,
2006-10,37376,
2006-11,44039,
2006-12,45134,
2007-01,43708,
2007-02,43873,
2007-03,44831,
2007-04,45301,
2007-05,50333,
2007-06,52934,
2007-07,53324,
2007-08,59031,
2007-09,61829,
2007-10,58683,
2007-11,65870,
2007-12,69063,
2008-01,64470,
2008-02,63902,
2008-03,63150,
2008-04,64504,
2008-05,72217,
2008-06,75539,
2008-07,76748,
2008-08,77143,
2008-09,76361,
2008-10,73164,
2008-11,75655,
2008-12,72020,
2009-01,67182,
2009-02,65034,
2009-03,59476,
2009-04,56802,
2009-05,57564,
2009-06,54281,
2009-07,49393,
2009-08,46642,
2009-09,41663,
2009-10,39501,
2009-11,39329,
2009-12,39506,
2010-01,37391,
2010-02,38387,
2010-03,39080,
2010-04,38803,
2010-05,40611,
2010-06,43233,
2010-07,42902,
2010-08,45656,
2010-09,48881,
2010-10,45638,
2010-11,42968,
2010-12,44592,
2011-01,42691,
2011-02,45551,
2011-03,46563,
2011-04,47638,
2011-05,52143,
2011-06,56380,
2011-07,56983,
2011-08,61056,
2011-09,61829,
2011-10,55297,
2011-11,57920,
2011-12,60342,
2012-01,60612,
2012-02,65116,
2012-03,70625,
2012-04,76611,
2012-05,82755,
2012-06,94460,
2012-07,97004,
2012-08,98001,
2012-09,93850,
2012-10,92578,
2012-11,93368,
2012-12,67480,
2013-01,64191,
2013-02,63806,
2013-03,70812,
2013-04,69093,
2013-05,72640,
2013-06,75631,
2013-07,73515,
2013-08,74818,
2013-09,75403,
2013-10,71871,
2013-11,75991,
2013-12,73807,
2014-01,72313,
2014-02,73733,
2014-03,76530,
2014-04,72797,
2014-05,77462,
2014-06,82371,
2014-07,83201,
2014-08,82140,
2014-09,84611,
2014-10,77098,
2014-11,79150,
2014-12,78670,
2015-01,79540,
