"",BBK01.RU5783,BBK01.RU5783_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Cameroon / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:16:59,
1982-06,0.004,
1982-07,0.005,
1982-08,0.005,
1982-09,0.006,
1982-10,0.005,
1982-11,0.005,
1982-12,0.004,
1983-01,0.004,
1983-02,0.005,
1983-03,0.006,
1983-04,0.006,
1983-05,0.007,
1983-06,0.004,
1983-07,0.006,
1983-08,0.006,
1983-09,0.008,
1983-10,0.006,
1983-11,0.007,
1983-12,0.007,
1984-01,0.005,
1984-02,0.004,
1984-03,0.003,
1984-04,0.005,
1984-05,0.005,
1984-06,0.005,
1984-07,0.003,
1984-08,0.008,
1984-09,0.005,
1984-10,0.006,
1984-11,0.005,
1984-12,0.004,
1985-01,0.008,
1985-02,0.006,
1985-03,0.008,
1985-04,0.007,
1985-05,0.007,
1985-06,0.008,
1985-07,0.006,
1985-08,0.005,
1985-09,0.007,
1985-10,0.007,
1985-11,0.007,
1985-12,0.006,
1986-01,0.006,
1986-02,0.006,
1986-03,0.006,
1986-04,0.006,
1986-05,0.006,
1986-06,0.005,
1986-07,0.008,
1986-08,0.008,
1986-09,0.007,
1986-10,0.008,
1986-11,0.008,
1986-12,0.007,
1987-01,0.007,
1987-02,0.010,
1987-03,0.008,
1987-04,0.008,
1987-05,0.007,
1987-06,0.007,
1987-07,0.007,
1987-08,0.007,
1987-09,0.007,
1987-10,0.006,
1987-11,0.006,
1987-12,0.006,
1988-01,0.007,
1988-02,0.006,
1988-03,0.007,
1988-04,0.007,
1988-05,0.008,
1988-06,0.008,
1988-07,0.007,
1988-08,0.005,
1988-09,0.005,
1988-10,0.008,
1988-11,0.005,
1988-12,0.005,
1989-01,0.006,
1989-02,0.006,
1989-03,0.007,
1989-04,0.008,
1989-05,0.007,
1989-06,0.006,
1989-07,0.006,
1989-08,0.012,
1989-09,0.018,
1989-10,0.011,
1989-11,0.009,
1989-12,0.014,
1990-01,0.008,
1990-02,0.009,
1990-03,0.009,
1990-04,0.010,
1990-05,0.008,
1990-06,0.012,
1990-07,0.007,
1990-08,0.007,
1990-09,0.008,
1990-10,0.008,
1990-11,0.007,
1990-12,0.007,
1991-01,0.008,
1991-02,0.007,
1991-03,0.016,
1991-04,0.008,
1991-05,0.010,
1991-06,0.009,
1991-07,0.010,
1991-08,0.011,
1991-09,0.010,
1991-10,0.011,
1991-11,0.010,
1991-12,0.009,
1992-01,0.008,
1992-02,0.008,
1992-03,0.010,
1992-04,0.012,
1992-05,0.013,
1992-06,0.013,
1992-07,0.014,
1992-08,0.014,
1992-09,0.012,
1992-10,0.010,
1992-11,0.013,
1992-12,0.015,
1993-01,0.019,
1993-02,0.016,
1993-03,0.013,
1993-04,0.012,
1993-05,0.011,
1993-06,0.011,
1993-07,0.011,
1993-08,0.012,
1993-09,0.010,
1993-10,0.011,
1993-11,0.013,
1993-12,0.012,
1994-01,0.010,
1994-02,0.011,
1994-03,0.010,
1994-04,0.009,
