"",BBK01.QUK884,BBK01.QUK884_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Remaining countries in Africa / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:35:18,
2002-03,0.759,
2002-04,0.751,
2002-05,0.690,
2002-06,0.668,
2002-07,0.652,
2002-08,0.636,
2002-09,0.606,
2002-10,0.597,
2002-11,0.578,
2002-12,0.535,
2003-01,0.516,
2003-02,0.527,
2003-03,0.450,
2003-04,0.456,
2003-05,0.456,
2003-06,0.439,
2003-07,0.433,
2003-08,0.507,
2003-09,0.477,
2003-10,0.497,
2003-11,0.476,
2003-12,0.490,
2004-01,0.462,
2004-02,0.501,
2004-03,0.503,
2004-04,0.489,
2004-05,0.469,
2004-06,0.464,
2004-07,0.469,
2004-08,0.436,
2004-09,0.417,
2004-10,0.403,
2004-11,0.382,
2004-12,0.370,
2005-01,0.365,
2005-02,0.398,
2005-03,0.362,
2005-04,0.412,
2005-05,0.423,
2005-06,0.426,
2005-07,0.432,
2005-08,0.424,
2005-09,0.430,
2005-10,0.405,
2005-11,0.748,
2005-12,0.770,
2006-01,0.774,
2006-02,0.763,
2006-03,0.745,
2006-04,0.738,
2006-05,0.701,
2006-06,1.138,
2006-07,1.529,
2006-08,1.659,
2006-09,1.800,
2006-10,1.934,
2006-11,1.955,
2006-12,2.117,
2007-01,2.356,
2007-02,0.817,
2007-03,2.353,
2007-04,2.596,
2007-05,2.785,
2007-06,3.013,
2007-07,3.213,
2007-08,3.589,
2007-09,3.934,
2007-10,4.298,
2007-11,4.223,
2007-12,4.459,
2008-01,4.061,
2008-02,3.839,
2008-03,3.532,
2008-04,3.741,
2008-05,3.485,
2008-06,3.038,
2008-07,3.172,
2008-08,3.117,
2008-09,3.255,
2008-10,3.100,
2008-11,2.412,
2008-12,3.178,
2009-01,2.537,
2009-02,2.556,
2009-03,2.410,
2009-04,2.629,
2009-05,3.071,
2009-06,2.846,
2009-07,1.403,
2009-08,2.785,
2009-09,2.935,
2009-10,2.780,
2009-11,3.032,
2009-12,1.369,
2010-01,1.302,
2010-02,3.718,
2010-03,3.765,
2010-04,3.970,
2010-05,3.776,
2010-06,4.014,
2010-07,3.833,
2010-08,3.836,
2010-09,4.363,
2010-10,1.103,
2010-11,4.703,
2010-12,4.408,
2011-01,3.792,
2011-02,1.109,
2011-03,3.508,
2011-04,3.616,
2011-05,3.495,
2011-06,3.007,
2011-07,2.915,
2011-08,2.625,
2011-09,2.501,
2011-10,2.442,
2011-11,2.220,
2011-12,1.088,
2012-01,2.480,
2012-02,3.155,
2012-03,3.747,
2012-04,3.726,
2012-05,2.963,
2012-06,2.451,
2012-07,2.035,
2012-08,2.005,
2012-09,3.470,
2012-10,2.848,
2012-11,2.738,
2012-12,2.655,
2013-01,2.436,
2013-02,2.434,
2013-03,2.251,
2013-04,2.179,
2013-05,2.148,
2013-06,1.887,
2013-07,1.725,
2013-08,1.463,
2013-09,1.548,
2013-10,1.559,
2013-11,1.516,
2013-12,1.608,
2014-01,1.595,
2014-02,1.554,
2014-03,1.553,
2014-04,1.472,
2014-05,1.583,
2014-06,1.516,
2014-07,1.624,
2014-08,1.492,
2014-09,1.487,
2014-10,1.486,
