"",BBNZ1.Q.DE.Y.G.0056.A,BBNZ1.Q.DE.Y.G.0056.A_FLAGS
"",Germany / National accounts / Origin of GDP / Construction / At current prices / Calendar and seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:37:45,
1991-01,22.708,
1991-04,20.184,
1991-07,19.737,
1991-10,23.886,
1992-01,24.593,
1992-04,25.202,
1992-07,25.683,
1992-10,26.868,
1993-01,26.300,
1993-04,26.854,
1993-07,27.604,
1993-10,27.308,
1994-01,28.274,
1994-04,29.152,
1994-07,29.411,
1994-10,30.356,
1995-01,29.100,
1995-04,30.266,
1995-07,29.589,
1995-10,28.980,
1996-01,26.190,
1996-04,28.943,
1996-07,28.388,
1996-10,28.392,
1997-01,26.291,
1997-04,27.382,
1997-07,26.889,
1997-10,26.855,
1998-01,26.541,
1998-04,25.722,
1998-07,25.488,
1998-10,24.836,
1999-01,25.068,
1999-04,25.019,
1999-07,25.423,
1999-10,25.505,
2000-01,25.278,
2000-04,24.602,
2000-07,24.245,
2000-10,24.010,
2001-01,23.861,
2001-04,23.236,
2001-07,23.157,
2001-10,23.174,
2002-01,23.385,
2002-04,22.380,
2002-07,22.315,
2002-10,21.883,
2003-01,21.414,
2003-04,21.635,
2003-07,21.748,
2003-10,21.280,
2004-01,21.181,
2004-04,20.959,
2004-07,20.485,
2004-10,20.197,
2005-01,19.706,
2005-04,20.177,
2005-07,20.524,
2005-10,20.099,
2006-01,19.334,
2006-04,20.594,
2006-07,21.483,
2006-10,22.183,
2007-01,22.079,
2007-04,21.455,
2007-07,21.920,
2007-10,22.755,
2008-01,23.454,
2008-04,22.489,
2008-07,22.637,
2008-10,22.990,
2009-01,22.886,
2009-04,22.905,
2009-07,22.997,
2009-10,22.968,
2010-01,24.030,
2010-04,25.861,
2010-07,25.347,
2010-10,24.465,
2011-01,26.016,
2011-04,26.486,
2011-07,26.639,
2011-10,27.688,
2012-01,27.866,
2012-04,28.124,
2012-07,28.309,
2012-10,28.130,
2013-01,28.283,
2013-04,29.004,
2013-07,29.587,
2013-10,30.207,
2014-01,31.802,
2014-04,31.176,
2014-07,30.905,
2014-10,32.183,
