"",BBK01.OEAH14H,BBK01.OEAH14H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:48,
2002-01,9.382,
2002-04,9.385,
2002-07,9.325,
2002-10,9.278,
2003-01,9.205,
2003-04,9.072,
2003-07,8.979,
2003-10,9.402,
2004-01,8.814,
2004-04,8.747,
2004-07,8.670,
2004-10,8.626,
2005-01,8.587,
2005-04,8.487,
2005-07,8.358,
2005-10,8.800,
2006-01,8.723,
2006-04,8.627,
2006-07,8.538,
2006-10,8.411,
2007-01,8.236,
2007-04,9.780,
2007-07,9.635,
2007-10,9.332,
2008-01,8.982,
2008-04,8.877,
2008-07,8.600,
2008-10,8.505,
2009-01,8.389,
2009-04,8.183,
2009-07,8.101,
2009-10,7.992,
2010-01,7.855,
2010-04,7.747,
2010-07,7.647,
2010-10,7.467,
2011-01,7.343,
2011-04,7.153,
2011-07,7.063,
2011-10,6.908,
2012-01,6.774,
2012-04,6.653,
2012-07,6.597,
2012-10,6.472,
2013-01,6.333,
2013-04,6.116,
2013-07,6.061,
2013-10,5.956,
2014-01,5.875,
2014-04,5.773,
2014-07,5.579,
