"",BBK01.OUU013,BBK01.OUU013_FLAGS
"",Lending to foreign banks (MFIs) / total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:39,
1999-01,0.395,
1999-02,0.256,
1999-03,0.408,
1999-04,0.403,
1999-05,0.466,
1999-06,0.479,
1999-07,0.468,
1999-08,0.568,
1999-09,0.649,
1999-10,0.818,
1999-11,0.809,
1999-12,0.687,
2000-01,0.635,
2000-02,0.618,
2000-03,0.561,
2000-04,0.445,
2000-05,0.538,
2000-06,0.470,
2000-07,0.737,
2000-08,0.686,
2000-09,0.772,
2000-10,0.700,
2000-11,0.723,
2000-12,0.649,
2001-01,0.994,
2001-02,1.222,
2001-03,1.201,
2001-04,1.133,
2001-05,0.997,
2001-06,0.905,
2001-07,0.883,
2001-08,1.004,
2001-09,1.288,
2001-10,1.761,
2001-11,1.765,
2001-12,1.620,
2002-01,1.425,
2002-02,1.874,
2002-03,1.792,
2002-04,1.828,
2002-05,1.782,
2002-06,2.230,
2002-07,1.978,
2002-08,1.900,
2002-09,2.028,
2002-10,2.272,
2002-11,2.365,
2002-12,2.217,
2003-01,2.547,
2003-02,2.497,
2003-03,2.980,
2003-04,2.505,
2003-05,2.673,
2003-06,2.844,
2003-07,2.439,
2003-08,2.314,
2003-09,2.729,
2003-10,2.490,
2003-11,2.732,
2003-12,3.127,
2004-01,3.602,
2004-02,4.014,
2004-03,3.992,
2004-04,3.479,
2004-05,2.977,
2004-06,3.645,
2004-07,3.847,
2004-08,3.933,
2004-09,4.730,
2004-10,4.230,
2004-11,4.937,
2004-12,4.509,
2005-01,4.744,
2005-02,4.717,
2005-03,5.353,
2005-04,4.317,
2005-05,4.854,
2005-06,5.034,
2005-07,4.563,
2005-08,4.843,
2005-09,5.102,
2005-10,5.607,
2005-11,5.534,
2005-12,7.093,
2006-01,6.125,
2006-02,6.097,
2006-03,5.965,
2006-04,5.809,
2006-05,5.830,
2006-06,5.727,
2006-07,6.048,
2006-08,5.690,
2006-09,5.227,
2006-10,5.334,
2006-11,5.457,
2006-12,5.323,
2007-01,5.427,
2007-02,5.484,
2007-03,5.482,
2007-04,5.722,
2007-05,5.829,
2007-06,5.963,
2007-07,5.302,
2007-08,5.444,
2007-09,5.357,
2007-10,5.356,
2007-11,5.572,
2007-12,5.486,
2008-01,5.350,
2008-02,5.169,
2008-03,5.167,
2008-04,5.221,
2008-05,5.359,
2008-06,5.409,
2008-07,5.729,
2008-08,5.527,
2008-09,5.524,
2008-10,5.468,
2008-11,5.561,
2008-12,5.535,
2009-01,5.396,
2009-02,5.079,
2009-03,5.060,
2009-04,5.146,
2009-05,5.608,
2009-06,5.634,
2009-07,5.699,
2009-08,5.721,
2009-09,5.653,
2009-10,5.704,
2009-11,5.730,
2009-12,5.733,
2010-01,5.863,
2010-02,5.935,
2010-03,5.999,
2010-04,6.160,
2010-05,6.266,
2010-06,6.393,
2010-07,6.443,
2010-08,6.592,
2010-09,6.286,
2010-10,6.355,
2010-11,6.560,
2010-12,6.645,
2011-01,6.875,
2011-02,6.923,
2011-03,6.618,
2011-04,6.484,
2011-05,6.733,
2011-06,6.865,
2011-07,6.867,
2011-08,6.933,
2011-09,6.884,
2011-10,6.846,
2011-11,6.765,
2011-12,6.782,
2012-01,6.784,
2012-02,6.675,
2012-03,6.648,
2012-04,6.744,
2012-05,6.710,
2012-06,6.666,
2012-07,6.665,
2012-08,6.724,
2012-09,6.766,
2012-10,6.763,
2012-11,6.841,
2012-12,6.927,
2013-01,6.987,
2013-02,7.343,
2013-03,7.407,
2013-04,7.510,
2013-05,7.721,
2013-06,7.785,
2013-07,7.953,
2013-08,8.032,
2013-09,8.068,
2013-10,8.268,
2013-11,8.205,
2013-12,8.210,
2014-01,8.354,
2014-02,8.354,
2014-03,8.325,
2014-04,8.491,
2014-05,8.377,
2014-06,8.451,
2014-07,8.483,
2014-08,8.434,
2014-09,8.478,
2014-10,8.523,
2014-11,8.550,
2014-12,8.643,Provisional value
