"",BBK01.RJ5583,BBK01.RJ5583_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:22:32,
1989,.,No value available
1990,.,No value available
1991,.,No value available
1992,.,No value available
1993,155,
1994,251,
1995,344,
1996,434,
1997,535,
1998,744,
1999,952,
2000,1668,
2001,2114,
2002,3176,
2003,3235,
2004,3886,
2005,4471,
2006,5853,
2007,6993,
2008,8863,
2009,9136,
2010,9002,
2011,8380,
2012,8861,
