"",BBK01.OEAH17G,BBK01.OEAH17G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:11,
2002-01,137.626,
2002-04,138.287,
2002-07,137.911,
2002-10,140.417,
2003-01,139.745,
2003-04,136.852,
2003-07,136.924,
2003-10,139.187,
2004-01,139.141,
2004-04,139.102,
2004-07,138.697,
2004-10,141.724,
2005-01,130.580,
2005-04,131.622,
2005-07,131.746,
2005-10,134.773,
2006-01,136.186,
2006-04,136.186,
2006-07,140.298,
2006-10,145.666,
2007-01,146.702,
2007-04,152.920,
2007-07,158.157,
2007-10,167.796,
2008-01,163.425,
2008-04,175.416,
2008-07,192.516,
2008-10,194.451,
2009-01,194.561,
2009-04,196.735,
2009-07,188.740,
2009-10,190.417,
2010-01,178.843,
2010-04,178.851,
2010-07,182.128,
2010-10,180.399,
2011-01,190.229,
2011-04,188.628,
2011-07,189.897,
2011-10,186.727,
2012-01,184.863,
2012-04,186.198,
2012-07,181.209,
2012-10,176.765,
2013-01,172.640,
2013-04,165.716,
2013-07,160.033,
2013-10,163.185,
2014-01,161.694,
2014-04,163.525,
2014-07,163.431,
