"",BBK01.CEB501,BBK01.CEB501_FLAGS
"",Shares and other equity debtor: All sectors                    creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:22:39,
1991-01,363.3,
1991-04,380.6,
1991-07,389.4,
1991-10,377.4,
1992-01,386.8,
1992-04,401.7,
1992-07,361.7,
1992-10,377.9,
1993-01,385.5,
1993-04,394.3,
1993-07,413.7,
1993-10,486.4,
1994-01,510.8,
1994-04,507.8,
1994-07,514.4,
1994-10,537.5,
1995-01,525.0,
1995-04,560.4,
1995-07,589.8,
1995-10,603.7,
1996-01,633.0,
1996-04,651.0,
1996-07,677.1,
1996-10,691.8,
1997-01,773.3,
1997-04,829.4,
1997-07,896.9,
1997-10,839.2,
1998-01,996.3,
1998-04,1076.5,
1998-07,919.7,
1998-10,1019.0,
1999-01,1158.6,
1999-04,1136.4,
1999-07,1071.9,
1999-10,1256.0,
2000-01,1302.0,
2000-04,1264.8,
2000-07,1281.9,
2000-10,1327.8,
2001-01,1187.4,
2001-04,1206.6,
2001-07,1119.4,
2001-10,1334.7,
2002-01,1378.2,
2002-04,1287.0,
2002-07,919.6,
2002-10,849.5,
2003-01,794.8,
2003-04,880.4,
2003-07,893.9,
2003-10,984.0,
2004-01,950.5,
2004-04,1019.3,
2004-07,1018.0,
2004-10,1037.9,
2005-01,1079.5,
2005-04,1118.6,
2005-07,1162.8,
2005-10,1212.5,
2006-01,1166.9,
2006-04,1150.1,
2006-07,1231.7,
2006-10,1334.2,
2007-01,1399.9,
2007-04,1443.0,
2007-07,1445.9,
2007-10,1459.5,
2008-01,1356.8,
2008-04,1353.7,
2008-07,1300.2,
2008-10,1212.1,
2009-01,1148.5,
2009-04,1228.0,
2009-07,1272.8,
2009-10,1283.5,
2010-01,1342.2,
2010-04,1328.4,
2010-07,1330.6,
2010-10,1390.7,
2011-01,1397.5,
2011-04,1438.3,
2011-07,1287.7,
2011-10,1335.8,
2012-01,1436.3,
2012-04,1393.0,
2012-07,1464.8,
2012-10,1516.2,
2013-01,1568.8,
2013-04,1523.7,
2013-07,1585.9,
2013-10,1665.7,
2014-01,1674.3,
