"",BBK01.XU8871,BBK01.XU8871_FLAGS
"",Germany / Imports / Product Classification for Production Statistics from 2002 / Capital goods / 1 /,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,thousand,
last update,2015-02-20 10:38:50,
1995-01,6577386,
1995-02,7297297,
1995-03,8111696,
1995-04,7043588,
1995-05,7504669,
1995-06,7603531,
1995-07,6581520,
1995-08,5985157,
1995-09,7370568,
1995-10,8117039,
1995-11,8481982,
1995-12,8330406,
1996-01,7604536,
1996-02,7732567,
1996-03,8638272,
1996-04,8779839,
1996-05,7763920,
1996-06,8215022,
1996-07,7867569,
1996-08,6095014,
1996-09,7646965,
1996-10,8839187,
1996-11,8569856,
1996-12,8136020,
1997-01,8131487,
1997-02,8290621,
1997-03,8538658,
1997-04,9874546,
1997-05,8571273,
1997-06,9308409,
1997-07,9258764,
1997-08,7274653,
1997-09,9387452,
1997-10,10273043,
1997-11,9332349,
1997-12,9760864,
1998-01,9808252,
1998-02,9797885,
1998-03,11091541,
1998-04,11103020,
1998-05,9698636,
1998-06,11117311,
1998-07,10457204,
1998-08,8763547,
1998-09,10852892,
1998-10,11359820,
1998-11,11767168,
1998-12,11740602,
1999-01,10034090,
1999-02,10493086,
1999-03,12727263,
1999-04,12136754,
1999-05,12063488,
1999-06,12279911,
1999-07,11148941,
1999-08,10334623,
1999-09,11684679,
1999-10,11778828,
1999-11,12666208,
1999-12,12900307,
2000-01,11453176,
2000-02,11881377,
2000-03,15210212,
2000-04,12399498,
2000-05,15279819,
2000-06,13536790,
2000-07,13385083,
2000-08,12582986,
2000-09,13282806,
2000-10,15722850,
2000-11,16558070,
2000-12,15084426,
2001-01,15041385,
2001-02,14394759,
2001-03,15182138,
2001-04,14806563,
2001-05,15229805,
2001-06,14442901,
2001-07,14006985,
2001-08,13225390,
2001-09,13208216,
2001-10,15657717,
2001-11,15550021,
2001-12,13787216,
2002-01,12796578,
2002-02,13110329,
2002-03,14279618,
2002-04,15095728,
2002-05,12884759,
2002-06,15160770,
2002-07,14003957,
2002-08,12959311,
2002-09,13998183,
2002-10,15259085,
2002-11,15173273,
2002-12,13216271,
2003-01,14406087,
2003-02,13622121,
2003-03,15003802,
2003-04,14456861,
2003-05,13595118,
2003-06,14409094,
2003-07,14472456,
2003-08,11957935,
2003-09,14275945,
2003-10,15608211,
2003-11,15495738,
2003-12,14063947,
2004-01,13798910,
2004-02,13823449,
2004-03,15515085,
2004-04,15186764,
2004-05,15794111,
2004-06,15685477,
2004-07,15204653,
2004-08,13209456,
2004-09,15089935,
2004-10,16086285,
2004-11,17785291,
2004-12,15436047,
2005-01,14392363,
2005-02,14047349,
2005-03,15397852,
2005-04,16679523,
2005-05,15641388,
2005-06,17435294,
2005-07,15613598,
2005-08,14854482,
2005-09,16665504,
2005-10,17815648,
2005-11,18383788,
2005-12,18517451,
2006-01,17378905,
2006-02,17448326,
2006-03,19749274,
2006-04,18020798,
2006-05,18062501,
2006-06,19820345,
2006-07,18073248,
2006-08,16959310,
2006-09,19370471,
2006-10,20929341,
2006-11,21655341,
2006-12,20231382,
2007-01,18313628,
2007-02,19269705,
2007-03,20316468,
2007-04,19088779,
2007-05,18628075,
2007-06,20032342,
2007-07,18340887,
2007-08,17841152,
2007-09,19223308,
2007-10,20936324,
2007-11,19995346,
2007-12,17900137,
"",General: 1 Source: Federal Statistical Office.,
