"",BBK01.OEAE04M,BBK01.OEAE04M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:04:19,
2002-01,13.385,
2002-04,13.375,
2002-07,13.485,
2002-10,13.837,
2003-01,13.878,
2003-04,13.990,
2003-07,14.071,
2003-10,14.314,
2004-01,14.169,
2004-04,14.263,
2004-07,14.831,
2004-10,14.049,
2005-01,13.909,
2005-04,13.639,
2005-07,13.581,
2005-10,13.923,
2006-01,13.556,
2006-04,13.110,
2006-07,12.949,
2006-10,12.782,
2007-01,12.493,
2007-04,12.534,
2007-07,12.594,
2007-10,12.590,
2008-01,12.594,
2008-04,12.811,
2008-07,12.990,
2008-10,13.089,
2009-01,10.756,
2009-04,11.700,
2009-07,11.757,
2009-10,11.803,
2010-01,12.352,
2010-04,12.859,
2010-07,12.805,
2010-10,12.558,
2011-01,12.315,
2011-04,12.473,
2011-07,12.432,
2011-10,12.513,
2012-01,12.517,
2012-04,12.699,
2012-07,12.729,
2012-10,12.751,
2013-01,13.287,
2013-04,13.517,
2013-07,13.578,
2013-10,13.632,
2014-01,13.892,
2014-04,14.290,
2014-07,14.614,
