"",BBK01.PQ3101,BBK01.PQ3101_FLAGS
"",Lending to the services sector (including professions) / Medium-term / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:26,
1968-10,1.620,
1969-01,1.704,
1969-04,1.703,
1969-07,1.715,
1969-10,1.885,
1970-01,2.004,
1970-04,2.043,
1970-07,2.183,
1970-10,2.825,
1971-01,2.842,
1971-04,3.035,
1971-07,3.412,
1971-10,3.791,
1972-01,3.986,
1972-04,4.197,
1972-07,4.866,
1972-10,5.580,
1973-01,5.917,
1973-04,6.437,
1973-07,6.759,
1973-10,6.829,
1974-01,6.703,
1974-04,6.672,
1974-07,6.762,
1974-10,6.393,
1975-01,5.986,
1975-04,5.785,
1975-07,5.565,
1975-10,5.646,
1976-01,5.531,
1976-04,5.691,
1976-07,5.723,
1976-10,5.835,
1977-01,5.712,
1977-04,5.882,
1977-07,5.988,
1977-10,6.292,
1978-01,6.265,
1978-04,6.299,
1978-07,6.387,
1978-10,7.080,
1979-01,7.106,
1979-04,7.531,
1979-07,7.889,
1979-10,8.126,
1980-01,8.003,
1980-04,8.083,
1980-07,8.282,
1980-10,9.094,
1981-01,9.059,
1981-04,9.552,
1981-07,9.887,
1981-10,11.038,
1982-01,11.191,
1982-04,11.661,
1982-07,12.001,
1982-10,12.990,
1983-01,12.494,
1983-04,12.823,
1983-07,13.281,
1983-10,13.679,
1984-01,13.302,
1984-04,13.410,
1984-07,13.606,
1984-10,13.536,
1985-01,12.956,
1985-04,13.037,
1985-07,12.875,
1985-10,13.137,
1986-01,12.544,
1986-04,12.437,
1986-07,12.320,
1986-10,12.268,
1987-01,11.849,
1987-04,11.493,
1987-07,11.563,
1987-10,11.630,
1988-01,11.536,
1988-04,11.898,
1988-07,11.909,
1988-10,12.336,
1989-01,12.356,
1989-04,12.415,
1989-07,12.646,
1989-10,13.737,
1990-01,13.997,
1990-04,14.773,
1990-07,16.125,
1990-10,18.054,
1991-01,18.946,
1991-04,21.201,
1991-07,23.112,
1991-10,34.825,
1992-01,36.425,
1992-04,38.214,
1992-07,45.095,
1992-10,50.803,
1993-01,50.775,
1993-04,49.979,
1993-07,46.996,
1993-10,45.334,
1994-01,44.843,
1994-04,41.244,
1994-07,38.425,
1994-10,36.133,
1995-01,32.641,
1995-04,32.962,
1995-07,29.237,
1995-10,29.297,
1996-01,28.910,
1996-04,28.690,
1996-07,29.264,
1996-10,30.127,
1997-01,29.509,
1997-04,29.830,
1997-07,30.582,
1997-10,32.007,
1998-01,31.580,
1998-04,31.279,
1998-07,31.747,
1998-10,30.927,
1999-01,56.366,
1999-04,56.023,
1999-07,56.659,
1999-10,57.045,
2000-01,57.420,
2000-04,58.738,
2000-07,60.280,
2000-10,61.381,
2001-01,60.178,
2001-04,59.691,
2001-07,60.487,
2001-10,61.871,
2002-01,62.177,
2002-04,63.151,
2002-07,62.642,
2002-10,63.205,
2003-01,63.462,
2003-04,62.516,
2003-07,62.451,
2003-10,62.714,
2004-01,61.867,
2004-04,63.667,
2004-07,63.918,
2004-10,62.264,
2005-01,62.085,
2005-04,61.150,
2005-07,64.854,
2005-10,63.681,
2006-01,63.599,
2006-04,64.635,
2006-07,63.786,
2006-10,62.261,
2007-01,61.214,
2007-04,61.463,
2007-07,62.662,
2007-10,65.669,
2008-01,67.651,
2008-04,68.816,
2008-07,71.228,
2008-10,73.289,
2009-01,71.940,
2009-04,71.252,
2009-07,72.075,
2009-10,70.832,
2010-01,66.924,
2010-04,66.792,
2010-07,67.109,
2010-10,68.090,
2011-01,67.752,
2011-04,65.329,
2011-07,66.715,
2011-10,66.346,
2012-01,65.824,
2012-04,66.567,
2012-07,66.890,
2012-10,67.506,
2013-01,65.853,
2013-04,66.221,
2013-07,65.926,
2013-10,65.815,
2014-01,66.811,
2014-04,68.829,
2014-07,68.230,
2014-10,68.156,
