"",BBFN1.M.DE.N.1.A.W00200.S1P.H1.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W00200.S1P.H1.T.N000.Z01.BGA.X001.D_FLAGS
"",Claims of enterprises on non-residents arising from credit terms granted / Total / Industrial countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:06:35,
1994-07,.,No value available
1994-08,.,No value available
1994-09,.,No value available
1994-10,.,No value available
1994-11,.,No value available
1994-12,.,No value available
1995-01,52.902,
1995-02,53.003,
1995-03,54.870,
1995-04,54.847,
1995-05,55.256,
1995-06,56.149,
1995-07,54.293,
1995-08,53.071,
1995-09,54.231,
1995-10,53.484,
1995-11,54.531,
1995-12,50.746,
1996-01,50.180,
1996-02,50.716,
1996-03,52.182,
1996-04,51.683,
1996-05,51.758,
1996-06,52.421,
1996-07,51.617,
1996-08,49.648,
1996-09,51.716,
1996-10,52.467,
1996-11,54.088,
1996-12,52.908,
1997-01,52.805,
1997-02,53.567,
1997-03,55.790,
1997-04,56.930,
1997-05,55.653,
1997-06,57.440,
1997-07,56.533,
1997-08,54.394,
1997-09,57.620,
1997-10,59.692,
1997-11,60.886,
1997-12,58.415,
1998-01,58.703,
1998-02,60.496,
1998-03,62.839,
1998-04,63.602,
1998-05,63.412,
1998-06,63.507,
1998-07,62.627,
1998-08,59.956,
1998-09,62.213,
1998-10,63.315,
1998-11,63.938,
1998-12,61.401,
1999-01,60.471,
1999-02,61.688,
1999-03,64.610,
1999-04,64.479,
1999-05,64.552,
1999-06,66.876,
1999-07,65.846,
1999-08,64.716,
1999-09,67.466,
1999-10,70.034,
1999-11,71.869,
1999-12,69.720,
2000-01,70.239,
2000-02,72.820,
2000-03,76.986,
2000-04,76.441,
2000-05,77.440,
2000-06,77.995,
2000-07,77.160,
2000-08,76.469,
2000-09,79.622,
2000-10,81.482,
2000-11,83.327,
2000-12,81.391,
2001-01,81.061,
2001-02,80.931,
2001-03,83.951,
2001-04,81.893,
2001-05,82.462,
2001-06,83.602,
2001-07,81.900,
2001-08,79.149,
2001-09,81.413,
2001-10,82.891,
2001-11,82.745,
2001-12,79.453,
2002-01,79.219,
2002-02,78.541,
2002-03,76.433,
2002-04,77.295,
2002-05,76.411,
2002-06,79.291,
2002-07,77.087,
2002-08,73.835,
2002-09,76.831,
2002-10,79.118,
2002-11,79.070,
2002-12,75.996,
2003-01,76.232,
2003-02,75.954,
2003-03,78.534,
2003-04,78.194,
2003-05,75.518,
2003-06,76.831,
2003-07,75.405,
2003-08,72.173,
2003-09,74.653,
2003-10,76.176,
2003-11,78.425,
2003-12,75.236,
2004-01,73.297,
2004-02,74.980,
2004-03,78.987,
2004-04,77.612,
2004-05,84.613,
2004-06,88.252,
2004-07,85.286,
2004-08,81.610,
2004-09,86.167,
2004-10,88.176,
2004-11,90.756,
2004-12,84.903,
2005-01,83.868,
2005-02,84.497,
2005-03,88.895,
2005-04,87.849,
2005-05,87.342,
2005-06,91.296,
2005-07,89.645,
2005-08,86.578,
2005-09,92.748,
2005-10,93.326,
2005-11,96.413,
2005-12,94.278,
2006-01,95.040,
2006-02,95.993,
2006-03,100.214,
2006-04,97.579,
2006-05,97.669,
2006-06,99.856,
2006-07,96.498,
2006-08,93.338,
2006-09,99.468,
2006-10,99.978,
2006-11,104.136,
2006-12,100.541,
2007-01,102.381,
2007-02,103.616,
2007-03,107.417,
2007-04,103.722,
2007-05,103.911,
2007-06,106.914,
2007-07,102.678,
2007-08,99.718,
2007-09,104.678,
2007-10,106.354,
2007-11,109.108,
2007-12,103.104,
2008-01,102.780,
2008-02,106.615,
2008-03,109.223,
2008-04,109.800,
2008-05,110.524,
2008-06,112.150,
2008-07,108.965,
2008-08,104.826,
2008-09,108.685,
2008-10,108.555,
2008-11,107.473,
2008-12,101.002,
2009-01,95.560,
2009-02,96.234,
2009-03,97.924,
2009-04,91.838,
2009-05,93.605,
2009-06,97.723,
2009-07,95.822,
2009-08,90.270,
2009-09,93.787,
2009-10,95.751,
2009-11,99.365,
2009-12,93.566,
2010-01,85.434,
2010-02,87.103,
2010-03,95.019,
2010-04,92.600,
2010-05,94.791,
2010-06,98.795,
2010-07,96.095,
2010-08,93.149,
2010-09,99.464,
2010-10,100.639,
2010-11,101.378,
2010-12,98.428,
2011-01,97.001,
2011-02,102.555,
2011-03,104.506,
2011-04,102.907,
2011-05,104.150,
2011-06,105.863,
2011-07,102.822,
2011-08,98.702,
2011-09,106.016,
2011-10,106.367,
2011-11,107.574,
2011-12,104.915,
2012-01,102.788,
2012-02,106.041,
2012-03,111.245,
2012-04,106.302,
2012-05,105.634,
2012-06,109.841,
2012-07,107.013,
2012-08,103.505,
2012-09,107.958,
2012-10,108.780,
2012-11,111.993,
2012-12,104.957,
2013-01,102.373,
2013-02,105.051,
2013-03,110.332,
2013-04,107.352,
2013-05,102.449,
2013-06,106.371,
2013-07,100.990,
2013-08,100.900,
2013-09,108.206,
2013-10,108.571,
2013-11,112.400,
2013-12,108.082,
2014-01,104.802,
2014-02,106.357,
2014-03,112.348,
2014-04,109.130,
2014-05,106.917,
2014-06,111.437,
2014-07,108.271,
2014-08,105.380,
2014-09,112.069,
2014-10,112.246,
2014-11,114.805,
2014-12,111.871,
"","General: Up to 1994, including the former Yugoslavia and South Africa; from May 2004, including Cyprus, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, the Slovak Republic and Slovenia; from January 2007, including Bulgaria and Romania.",
