"",BBK01.OEAC46O,BBK01.OEAC46O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:54:29,
2002-01,28.468,
2002-04,29.344,
2002-07,30.094,
2002-10,29.939,
2003-01,29.528,
2003-04,28.771,
2003-07,27.543,
2003-10,30.373,
2004-01,30.226,
2004-04,30.711,
2004-07,30.692,
2004-10,30.714,
2005-01,30.921,
2005-04,31.517,
2005-07,31.656,
2005-10,31.623,
2006-01,31.391,
2006-04,31.372,
2006-07,31.349,
2006-10,31.522,
2007-01,31.043,
2007-04,31.216,
2007-07,30.948,
2007-10,30.908,
2008-01,30.932,
2008-04,31.149,
2008-07,29.600,
2008-10,29.153,
2009-01,29.378,
2009-04,28.963,
2009-07,29.068,
2009-10,30.367,
2010-01,30.443,
2010-04,30.809,
2010-07,30.889,
2010-10,30.849,
2011-01,30.230,
2011-04,30.361,
2011-07,30.308,
2011-10,30.369,
2012-01,30.657,
2012-04,31.552,
2012-07,31.363,
2012-10,31.538,
2013-01,31.421,
2013-04,31.291,
2013-07,34.994,
2013-10,35.964,
2014-01,36.659,
2014-04,36.644,
2014-07,36.497,
