"",BBK01.RJ1897,BBK01.RJ1897_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2014-04-30 10:22:35,
1989,.,No value available
1990,.,No value available
1991,264,
1992,704,
1993,896,
1994,1438,
1995,2147,
1996,2759,
1997,3326,
1998,4327,
1999,5174,
2000,6597,
2001,7463,
2002,7538,
2003,7981,
2004,9158,
2005,11297,
2006,13180,
2007,12913,
2008,13551,
2009,13487,
2010,15152,
2011,15749,
2012,16247,
