"",BBK01.TUD437,BBK01.TUD437_FLAGS
"",Deposits of non-banks (non-MFIs) in the euro area / in other member states / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:23,
1979-12,9741,
1980-01,9109,
1980-02,9231,
1980-03,9503,
1980-04,9591,
1980-05,9518,
1980-06,9684,
1980-07,9508,
1980-08,9714,
1980-09,9816,
1980-10,9947,
1980-11,10068,
1980-12,10354,
1981-01,10082,
1981-02,10134,
1981-03,10859,
1981-04,10495,
1981-05,10670,
1981-06,10670,
1981-07,10937,
1981-08,10645,
1981-09,10569,
1981-10,10399,
1981-11,10491,
1981-12,11053,
1982-01,10628,
1982-02,10646,
1982-03,10828,
1982-04,10468,
1982-05,10488,
1982-06,10753,
1982-07,10828,
1982-08,10941,
1982-09,11070,
1982-10,10988,
1982-11,10886,
1982-12,11278,
1983-01,10738,
1983-02,10735,
1983-03,10838,
1983-04,10667,
1983-05,10832,
1983-06,11247,
1983-07,11140,
1983-08,11091,
1983-09,11104,
1983-10,11014,
1983-11,11047,
1983-12,11337,
1984-01,10780,
1984-02,10628,
1984-03,10770,
1984-04,11062,
1984-05,11193,
1984-06,11307,
1984-07,11574,
1984-08,11566,
1984-09,12216,
1984-10,12201,
1984-11,12270,
1984-12,13178,
1985-01,12742,
1985-02,13117,
1985-03,12566,
1985-04,12555,
1985-05,12286,
1985-06,12669,
1985-07,12176,
1985-08,12332,
1985-09,12354,
1985-10,12490,
1985-11,12836,
1985-12,13386,
1986-01,12909,
1986-02,12725,
1986-03,13242,
1986-04,13081,
1986-05,13141,
1986-06,13224,
1986-07,12892,
1986-08,12972,
1986-09,14056,
1986-10,14185,
1986-11,13906,
1986-12,14141,
1987-01,14044,
1987-02,13816,
1987-03,13981,
1987-04,14273,
1987-05,14254,
1987-06,14661,
1987-07,14631,
1987-08,14658,
1987-09,15056,
1987-10,15628,
1987-11,15065,
1987-12,14962,
1988-01,15074,
1988-02,15090,
1988-03,15392,
1988-04,15164,
1988-05,15515,
1988-06,15999,
1988-07,16708,
1988-08,17021,
1988-09,16964,
1988-10,16934,
1988-11,16877,
1988-12,16835,
1989-01,17225,
1989-02,17453,
1989-03,17914,
1989-04,18516,
1989-05,19436,
1989-06,19466,
1989-07,18912,
1989-08,19175,
1989-09,19355,
1989-10,19559,
1989-11,19584,
1989-12,19567,
1990-01,19993,
1990-02,20417,
1990-03,20503,
1990-04,20725,
1990-05,20783,
1990-06,23126,
1990-07,23593,
1990-08,23709,
1990-09,24462,
1990-10,23998,
1990-11,23839,
1990-12,24131,
1991-01,24229,
1991-02,24568,
1991-03,26501,
1991-04,26097,
1991-05,25526,
1991-06,26320,
1991-07,25844,
1991-08,26223,
1991-09,25525,
1991-10,26012,
1991-11,25914,
1991-12,25393,
1992-01,26078,
1992-02,26679,
1992-03,27483,
1992-04,27909,
1992-05,27904,
1992-06,27832,
1992-07,27430,
1992-08,27700,
1992-09,29899,
1992-10,30061,
1992-11,30724,
1992-12,31007,
