"",BBK01.OEYB04G,BBK01.OEYB04G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:22,
2002-01,142.955,
2002-04,142.136,
2002-07,142.930,
2002-10,143.578,
2003-01,144.196,
2003-04,144.244,
2003-07,144.386,
2003-10,144.497,
2004-01,143.701,
2004-04,142.589,
2004-07,141.818,
2004-10,141.020,
2005-01,139.341,
2005-04,139.290,
2005-07,147.494,
2005-10,146.734,
2006-01,143.016,
2006-04,142.122,
2006-07,142.404,
2006-10,142.312,
2007-01,140.498,
2007-04,139.824,
2007-07,139.425,
2007-10,139.476,
2008-01,128.945,
2008-04,144.071,
2008-07,151.164,
2008-10,153.180,
2009-01,152.906,
2009-04,153.190,
2009-07,153.236,
2009-10,148.999,
2010-01,149.244,
2010-04,151.059,
2010-07,151.014,
2010-10,150.642,
2011-01,149.663,
2011-04,148.745,
2011-07,147.210,
2011-10,147.188,
2012-01,147.737,
2012-04,147.206,
2012-07,147.448,
2012-10,147.007,
2013-01,146.376,
2013-04,145.426,
2013-07,138.946,
2013-10,141.991,
2014-01,141.296,
2014-04,140.486,
2014-07,141.420,
