"",BBK01.WZ3416,BBK01.WZ3416_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 17.0 years / end of month",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:37,
1986-06,6.190,
1986-07,6.160,
1986-08,5.980,
1986-09,6.370,
1986-10,6.630,
1986-11,6.260,
1986-12,6.300,
1987-01,6.280,
1987-02,6.460,
1987-03,6.090,
1987-04,6.110,
1987-05,6.160,
1987-06,6.620,
1987-07,6.840,
1987-08,6.970,
1987-09,7.290,
1987-10,6.880,
1987-11,6.850,
1987-12,6.990,
1988-01,7.160,
1988-02,6.830,
1988-03,6.880,
1988-04,7.080,
1988-05,7.270,
1988-06,7.230,
1988-07,7.310,
1988-08,7.250,
1988-09,7.010,
1988-10,6.780,
1988-11,6.920,
1988-12,6.890,
1989-01,6.930,
1989-02,7.110,
1989-03,7.120,
1989-04,6.970,
1989-05,7.090,
1989-06,6.880,
1989-07,6.730,
1989-08,6.910,
1989-09,7.050,
1989-10,7.150,
1989-11,7.300,
1989-12,7.290,
1990-01,7.690,
1990-02,8.460,
1990-03,8.340,
1990-04,8.840,
1990-05,8.700,
1990-06,8.600,
1990-07,8.450,
1990-08,8.850,
1990-09,8.990,
1990-10,8.840,
1990-11,8.630,
1990-12,9.090,
1991-01,8.390,
1991-02,8.150,
1991-03,8.250,
1991-04,8.110,
1991-05,8.060,
1991-06,8.280,
1991-07,8.470,
1991-08,8.190,
1991-09,8.150,
1991-10,8.050,
1991-11,7.910,
1991-12,7.760,
1992-01,7.570,
1992-02,7.600,
1992-03,7.620,
1992-04,7.810,
1992-05,7.790,
1992-06,7.890,
1992-07,7.890,
1992-08,7.720,
1992-09,7.300,
1992-10,7.240,
1992-11,7.170,
1992-12,7.100,
1993-01,7.020,
1993-02,6.810,
1993-03,6.890,
1993-04,6.920,
1993-05,6.980,
1993-06,6.820,
1993-07,6.680,
1993-08,6.350,
1993-09,6.390,
1993-10,6.190,
1993-11,6.200,
1993-12,6.070,
1994-01,6.130,
1994-02,6.660,
1994-03,6.830,
1994-04,7.100,
1994-05,7.390,
