"",BBK01.PQ0433,BBK01.PQ0433_FLAGS
"",Other loans to domestic employees  and other individuals / Total / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:26:35,
1968-10,0.007,
1969-01,0.008,
1969-04,0.015,
1969-07,0.015,
1969-10,0.016,
1970-01,0.015,
1970-04,0.015,
1970-07,0.010,
1970-10,0.011,
1971-01,0.012,
1971-04,0.012,
1971-07,0.013,
1971-10,0.012,
1972-01,0.011,
1972-04,0.012,
1972-07,0.022,
1972-10,0.026,
1973-01,0.028,
1973-04,0.037,
1973-07,0.030,
1973-10,0.034,
1974-01,0.028,
1974-04,0.051,
1974-07,0.048,
1974-10,0.034,
1975-01,0.032,
1975-04,0.038,
1975-07,0.033,
1975-10,0.047,
1976-01,0.038,
1976-04,0.033,
1976-07,0.029,
1976-10,0.030,
1977-01,0.033,
1977-04,0.036,
1977-07,0.044,
1977-10,0.036,
1978-01,0.038,
1978-04,0.039,
1978-07,0.040,
1978-10,0.060,
1979-01,0.048,
1979-04,0.053,
1979-07,0.060,
1979-10,0.057,
1980-01,0.058,
1980-04,0.066,
1980-07,0.066,
1980-10,0.060,
1981-01,0.061,
1981-04,0.053,
1981-07,0.052,
1981-10,0.053,
1982-01,0.052,
1982-04,0.057,
1982-07,0.060,
1982-10,0.071,
1983-01,0.064,
1983-04,0.066,
1983-07,0.073,
1983-10,0.087,
1984-01,0.083,
1984-04,0.088,
1984-07,0.087,
1984-10,0.102,
1985-01,0.099,
1985-04,0.103,
1985-07,0.107,
1985-10,0.101,
1986-01,0.118,
1986-04,0.074,
1986-07,0.073,
1986-10,0.070,
1987-01,0.076,
1987-04,0.082,
1987-07,0.096,
1987-10,0.098,
1988-01,0.127,
1988-04,0.134,
1988-07,0.136,
1988-10,0.150,
1989-01,0.147,
1989-04,0.145,
1989-07,0.138,
1989-10,0.172,
1990-01,0.155,
1990-04,0.168,
1990-07,0.169,
1990-10,0.154,
1991-01,0.155,
1991-04,0.162,
1991-07,0.168,
1991-10,0.178,
1992-01,0.194,
1992-04,0.200,
1992-07,0.214,
1992-10,0.207,
1993-01,0.186,
1993-04,0.189,
1993-07,0.182,
1993-10,0.170,
1994-01,0.160,
1994-04,0.177,
1994-07,0.193,
1994-10,0.103,
1995-01,0.285,
1995-04,0.294,
1995-07,0.308,
1995-10,0.309,
1996-01,0.305,
1996-04,0.302,
1996-07,0.303,
1996-10,0.315,
1997-01,0.303,
1997-04,1.521,
1997-07,1.530,
1997-10,1.515,
1998-01,3.243,
1998-04,3.306,
1998-07,3.342,
1998-10,3.402,
1999-01,1.707,
1999-04,1.972,
1999-07,2.099,
1999-10,2.185,
2000-01,3.841,
2000-04,3.966,
2000-07,4.125,
2000-10,4.940,
2001-01,4.946,
2001-04,5.055,
2001-07,5.845,
2001-10,5.868,
2002-01,5.362,
2002-04,5.651,
2002-07,5.816,
2002-10,5.926,
2003-01,6.109,
2003-04,5.400,
2003-07,4.924,
2003-10,4.984,
2004-01,5.008,
2004-04,5.115,
2004-07,5.211,
2004-10,5.206,
2005-01,4.894,
2005-04,4.927,
2005-07,5.017,
2005-10,5.884,
2006-01,5.850,
2006-04,5.929,
2006-07,5.993,
2006-10,6.244,
2007-01,6.216,
2007-04,6.476,
2007-07,6.649,
2007-10,5.484,
2008-01,5.515,
2008-04,5.643,
2008-07,5.108,
2008-10,6.599,
2009-01,6.945,
2009-04,7.642,
2009-07,8.044,
2009-10,9.203,
2010-01,9.175,
2010-04,8.945,
2010-07,8.290,
2010-10,8.288,
2011-01,8.258,
2011-04,8.292,
2011-07,8.300,
2011-10,8.275,
2012-01,7.349,
2012-04,7.404,
2012-07,7.349,
2012-10,7.355,
2013-01,7.387,
2013-04,7.446,
2013-07,7.441,
2013-10,7.446,
2014-01,7.533,
2014-04,7.750,
2014-07,8.002,
2014-10,8.565,
