"",BBK01.DU7833,BBK01.DU7833_FLAGS
"","Pay rates, production sector (incl. construction), excluding ancillary benefits, excluding one-off payments, on an hourly basis, Germany",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-11 13:06:18,
1991-01,49.0,
1991-02,49.1,
1991-03,49.1,
1991-04,51.1,
1991-05,51.3,
1991-06,52.5,
1991-07,53.1,
1991-08,53.2,
1991-09,53.2,
1991-10,53.5,
1991-11,53.6,
1991-12,53.8,
1992-01,54.3,
1992-02,54.4,
1992-03,54.4,
1992-04,59.2,
1992-05,59.5,
1992-06,59.6,
1992-07,60.0,
1992-08,60.2,
1992-09,60.2,
1992-10,60.4,
1992-11,60.5,
1992-12,60.5,
1993-01,61.0,
1993-02,61.2,
1993-03,61.3,
1993-04,63.5,
1993-05,63.6,
1993-06,64.8,
1993-07,64.9,
1993-08,64.9,
1993-09,65.0,
1993-10,65.1,
1993-11,65.2,
1993-12,65.4,
1994-01,65.6,
1994-02,65.8,
1994-03,65.7,
1994-04,66.2,
1994-05,66.3,
1994-06,67.0,
1994-07,67.3,
1994-08,67.6,
1994-09,67.8,
1994-10,67.8,
1994-11,67.9,
1994-12,68.0,
1995-01,68.2,
1995-02,68.2,
1995-03,68.8,
1995-04,69.6,
1995-05,70.6,
1995-06,70.7,
1995-07,71.2,
1995-08,71.0,
1995-09,71.1,
1995-10,71.9,
1995-11,72.9,
1995-12,72.9,
1996-01,73.0,
1996-02,73.1,
1996-03,73.2,
1996-04,73.4,
1996-05,73.6,
1996-06,73.7,
1996-07,74.0,
1996-08,74.0,
1996-09,74.1,
1996-10,74.4,
1996-11,74.5,
1996-12,74.5,
1997-01,74.7,
1997-02,74.7,
1997-03,74.7,
1997-04,75.2,
1997-05,75.3,
1997-06,75.3,
1997-07,75.4,
1997-08,75.4,
1997-09,75.4,
1997-10,75.6,
1997-11,75.6,
1997-12,75.6,
1998-01,75.7,
1998-02,75.7,
1998-03,75.8,
1998-04,76.9,
1998-05,76.9,
1998-06,77.0,
1998-07,77.1,
1998-08,77.1,
1998-09,77.1,
1998-10,77.2,
1998-11,77.2,
1998-12,77.3,
1999-01,77.5,
1999-02,77.5,
1999-03,78.3,
1999-04,78.8,
1999-05,78.9,
1999-06,79.2,
1999-07,79.4,
1999-08,79.5,
1999-09,79.6,
1999-10,79.6,
1999-11,79.6,
1999-12,79.6,
2000-01,79.6,
2000-02,79.6,
2000-03,79.7,
2000-04,79.9,
2000-05,80.8,
2000-06,80.9,
2000-07,81.1,
2000-08,81.3,
2000-09,81.3,
2000-10,81.4,
2000-11,81.4,
2000-12,81.4,
2001-01,81.5,
2001-02,81.6,
2001-03,81.6,
2001-04,81.7,
2001-05,82.3,
2001-06,82.6,
2001-07,82.8,
2001-08,82.8,
2001-09,82.9,
2001-10,82.9,
2001-11,82.9,
2001-12,83.0,
2002-01,83.0,
2002-02,83.0,
2002-03,83.0,
2002-04,83.1,
2002-05,83.5,
2002-06,84.5,
2002-07,84.7,
2002-08,84.7,
2002-09,85.1,
2002-10,85.3,
2002-11,85.3,
2002-12,85.4,
2003-01,85.5,
2003-02,85.5,
2003-03,85.5,
2003-04,85.7,
2003-05,85.9,
2003-06,87.0,
2003-07,87.1,
2003-08,87.1,
2003-09,87.1,
2003-10,87.1,
2003-11,87.2,
2003-12,87.2,
2004-01,87.3,
2004-02,87.4,
2004-03,88.0,
2004-04,87.9,
2004-05,88.0,
2004-06,88.1,
2004-07,88.2,
2004-08,88.2,
2004-09,88.2,
2004-10,88.2,
2004-11,88.3,
2004-12,88.3,
2005-01,88.4,
2005-02,88.4,
2005-03,89.1,
2005-04,89.1,
2005-05,89.1,
2005-06,89.3,
2005-07,89.4,
2005-08,89.5,
2005-09,89.5,
2005-10,89.5,
2005-11,89.5,
2005-12,89.5,
2006-01,89.3,
2006-02,89.3,
2006-03,89.4,
2006-04,89.6,
2006-05,89.6,
2006-06,90.7,
2006-07,90.8,
2006-08,90.8,
2006-09,90.8,
2006-10,90.9,
2006-11,90.7,
2006-12,90.7,
2007-01,90.9,
2007-02,91.0,
2007-03,91.2,
2007-04,91.3,
2007-05,91.5,
2007-06,93.4,
2007-07,93.7,
2007-08,93.7,
2007-09,93.8,
2007-10,93.9,
