"",BBK01.QUX152,BBK01.QUX152_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to non-residents / Poland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:17:16,
2001-12,6.733,
2002-01,6.825,
2002-02,6.834,
2002-03,6.879,
2002-04,6.683,
2002-05,6.415,
2002-06,6.096,
2002-07,6.101,
2002-08,6.053,
2002-09,5.993,
2002-10,6.283,
2002-11,6.208,
2002-12,6.244,
2003-01,6.184,
2003-02,6.140,
2003-03,6.059,
2003-04,6.270,
2003-05,6.065,
2003-06,6.264,
2003-07,6.491,
2003-08,6.662,
2003-09,6.435,
2003-10,6.647,
2003-11,6.773,
2003-12,6.933,
2004-01,7.097,
2004-02,7.039,
2004-03,7.233,
2004-04,7.564,
2004-05,7.386,
2004-06,7.614,
2004-07,7.847,
2004-08,7.832,
2004-09,8.052,
2004-10,8.077,
2004-11,8.510,
2004-12,8.622,
2005-01,8.671,
2005-02,8.838,
2005-03,8.791,
2005-04,8.724,
2005-05,9.055,
2005-06,9.245,
2005-07,9.388,
2005-08,9.613,
2005-09,9.694,
2005-10,9.719,
2005-11,10.143,
2005-12,10.025,
2006-01,10.006,
2006-02,10.085,
2006-03,9.977,
2006-04,10.319,
2006-05,10.624,
2006-06,10.751,
2006-07,10.976,
2006-08,11.289,
2006-09,11.815,
2006-10,12.377,
2006-11,5.972,
2006-12,5.985,
2007-01,5.347,
2007-02,5.525,
2007-03,5.727,
2007-04,6.001,
2007-05,6.270,
2007-06,6.381,
2007-07,6.665,
2007-08,6.861,
2007-09,6.963,
2007-10,7.577,
2007-11,7.734,
2007-12,7.947,
2008-01,8.204,
2008-02,8.564,
2008-03,9.057,
2008-04,9.252,
2008-05,9.569,
2008-06,10.077,
2008-07,10.609,
2008-08,10.790,
2008-09,11.198,
2008-10,11.853,
2008-11,11.375,
2008-12,11.406,
2009-01,11.442,
2009-02,11.326,
2009-03,11.323,
2009-04,11.625,
2009-05,11.614,
2009-06,11.702,
2009-07,12.050,
2009-08,12.242,
2009-09,12.223,
2009-10,12.311,
2009-11,12.439,
2009-12,12.621,
2010-01,12.943,
2010-02,13.133,
2010-03,13.427,
2010-04,13.382,
2010-05,13.434,
2010-06,13.861,
2010-07,13.959,
2010-08,14.486,
2010-09,14.445,
2010-10,14.571,
2010-11,14.905,
2010-12,15.522,
2011-01,15.443,
2011-02,15.427,
2011-03,15.290,
2011-04,15.698,
2011-05,16.201,
2011-06,16.531,
2011-07,17.046,
2011-08,16.808,
2011-09,16.488,
2011-10,16.669,
2011-11,16.692,
2011-12,17.296,
2012-01,17.826,
2012-02,17.887,
2012-03,18.080,
2012-04,19.433,
2012-05,18.716,
2012-06,18.994,
2012-07,19.128,
2012-08,18.840,
2012-09,18.960,
2012-10,18.827,
2012-11,18.774,
2012-12,18.408,
2013-01,18.128,
2013-02,18.358,
2013-03,18.302,
2013-04,18.412,
2013-05,18.338,
2013-06,18.206,
2013-07,18.421,
2013-08,18.404,
2013-09,18.507,
2013-10,18.659,
2013-11,18.537,
2013-12,18.577,
2014-01,18.052,
2014-02,18.232,
2014-03,18.364,
2014-04,18.128,
2014-05,18.343,
2014-06,18.540,
2014-07,18.576,
2014-08,18.646,
2014-09,18.863,
2014-10,18.955,
2014-11,19.173,
