"",BBK01.OEAH17O,BBK01.OEAH17O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:53,
2002-01,8.719,
2002-04,9.397,
2002-07,9.421,
2002-10,10.342,
2003-01,10.187,
2003-04,10.154,
2003-07,12.554,
2003-10,13.133,
2004-01,13.719,
2004-04,13.105,
2004-07,13.951,
2004-10,15.275,
2005-01,28.038,
2005-04,27.889,
2005-07,28.283,
2005-10,28.775,
2006-01,29.527,
2006-04,29.823,
2006-07,31.856,
2006-10,32.856,
2007-01,32.686,
2007-04,33.179,
2007-07,34.097,
2007-10,36.638,
2008-01,37.506,
2008-04,38.341,
2008-07,34.685,
2008-10,36.987,
2009-01,35.737,
2009-04,34.140,
2009-07,32.921,
2009-10,32.692,
2010-01,30.996,
2010-04,30.256,
2010-07,29.676,
2010-10,29.796,
2011-01,29.080,
2011-04,29.574,
2011-07,29.981,
2011-10,30.258,
2012-01,29.419,
2012-04,28.995,
2012-07,28.993,
2012-10,28.974,
2013-01,26.904,
2013-04,26.233,
2013-07,25.458,
2013-10,26.010,
2014-01,24.988,
2014-04,24.774,
2014-07,24.534,
