"",BBK01.QX6796,BBK01.QX6796_FLAGS
"","Foreign branches in the United Kingdom: Liabilities to non-residents, total / All countries / Pound Sterling",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:41:52,
1993-12,14.355,
1994-01,14.537,
1994-02,13.781,
1994-03,13.077,
1994-04,13.999,
1994-05,13.426,
1994-06,12.956,
1994-07,13.310,
1994-08,13.315,
1994-09,14.304,
1994-10,14.811,
1994-11,15.518,
1994-12,14.381,
1995-01,16.123,
1995-02,16.513,
1995-03,16.172,
1995-04,17.453,
1995-05,18.125,
1995-06,17.869,
1995-07,17.376,
1995-08,18.631,
1995-09,18.819,
1995-10,19.469,
1995-11,20.108,
1995-12,21.785,
1996-01,24.594,
1996-02,25.417,
1996-03,26.450,
1996-04,27.194,
1996-05,26.953,
1996-06,28.778,
1996-07,28.550,
1996-08,30.145,
1996-09,31.720,
1996-10,36.662,
1996-11,37.368,
1996-12,35.504,
1997-01,38.997,
1997-02,43.256,
1997-03,41.322,
1997-04,41.953,
1997-05,43.518,
1997-06,45.151,
1997-07,49.202,
1997-08,48.766,
1997-09,57.866,
1997-10,64.610,
1997-11,69.022,
1997-12,71.353,
1998-01,74.278,
1998-02,71.084,
1998-03,74.843,
1998-04,75.448,
1998-05,78.291,
1998-06,80.329,
1998-07,78.868,
1998-08,76.109,
1998-09,74.922,
1998-10,78.486,
1998-11,76.124,
1998-12,91.858,
1999-01,75.603,
1999-02,75.726,
1999-03,76.929,
1999-04,82.646,
1999-05,84.608,
1999-06,85.639,
1999-07,83.255,
1999-08,79.876,
1999-09,77.713,
1999-10,80.562,
1999-11,81.779,
1999-12,70.032,
2000-01,87.143,
2000-02,86.819,
2000-03,87.447,
2000-04,85.872,
2000-05,94.619,
2000-06,86.959,
2000-07,94.429,
2000-08,103.569,
2000-09,113.855,
2000-10,108.618,
2000-11,111.638,
2000-12,101.378,
2001-01,104.526,
2001-02,125.998,
2001-03,109.062,
2001-04,124.037,
2001-05,129.272,
2001-06,113.761,
2001-07,120.267,
2001-08,132.802,
2001-09,140.079,
2001-10,144.354,
2001-11,141.552,
2001-12,125.997,
2002-01,122.249,
2002-02,126.302,
2002-03,144.197,
2002-04,159.473,
2002-05,126.716,
2002-06,111.983,
2002-07,123.418,
2002-08,108.511,
2002-09,107.975,
2002-10,109.161,
2002-11,101.976,
2002-12,91.436,
2003-01,104.603,
2003-02,103.858,
2003-03,84.236,
2003-04,102.892,
2003-05,91.594,
2003-06,95.019,
2003-07,98.774,
2003-08,87.284,
2003-09,86.400,
2003-10,99.681,
2003-11,96.345,
2003-12,96.211,
2004-01,99.970,
2004-02,103.662,
2004-03,121.753,
2004-04,121.853,
2004-05,110.311,
2004-06,110.379,
2004-07,104.167,
2004-08,105.600,
2004-09,107.498,
2004-10,107.562,
2004-11,112.029,
2004-12,115.382,
2005-01,119.357,
2005-02,127.704,
2005-03,123.924,
2005-04,132.077,
2005-05,143.396,
2005-06,140.948,
2005-07,131.862,
2005-08,137.104,
2005-09,125.052,
2005-10,134.224,
2005-11,136.567,
2005-12,92.916,
2006-01,100.289,
2006-02,105.649,
2006-03,87.351,
2006-04,111.135,
2006-05,113.100,
2006-06,104.258,
2006-07,117.065,
2006-08,123.788,
2006-09,112.173,
2006-10,122.137,
2006-11,129.702,
2006-12,124.892,
2007-01,128.100,
2007-02,137.121,
2007-03,125.954,
2007-04,120.739,
2007-05,125.028,
2007-06,133.216,
2007-07,136.024,
2007-08,109.975,
2007-09,113.644,
2007-10,90.359,
2007-11,118.638,
2007-12,104.026,
2008-01,105.858,
2008-02,97.381,
2008-03,101.725,
2008-04,108.988,
2008-05,108.679,
2008-06,94.918,
2008-07,94.259,
2008-08,92.029,
2008-09,102.514,
2008-10,84.934,
2008-11,80.480,
2008-12,49.307,
2009-01,66.747,
2009-02,66.364,
2009-03,58.040,
2009-04,62.260,
2009-05,63.512,
2009-06,53.275,
2009-07,61.771,
2009-08,52.015,
2009-09,53.075,
2009-10,56.854,
2009-11,57.736,
2009-12,43.999,
2010-01,57.061,
2010-02,51.503,
2010-03,53.898,
2010-04,55.453,
2010-05,55.289,
2010-06,49.554,
2010-07,50.170,
2010-08,49.123,
2010-09,45.162,
2010-10,52.964,
2010-11,55.958,
2010-12,47.218,
2011-01,46.683,
2011-02,48.262,
2011-03,39.714,
2011-04,45.935,
2011-05,44.795,
2011-06,45.653,
2011-07,46.364,
2011-08,43.472,
2011-09,45.385,
2011-10,47.390,
2011-11,45.496,
2011-12,38.917,
2012-01,49.997,
2012-02,46.646,
2012-03,33.690,
2012-04,42.092,
2012-05,44.010,
2012-06,42.806,
2012-07,44.563,
2012-08,40.138,
2012-09,41.139,
2012-10,44.275,
2012-11,44.728,
2012-12,41.394,
2013-01,40.738,
2013-02,45.765,
2013-03,40.809,
2013-04,45.186,
2013-05,42.865,
2013-06,39.299,
2013-07,41.798,
2013-08,40.905,
2013-09,41.313,
2013-10,42.734,
2013-11,44.082,
2013-12,36.276,
2014-01,43.381,
2014-02,45.606,
2014-03,42.529,
2014-04,49.907,
2014-05,49.129,
2014-06,45.977,
2014-07,47.692,
2014-08,42.498,
2014-09,37.916,
2014-10,36.967,
2014-11,35.919,
