"",BBK01.OUG047,BBK01.OUG047_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic self-employed persons / Time deposits / Total / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:32:55,
1968-12,0.055,
1969-01,0.056,
1969-02,0.060,
1969-03,0.059,
1969-04,0.065,
1969-05,0.073,
1969-06,0.066,
1969-07,0.066,
1969-08,0.067,
1969-09,0.070,
1969-10,0.069,
1969-11,0.065,
1969-12,0.059,
1970-01,0.056,
1970-02,0.056,
1970-03,0.053,
1970-04,0.058,
1970-05,0.059,
1970-06,0.060,
1970-07,0.060,
1970-08,0.060,
1970-09,0.057,
1970-10,0.059,
1970-11,0.058,
1970-12,0.054,
1971-01,0.054,
1971-02,0.057,
1971-03,0.060,
1971-04,0.058,
1971-05,0.060,
1971-06,0.059,
1971-07,0.064,
1971-08,0.068,
1971-09,0.065,
1971-10,0.065,
1971-11,0.065,
1971-12,0.065,
1972-01,0.069,
1972-02,0.068,
1972-03,0.068,
1972-04,0.065,
1972-05,0.066,
1972-06,0.063,
1972-07,0.068,
1972-08,0.080,
1972-09,0.074,
1972-10,0.071,
1972-11,0.074,
1972-12,0.097,
1973-01,0.107,
1973-02,0.111,
1973-03,0.115,
1973-04,0.124,
1973-05,0.127,
1973-06,0.131,
1973-07,0.147,
1973-08,0.164,
1973-09,0.179,
1973-10,0.189,
1973-11,0.192,
1973-12,0.196,
1974-01,0.206,
1974-02,0.195,
1974-03,0.169,
1974-04,0.170,
1974-05,0.170,
1974-06,0.157,
1974-07,0.132,
1974-08,0.134,
1974-09,0.134,
1974-10,0.133,
1974-11,0.127,
1974-12,0.122,
1975-01,0.132,
1975-02,0.141,
1975-03,0.142,
1975-04,0.148,
1975-05,0.166,
1975-06,0.121,
1975-07,0.143,
1975-08,0.115,
1975-09,0.112,
1975-10,0.097,
1975-11,0.114,
1975-12,0.121,
1976-01,0.130,
1976-02,0.117,
1976-03,0.119,
1976-04,0.113,
1976-05,0.128,
1976-06,0.126,
1976-07,0.122,
1976-08,0.123,
1976-09,0.112,
1976-10,0.124,
1976-11,0.128,
1976-12,0.137,
1977-01,0.131,
1977-02,0.143,
1977-03,0.130,
1977-04,0.133,
1977-05,0.131,
1977-06,0.126,
1977-07,0.126,
1977-08,0.141,
1977-09,0.145,
1977-10,0.135,
1977-11,0.142,
1977-12,0.143,
1978-01,0.158,
1978-02,0.150,
1978-03,0.152,
1978-04,0.154,
1978-05,0.151,
1978-06,0.156,
1978-07,0.153,
1978-08,0.157,
1978-09,0.155,
1978-10,0.163,
1978-11,0.163,
1978-12,0.169,
1979-01,0.167,
1979-02,0.173,
1979-03,0.172,
1979-04,0.172,
1979-05,0.187,
1979-06,0.180,
1979-07,0.190,
1979-08,0.187,
1979-09,0.211,
1979-10,0.222,
1979-11,0.220,
1979-12,0.225,
1980-01,0.229,
1980-02,0.239,
1980-03,0.229,
1980-04,0.222,
1980-05,0.243,
1980-06,0.249,
1980-07,0.267,
1980-08,0.270,
1980-09,0.258,
1980-10,0.262,
1980-11,0.263,
1980-12,0.285,
1981-01,0.305,
1981-02,0.310,
1981-03,0.309,
1981-04,0.323,
1981-05,0.315,
1981-06,0.312,
1981-07,0.327,
1981-08,0.322,
1981-09,0.323,
1981-10,0.335,
1981-11,0.326,
1981-12,0.396,
1982-01,0.418,
1982-02,0.352,
1982-03,0.348,
1982-04,0.352,
1982-05,0.343,
1982-06,0.330,
1982-07,0.348,
1982-08,0.355,
1982-09,0.347,
1982-10,0.344,
1982-11,0.331,
1982-12,0.350,
1983-01,0.417,
1983-02,0.396,
1983-03,0.357,
1983-04,0.360,
1983-05,0.377,
1983-06,0.378,
1983-07,0.377,
1983-08,0.380,
1983-09,0.361,
1983-10,0.379,
1983-11,0.395,
1983-12,0.387,
1984-01,0.399,
1984-02,0.416,
1984-03,0.395,
1984-04,0.391,
1984-05,0.438,
1984-06,0.458,
1984-07,0.417,
1984-08,0.396,
1984-09,0.392,
1984-10,0.409,
1984-11,0.402,
1984-12,0.386,
1985-01,0.390,
1985-02,0.387,
1985-03,0.373,
1985-04,0.370,
1985-05,0.388,
1985-06,0.377,
1985-07,0.361,
1985-08,0.366,
1985-09,0.354,
1985-10,0.355,
1985-11,0.343,
1985-12,0.370,
1986-01,0.326,
1986-02,0.332,
1986-03,0.331,
1986-04,0.329,
1986-05,0.332,
1986-06,0.390,
1986-07,0.420,
1986-08,0.427,
1986-09,0.423,
1986-10,0.382,
1986-11,0.436,
1986-12,0.449,
1987-01,0.460,
1987-02,0.467,
1987-03,0.456,
1987-04,0.438,
1987-05,0.452,
1987-06,0.438,
1987-07,0.445,
1987-08,0.444,
1987-09,0.430,
1987-10,0.438,
1987-11,0.440,
1987-12,0.498,
1988-01,0.517,
1988-02,0.491,
1988-03,0.493,
1988-04,0.480,
1988-05,0.483,
1988-06,0.467,
1988-07,0.471,
1988-08,0.470,
1988-09,0.464,
1988-10,0.544,
1988-11,0.549,
1988-12,0.478,
1989-01,0.493,
1989-02,0.511,
1989-03,0.508,
1989-04,0.510,
1989-05,0.527,
1989-06,0.515,
1989-07,0.545,
1989-08,0.547,
1989-09,0.537,
1989-10,0.567,
1989-11,0.577,
1989-12,0.592,
1990-01,0.661,
1990-02,0.650,
1990-03,0.637,
1990-04,0.623,
1990-05,0.626,
1990-06,0.604,
1990-07,0.611,
1990-08,0.641,
1990-09,0.652,
1990-10,0.680,
1990-11,0.683,
1990-12,0.694,
1991-01,0.692,
1991-02,0.686,
1991-03,0.674,
1991-04,0.645,
1991-05,0.725,
1991-06,0.730,
1991-07,0.754,
1991-08,0.779,
1991-09,0.767,
1991-10,0.771,
1991-11,0.743,
1991-12,0.758,
1992-01,0.780,
1992-02,0.794,
1992-03,1.092,
1992-04,1.120,
1992-05,1.125,
1992-06,1.316,
1992-07,1.143,
1992-08,1.125,
1992-09,1.153,
1992-10,1.163,
1992-11,1.111,
1992-12,1.091,
1993-01,5.421,
1993-02,5.453,
1993-03,5.417,
1993-04,5.416,
1993-05,5.352,
1993-06,5.313,
1993-07,5.375,
1993-08,5.402,
1993-09,5.400,
1993-10,5.380,
1993-11,5.317,
1993-12,5.348,
1994-01,5.449,
1994-02,5.537,
1994-03,5.529,
1994-04,5.495,
1994-05,5.403,
1994-06,5.331,
1994-07,5.324,
1994-08,5.325,
1994-09,4.924,
1994-10,4.886,
1994-11,4.839,
1994-12,4.750,
1995-01,4.772,
1995-02,4.737,
1995-03,4.681,
1995-04,4.672,
1995-05,4.611,
1995-06,4.533,
1995-07,4.511,
1995-08,4.494,
1995-09,4.463,
1995-10,4.457,
1995-11,4.383,
1995-12,4.317,
1996-01,4.346,
1996-02,4.282,
1996-03,4.190,
1996-04,4.257,
1996-05,4.106,
1996-06,4.105,
1996-07,4.101,
1996-08,4.083,
1996-09,4.095,
1996-10,4.117,
1996-11,3.998,
1996-12,4.002,
1997-01,4.044,
1997-02,4.021,
1997-03,3.978,
1997-04,3.959,
1997-05,3.880,
1997-06,3.853,
1997-07,3.847,
1997-08,3.842,
1997-09,3.847,
1997-10,3.842,
1997-11,3.781,
1997-12,3.831,
1998-01,3.878,
1998-02,3.862,
1998-03,3.846,
1998-04,3.784,
1998-05,3.629,
1998-06,3.587,
1998-07,3.625,
1998-08,3.628,
1998-09,3.596,
1998-10,3.408,
1998-11,3.409,
1998-12,3.410,
1999-01,4.059,
1999-02,3.857,
1999-03,3.906,
1999-04,3.924,
1999-05,3.504,
1999-06,3.473,
1999-07,3.474,
1999-08,3.478,
1999-09,3.447,
1999-10,3.175,
1999-11,3.174,
1999-12,3.188,
2000-01,3.131,
2000-02,3.182,
2000-03,3.179,
2000-04,3.268,
2000-05,3.043,
2000-06,3.029,
2000-07,3.027,
2000-08,2.995,
2000-09,3.039,
2000-10,3.068,
2000-11,3.001,
2000-12,2.983,
2001-01,3.059,
2001-02,3.060,
2001-03,3.078,
2001-04,3.085,
2001-05,3.007,
2001-06,2.972,
2001-07,2.999,
2001-08,2.998,
2001-09,2.961,
2001-10,2.849,
2001-11,2.935,
2001-12,2.945,
2002-01,2.848,
2002-02,2.881,
2002-03,2.811,
2002-04,2.834,
2002-05,2.756,
2002-06,2.715,
2002-07,2.709,
2002-08,2.709,
2002-09,2.719,
2002-10,2.684,
2002-11,2.671,
2002-12,2.694,
2003-01,2.691,
2003-02,2.665,
2003-03,2.651,
2003-04,2.616,
2003-05,2.467,
2003-06,2.420,
2003-07,2.471,
2003-08,2.471,
2003-09,2.706,
2003-10,2.686,
2003-11,2.545,
2003-12,2.511,
2004-01,2.585,
2004-02,2.634,
2004-03,2.483,
2004-04,2.445,
2004-05,2.026,
2004-06,2.007,
2004-07,2.028,
2004-08,1.993,
2004-09,0.920,
2004-10,0.919,
2004-11,0.934,
2004-12,0.894,
2005-01,0.918,
2005-02,0.919,
2005-03,0.926,
2005-04,0.795,
2005-05,0.841,
2005-06,0.847,
2005-07,0.750,
2005-08,0.945,
2005-09,0.947,
2005-10,0.942,
2005-11,0.932,
2005-12,1.020,
2006-01,0.992,
2006-02,0.976,
2006-03,0.996,
2006-04,1.006,
2006-05,0.907,
2006-06,0.934,
2006-07,1.018,
2006-08,1.029,
2006-09,1.221,
2006-10,1.141,
2006-11,1.134,
2006-12,1.193,
2007-01,1.264,
2007-02,1.123,
2007-03,1.113,
2007-04,1.126,
2007-05,1.105,
2007-06,1.113,
2007-07,1.294,
2007-08,1.401,
2007-09,1.560,
2007-10,1.687,
2007-11,1.720,
2007-12,2.107,
2008-01,2.175,
2008-02,2.057,
2008-03,1.907,
2008-04,2.054,
2008-05,2.048,
2008-06,2.058,
2008-07,2.112,
2008-08,2.105,
2008-09,2.089,
2008-10,2.366,
2008-11,2.248,
2008-12,2.183,
2009-01,1.566,
2009-02,1.204,
2009-03,1.020,
2009-04,0.983,
2009-05,0.917,
2009-06,0.851,
2009-07,0.769,
2009-08,0.580,
2009-09,0.526,
2009-10,0.486,
2009-11,0.464,
2009-12,0.531,
2010-01,0.397,
2010-02,0.386,
2010-03,0.377,
2010-04,0.366,
2010-05,0.371,
2010-06,0.413,
2010-07,0.427,
2010-08,0.445,
2010-09,0.451,
2010-10,0.450,
2010-11,0.440,
2010-12,0.456,
2011-01,0.355,
2011-02,0.354,
2011-03,0.345,
2011-04,0.408,
2011-05,0.400,
2011-06,0.463,
2011-07,0.471,
2011-08,0.462,
2011-09,0.460,
2011-10,0.462,
2011-11,0.472,
2011-12,0.498,
2012-01,0.523,
2012-02,0.529,
2012-03,0.509,
2012-04,0.507,
2012-05,0.493,
2012-06,0.474,
2012-07,0.468,
2012-08,0.419,
2012-09,0.391,
2012-10,0.202,
2012-11,0.196,
2012-12,0.195,
2013-01,0.186,
2013-02,0.189,
2013-03,0.171,
2013-04,0.174,
2013-05,0.170,
2013-06,0.171,
2013-07,0.170,
2013-08,0.162,
2013-09,0.159,
2013-10,0.171,
2013-11,0.172,
2013-12,0.172,
2014-01,0.174,
2014-02,0.171,
2014-03,0.176,
2014-04,0.176,
2014-05,0.224,
2014-06,0.175,
2014-07,0.170,
2014-08,0.176,
2014-09,0.217,
2014-10,0.164,
2014-11,0.154,
2014-12,0.153,Provisional value
