"",BBK01.OEYB07H,BBK01.OEYB07H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:31,
2002-01,10.281,
2002-04,10.321,
2002-07,9.960,
2002-10,9.354,
2003-01,8.663,
2003-04,8.940,
2003-07,8.740,
2003-10,10.940,
2004-01,10.488,
2004-04,9.939,
2004-07,10.017,
2004-10,8.622,
2005-01,7.953,
2005-04,7.183,
2005-07,7.125,
2005-10,7.389,
2006-01,7.236,
2006-04,7.798,
2006-07,8.210,
2006-10,7.994,
2007-01,7.809,
2007-04,7.707,
2007-07,7.832,
2007-10,8.293,
2008-01,9.215,
2008-04,9.176,
2008-07,9.118,
2008-10,11.228,
2009-01,10.691,
2009-04,10.617,
2009-07,11.421,
2009-10,12.263,
2010-01,10.900,
2010-04,10.441,
2010-07,10.069,
2010-10,9.857,
2011-01,10.338,
2011-04,10.116,
2011-07,10.689,
2011-10,11.258,
2012-01,10.518,
2012-04,10.613,
2012-07,10.473,
2012-10,10.633,
2013-01,10.501,
2013-04,10.370,
2013-07,10.595,
2013-10,10.499,
2014-01,10.918,
2014-04,11.437,
2014-07,11.587,
