"",BBK01.PQ3449,BBK01.PQ3449_FLAGS
"",Housing loans to domestic enterprises and self-employed persons / Total / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:37,
1968-10,.,No value available
1969-01,.,Value available later
1969-04,.,Value available later
1969-07,.,Value available later
1969-10,.,Value available later
1970-01,.,Value available later
1970-04,.,Value available later
1970-07,.,Value available later
1970-10,.,Value available later
1971-01,.,Value available later
1971-04,.,Value available later
1971-07,.,Value available later
1971-10,.,Value available later
1972-01,.,Value available later
1972-04,.,Value available later
1972-07,.,Value available later
1972-10,.,Value available later
1973-01,.,Value available later
1973-04,.,Value available later
1973-07,.,Value available later
1973-10,.,Value available later
1974-01,.,Value available later
1974-04,.,Value available later
1974-07,.,Value available later
1974-10,.,Value available later
1975-01,.,Value available later
1975-04,.,Value available later
1975-07,.,Value available later
1975-10,.,Value available later
1976-01,.,Value available later
1976-04,.,Value available later
1976-07,.,Value available later
1976-10,.,Value available later
1977-01,.,Value available later
1977-04,.,Value available later
1977-07,.,Value available later
1977-10,.,Value available later
1978-01,.,Value available later
1978-04,.,Value available later
1978-07,.,Value available later
1978-10,.,Value available later
1979-01,.,Value available later
1979-04,.,Value available later
1979-07,.,Value available later
1979-10,.,Value available later
1980-01,.,Value available later
1980-04,.,Value available later
1980-07,.,Value available later
1980-10,1.009,
1981-01,1.047,
1981-04,1.054,
1981-07,1.129,
1981-10,1.244,
1982-01,1.164,
1982-04,1.196,
1982-07,1.175,
1982-10,1.318,
1983-01,1.294,
1983-04,1.338,
1983-07,1.516,
1983-10,1.600,
1984-01,1.571,
1984-04,1.609,
1984-07,1.750,
1984-10,1.913,
1985-01,1.843,
1985-04,1.916,
1985-07,2.033,
1985-10,2.320,
1986-01,1.506,
1986-04,1.598,
1986-07,1.667,
1986-10,1.667,
1987-01,1.418,
1987-04,1.526,
1987-07,1.457,
1987-10,1.538,
1988-01,1.323,
1988-04,1.278,
1988-07,1.296,
1988-10,1.236,
1989-01,1.084,
1989-04,1.060,
1989-07,0.962,
1989-10,0.994,
1990-01,0.794,
1990-04,0.949,
1990-07,0.794,
1990-10,0.733,
1991-01,0.593,
1991-04,0.607,
1991-07,0.551,
1991-10,0.535,
1992-01,0.508,
1992-04,0.487,
1992-07,0.466,
1992-10,0.469,
1993-01,0.524,
1993-04,0.509,
1993-07,0.517,
1993-10,0.476,
1994-01,0.390,
1994-04,0.414,
1994-07,0.456,
1994-10,0.467,
1995-01,0.452,
1995-04,0.487,
1995-07,0.513,
1995-10,0.627,
1996-01,0.649,
1996-04,0.563,
1996-07,0.578,
1996-10,0.631,
1997-01,0.608,
1997-04,0.569,
1997-07,0.579,
1997-10,0.554,
1998-01,0.571,
1998-04,0.605,
1998-07,0.592,
1998-10,0.633,
1999-01,0.732,
1999-04,1.081,
1999-07,1.240,
1999-10,1.090,
2000-01,1.020,
2000-04,1.004,
2000-07,0.976,
2000-10,1.041,
2001-01,1.051,
2001-04,1.035,
2001-07,1.051,
2001-10,1.010,
2002-01,0.986,
2002-04,0.967,
2002-07,0.965,
2002-10,0.917,
2003-01,0.904,
2003-04,0.930,
2003-07,0.962,
2003-10,0.738,
2004-01,0.707,
2004-04,0.658,
2004-07,0.686,
2004-10,0.664,
2005-01,0.635,
2005-04,0.568,
2005-07,0.542,
2005-10,0.528,
2006-01,0.518,
2006-04,0.515,
2006-07,0.497,
2006-10,0.487,
2007-01,0.470,
2007-04,0.421,
2007-07,0.400,
2007-10,0.283,
2008-01,0.245,
2008-04,0.216,
2008-07,0.206,
2008-10,0.202,
2009-01,0.213,
2009-04,0.204,
2009-07,0.204,
2009-10,0.204,
2010-01,0.202,
2010-04,0.215,
2010-07,0.215,
2010-10,0.220,
2011-01,0.210,
2011-04,0.217,
2011-07,0.221,
2011-10,0.225,
2012-01,0.214,
2012-04,0.239,
2012-07,0.235,
2012-10,0.221,
2013-01,0.221,
2013-04,0.215,
2013-07,0.229,
2013-10,0.228,
2014-01,0.232,
2014-04,0.231,
2014-07,0.239,
2014-10,0.233,
