"",BBK01.OEAH68G,BBK01.OEAH68G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:30,
2002-01,90.505,
2002-04,89.950,
2002-07,90.578,
2002-10,96.012,
2003-01,98.788,
2003-04,99.947,
2003-07,101.511,
2003-10,104.819,
2004-01,106.749,
2004-04,107.472,
2004-07,107.765,
2004-10,109.999,
2005-01,79.222,
2005-04,78.972,
2005-07,78.926,
2005-10,79.894,
2006-01,79.298,
2006-04,77.920,
2006-07,76.073,
2006-10,73.651,
2007-01,71.347,
2007-04,69.161,
2007-07,67.478,
2007-10,67.230,
2008-01,65.871,
2008-04,64.561,
2008-07,62.488,
2008-10,62.468,
2009-01,64.592,
2009-04,66.595,
2009-07,69.243,
2009-10,72.216,
2010-01,74.390,
2010-04,75.542,
2010-07,77.049,
2010-10,78.805,
2011-01,80.565,
2011-04,80.746,
2011-07,80.481,
2011-10,80.794,
2012-01,81.242,
2012-04,80.729,
2012-07,81.228,
2012-10,82.107,
2013-01,82.419,
2013-04,82.070,
2013-07,82.192,
2013-10,82.913,
2014-01,83.270,
2014-04,83.566,
2014-07,84.392,
