"",BBK01.QUV829,BBK01.QUV829_FLAGS
"",Banks in Germany: Long-term loans and advances to non- residents / Uruguay / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:22:20,
2001-12,0.125,
2002-01,0.116,
2002-02,0.111,
2002-03,0.150,
2002-04,0.144,
2002-05,0.139,
2002-06,0.130,
2002-07,0.136,
2002-08,0.135,
2002-09,0.134,
2002-10,0.132,
2002-11,0.131,
2002-12,0.038,
2003-01,0.037,
2003-02,0.037,
2003-03,0.036,
2003-04,0.033,
2003-05,0.032,
2003-06,0.034,
2003-07,0.030,
2003-08,0.029,
2003-09,0.027,
2003-10,0.024,
2003-11,0.025,
2003-12,0.023,
2004-01,0.022,
2004-02,0.025,
2004-03,0.023,
2004-04,0.022,
2004-05,0.022,
2004-06,0.022,
2004-07,0.022,
2004-08,0.021,
2004-09,0.021,
2004-10,0.017,
2004-11,0.023,
2004-12,0.023,
2005-01,0.093,
2005-02,0.093,
2005-03,0.093,
2005-04,0.023,
2005-05,0.024,
2005-06,0.023,
2005-07,0.023,
2005-08,0.030,
2005-09,0.031,
2005-10,0.032,
2005-11,0.031,
2005-12,0.030,
2006-01,0.102,
2006-02,0.103,
2006-03,0.103,
2006-04,0.101,
2006-05,0.098,
2006-06,0.099,
2006-07,0.100,
2006-08,0.096,
2006-09,0.097,
2006-10,0.095,
2006-11,0.091,
2006-12,0.091,
2007-01,0.091,
2007-02,0.098,
2007-03,0.096,
2007-04,0.099,
2007-05,0.100,
2007-06,0.093,
2007-07,0.091,
2007-08,0.091,
2007-09,0.087,
2007-10,0.086,
2007-11,0.085,
2007-12,0.082,
2008-01,0.081,
2008-02,0.080,
2008-03,0.077,
2008-04,0.076,
2008-05,0.077,
2008-06,0.075,
2008-07,0.074,
2008-08,0.065,
2008-09,0.069,
2008-10,0.083,
2008-11,0.082,
2008-12,0.090,
2009-01,0.127,
2009-02,0.130,
2009-03,0.126,
2009-04,0.128,
2009-05,0.122,
2009-06,0.122,
2009-07,0.123,
2009-08,0.113,
2009-09,0.051,
2009-10,0.051,
2009-11,0.051,
2009-12,0.051,
2010-01,0.053,
2010-02,0.051,
2010-03,0.049,
2010-04,0.044,
2010-05,0.046,
2010-06,0.048,
2010-07,0.039,
2010-08,0.039,
2010-09,0.038,
2010-10,0.031,
2010-11,0.035,
2010-12,0.038,
2011-01,0.029,
2011-02,0.028,
2011-03,0.030,
2011-04,0.047,
2011-05,0.049,
2011-06,0.050,
2011-07,0.050,
2011-08,0.051,
2011-09,0.053,
2011-10,0.049,
2011-11,0.044,
2011-12,0.049,
2012-01,0.049,
2012-02,0.026,
2012-03,0.025,
2012-04,0.058,
2012-05,0.061,
2012-06,0.059,
2012-07,0.060,
2012-08,0.059,
2012-09,0.056,
2012-10,0.055,
2012-11,0.054,
2012-12,0.052,
2013-01,0.048,
2013-02,0.049,
2013-03,0.050,
2013-04,0.039,
2013-05,0.038,
2013-06,0.038,
2013-07,0.034,
2013-08,0.055,
2013-09,0.063,
2013-10,0.052,
2013-11,0.076,
2013-12,0.083,
2014-01,0.111,
2014-02,0.109,
2014-03,0.110,
2014-04,0.108,
2014-05,0.109,
2014-06,0.107,
2014-07,0.108,
2014-08,0.152,
2014-09,0.164,
2014-10,0.213,
2014-11,0.222,
2014-12,0.235,
