"",BBK01.PQ8892,BBK01.PQ8892_FLAGS
"",Lending to letting of movables / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:33:51,
1989-01,-,Nothing exists
1989-04,.,No value available
1989-07,0.043,
1989-10,0.041,
1990-01,0.072,
1990-04,0.094,
1990-07,0.090,
1990-10,0.095,
1991-01,0.102,
1991-04,0.109,
1991-07,0.081,
1991-10,0.152,
1992-01,0.139,
1992-04,0.101,
1992-07,0.102,
1992-10,0.131,
1993-01,0.117,
1993-04,0.126,
1993-07,0.079,
1993-10,0.104,
1994-01,0.104,
1994-04,0.106,
1994-07,0.119,
1994-10,0.124,
1995-01,0.095,
1995-04,0.103,
1995-07,0.119,
1995-10,0.125,
1996-01,0.213,
1996-04,0.219,
1996-07,0.196,
1996-10,0.177,
1997-01,0.128,
1997-04,0.176,
1997-07,0.198,
1997-10,0.165,
1998-01,0.157,
1998-04,0.176,
1998-07,0.228,
1998-10,0.388,
1999-01,2.002,
1999-04,1.806,
1999-07,0.694,
1999-10,0.884,
2000-01,0.824,
2000-04,0.683,
2000-07,0.657,
2000-10,1.024,
2001-01,0.609,
2001-04,0.368,
2001-07,0.357,
2001-10,0.277,
2002-01,0.239,
2002-04,0.259,
2002-07,1.164,
2002-10,1.035,
2003-01,1.087,
2003-04,0.934,
2003-07,0.312,
2003-10,0.296,
2004-01,0.281,
2004-04,0.252,
2004-07,0.272,
2004-10,0.234,
2005-01,1.275,
2005-04,1.103,
2005-07,1.225,
2005-10,1.258,
2006-01,1.338,
2006-04,1.411,
2006-07,1.341,
2006-10,1.436,
2007-01,1.460,
2007-04,1.586,
2007-07,1.688,
2007-10,1.727,
2008-01,1.964,
2008-04,1.898,
2008-07,2.101,
2008-10,2.132,
2009-01,2.142,
2009-04,2.294,
2009-07,2.233,
2009-10,2.449,
2010-01,2.529,
2010-04,2.516,
2010-07,2.759,
2010-10,2.744,
2011-01,2.239,
2011-04,2.318,
2011-07,0.230,
2011-10,0.207,
2012-01,0.194,
2012-04,0.188,
2012-07,0.166,
2012-10,0.150,
2013-01,0.143,
2013-04,0.168,
2013-07,0.187,
2013-10,0.185,
2014-01,0.186,
2014-04,0.219,
2014-07,0.175,
2014-10,0.179,
