"",BBK01.CEF510,BBK01.CEF510_FLAGS
"",Equity and investment fund shares or units                                                     debtor: Non-financial corporations creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:33:12,
1999-01,1630.8,
1999-04,1590.9,
1999-07,1451.6,
1999-10,1955.6,
2000-01,2010.2,
2000-04,1984.8,
2000-07,1876.1,
2000-10,1868.2,
2001-01,1728.6,
2001-04,1709.4,
2001-07,1596.8,
2001-10,1812.1,
2002-01,1854.0,
2002-04,1711.3,
2002-07,1283.3,
2002-10,1286.0,
2003-01,1213.3,
2003-04,1352.6,
2003-07,1370.8,
2003-10,1497.4,
2004-01,1508.3,
2004-04,1541.2,
2004-07,1515.8,
2004-10,1578.6,
2005-01,1609.7,
2005-04,1654.0,
2005-07,1706.8,
2005-10,1741.3,
2006-01,1880.5,
2006-04,1831.9,
2006-07,1844.9,
2006-10,1972.2,
2007-01,2056.4,
2007-04,2193.0,
2007-07,2202.7,
2007-10,2234.4,
2008-01,1999.7,
2008-04,1951.0,
2008-07,1840.6,
2008-10,1655.4,
2009-01,1507.5,
2009-04,1642.8,
2009-07,1738.6,
2009-10,1785.2,
2010-01,1826.1,
2010-04,1801.3,
2010-07,1874.1,
2010-10,2023.8,
2011-01,2049.3,
2011-04,2088.9,
2011-07,1783.9,
2011-10,1851.9,
2012-01,2026.3,
2012-04,1911.7,
2012-07,2036.2,
2012-10,2124.3,
2013-01,2182.7,
2013-04,2143.5,
2013-07,2259.1,
2013-10,2426.0,
2014-01,2435.8,
2014-04,2458.1,
2014-07,2418.7,
