"",BBK01.CEF003,BBK01.CEF003_FLAGS
"",Total financial assets                                            debtor: Total           creditor: MFI,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:42,
1999-01,6215.8,
1999-04,6351.9,
1999-07,6420.0,
1999-10,6706.9,
2000-01,6799.3,
2000-04,6859.2,
2000-07,6963.2,
2000-10,7105.1,
2001-01,7295.1,
2001-04,7323.5,
2001-07,7386.6,
2001-10,7522.4,
2002-01,7517.7,
2002-04,7520.6,
2002-07,7646.8,
2002-10,7746.5,
2003-01,7864.0,
2003-04,7990.6,
2003-07,7830.4,
2003-10,7802.2,
2004-01,8037.7,
2004-04,7979.9,
2004-07,8059.6,
2004-10,8162.1,
2005-01,8309.4,
2005-04,8518.6,
2005-07,8618.3,
2005-10,8625.5,
2006-01,8654.2,
2006-04,8715.6,
2006-07,8743.8,
2006-10,8845.7,
2007-01,9015.8,
2007-04,9170.7,
2007-07,9358.6,
2007-10,9628.4,
2008-01,9891.7,
2008-04,9796.3,
2008-07,10249.7,
2008-10,10520.3,
2009-01,10421.0,
2009-04,9762.3,
2009-07,9497.4,
2009-10,9363.5,
2010-01,9497.6,
2010-04,10095.3,
2010-07,9656.4,
2010-10,9137.1,
2011-01,8715.8,
2011-04,8663.4,
2011-07,9476.2,
2011-10,9498.5,
2012-01,9828.7,
2012-04,10091.8,
2012-07,9972.4,
2012-10,9594.8,
2013-01,9296.2,
2013-04,8972.7,
2013-07,8860.5,
2013-10,8660.0,
2014-01,8582.0,
2014-04,8676.9,
2014-07,8859.2,
