"",BBK01.PQG355,BBK01.PQG355_FLAGS
"",Lending to domestic enterprises / Short-term / Land banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:23,
1968-10,2.446,
1969-01,2.384,
1969-04,2.398,
1969-07,2.432,
1969-10,2.974,
1970-01,3.091,
1970-04,3.397,
1970-07,3.601,
1970-10,3.900,
1971-01,3.779,
1971-04,4.040,
1971-07,4.246,
1971-10,5.046,
1972-01,4.699,
1972-04,5.166,
1972-07,5.010,
1972-10,5.383,
1973-01,4.882,
1973-04,5.132,
1973-07,5.643,
1973-10,5.871,
1974-01,5.685,
1974-04,5.971,
1974-07,6.550,
1974-10,6.684,
1975-01,6.349,
1975-04,6.260,
1975-07,5.525,
1975-10,5.708,
1976-01,4.977,
1976-04,5.544,
1976-07,5.699,
1976-10,5.554,
1977-01,5.481,
1977-04,5.352,
1977-07,4.884,
1977-10,5.166,
1978-01,4.737,
1978-04,5.019,
1978-07,4.844,
1978-10,5.150,
1979-01,4.856,
1979-04,5.464,
1979-07,5.786,
1979-10,6.536,
1980-01,6.281,
1980-04,6.843,
1980-07,7.062,
1980-10,8.231,
1981-01,8.268,
1981-04,8.346,
1981-07,8.638,
1981-10,9.047,
1982-01,8.342,
1982-04,8.527,
1982-07,9.407,
1982-10,9.449,
1983-01,8.605,
1983-04,9.363,
1983-07,9.552,
1983-10,9.839,
1984-01,9.261,
1984-04,9.358,
1984-07,10.024,
1984-10,10.077,
1985-01,9.500,
1985-04,9.801,
1985-07,9.774,
1985-10,10.149,
1986-01,9.896,
1986-04,9.419,
1986-07,9.158,
1986-10,9.648,
1987-01,8.247,
1987-04,8.008,
1987-07,8.065,
1987-10,8.173,
1988-01,7.548,
1988-04,7.808,
1988-07,7.512,
1988-10,8.647,
1989-01,7.834,
1989-04,8.065,
1989-07,8.777,
1989-10,9.203,
1990-01,9.242,
1990-04,10.173,
1990-07,10.429,
1990-10,13.485,
1991-01,13.807,
1991-04,14.825,
1991-07,15.844,
1991-10,16.823,
1992-01,16.419,
1992-04,17.971,
1992-07,15.701,
1992-10,17.039,
1993-01,17.699,
1993-04,17.402,
1993-07,17.606,
1993-10,17.683,
1994-01,17.100,
1994-04,17.144,
1994-07,17.166,
1994-10,19.329,
1995-01,18.210,
1995-04,18.426,
1995-07,18.143,
1995-10,19.564,
1996-01,19.171,
1996-04,19.881,
1996-07,20.733,
1996-10,23.912,
1997-01,22.308,
1997-04,23.671,
1997-07,23.784,
1997-10,26.488,
1998-01,23.716,
1998-04,25.570,
1998-07,26.418,
1998-10,28.447,
1999-01,27.081,
1999-04,30.158,
1999-07,27.664,
1999-10,29.932,
2000-01,31.363,
2000-04,34.879,
2000-07,34.578,
2000-10,36.916,
2001-01,38.594,
2001-04,40.311,
2001-07,39.444,
2001-10,40.944,
2002-01,39.734,
2002-04,41.036,
2002-07,43.548,
2002-10,41.282,
2003-01,40.174,
2003-04,41.997,
2003-07,41.160,
2003-10,39.981,
2004-01,43.280,
2004-04,38.580,
2004-07,34.671,
2004-10,36.593,
2005-01,37.069,
2005-04,39.086,
2005-07,37.359,
2005-10,32.330,
2006-01,38.337,
2006-04,37.704,
2006-07,42.062,
2006-10,38.384,
2007-01,43.460,
2007-04,42.208,
2007-07,50.405,
2007-10,45.604,
2008-01,51.232,
2008-04,57.054,
2008-07,54.906,
2008-10,48.392,
2009-01,53.912,
2009-04,55.344,
2009-07,47.039,
2009-10,41.932,
2010-01,41.554,
2010-04,42.302,
2010-07,40.003,
2010-10,40.194,
2011-01,41.067,
2011-04,42.248,
2011-07,55.166,
2011-10,50.383,
2012-01,55.946,
2012-04,53.542,
2012-07,62.285,
2012-10,44.782,
2013-01,43.312,
2013-04,44.723,
2013-07,27.430,
2013-10,25.084,
2014-01,23.935,
2014-04,23.545,
2014-07,22.775,
2014-10,22.095,
