"",BBK01.OECB01N,BBK01.OECB01N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:32:46,
2002-01,54.415,
2002-04,54.643,
2002-07,52.686,
2002-10,50.994,
2003-01,48.452,
2003-04,48.004,
2003-07,46.495,
2003-10,46.233,
2004-01,45.262,
2004-04,43.884,
2004-07,43.333,
2004-10,42.022,
2005-01,56.342,
2005-04,56.296,
2005-07,58.392,
2005-10,56.302,
2006-01,55.232,
2006-04,56.851,
2006-07,56.926,
2006-10,56.595,
2007-01,57.402,
2007-04,59.716,
2007-07,62.900,
2007-10,67.940,
2008-01,68.558,
2008-04,70.070,
2008-07,76.766,
2008-10,82.176,
2009-01,76.141,
2009-04,78.251,
2009-07,85.535,
2009-10,78.050,
2010-01,77.433,
2010-04,81.041,
2010-07,74.345,
2010-10,74.761,
2011-01,71.394,
2011-04,76.824,
2011-07,83.166,
2011-10,87.502,
2012-01,78.097,
2012-04,79.008,
2012-07,82.173,
2012-10,76.375,
2013-01,77.772,
2013-04,77.326,
2013-07,60.357,
2013-10,60.550,
2014-01,61.889,
2014-04,62.158,
2014-07,60.960,
