"",BBK01.OUG243,BBK01.OUG243_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / for more than two years / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:19:07,
1999-01,97.423,
1999-02,98.014,
1999-03,98.838,
1999-04,98.706,
1999-05,99.286,
1999-06,101.282,
1999-07,103.111,
1999-08,104.755,
1999-09,106.239,
1999-10,107.492,
1999-11,108.633,
1999-12,109.817,
2000-01,111.359,
2000-02,112.458,
2000-03,113.307,
2000-04,113.973,
2000-05,115.003,
2000-06,115.495,
2000-07,116.040,
2000-08,116.574,
2000-09,116.419,
2000-10,117.526,
2000-11,117.851,
2000-12,116.823,
2001-01,118.105,
2001-02,119.166,
2001-03,119.770,
2001-04,120.435,
2001-05,121.960,
2001-06,123.346,
2001-07,123.355,
2001-08,123.928,
2001-09,124.735,
2001-10,125.754,
2001-11,125.071,
2001-12,125.205,
2002-01,126.215,
2002-02,127.122,
2002-03,128.616,
2002-04,128.755,
2002-05,129.062,
2002-06,128.771,
2002-07,128.404,
2002-08,128.193,
2002-09,128.798,
2002-10,131.282,
2002-11,132.669,
2002-12,132.990,
2003-01,133.985,
2003-02,135.004,
2003-03,137.808,
2003-04,137.486,
2003-05,137.465,
2003-06,138.266,
2003-07,143.212,
2003-08,144.876,
2003-09,144.564,
2003-10,144.669,
2003-11,145.745,
2003-12,144.917,
2004-01,146.359,
2004-02,147.926,
2004-03,150.171,
2004-04,154.397,
2004-05,156.706,
2004-06,159.350,
2004-07,159.954,
2004-08,160.291,
2004-09,159.649,
2004-10,160.657,
2004-11,161.684,
2004-12,145.372,
2005-01,146.386,
2005-02,148.221,
2005-03,149.441,
2005-04,150.098,
2005-05,149.489,
2005-06,149.879,
2005-07,151.504,
2005-08,154.870,
2005-09,154.086,
2005-10,153.717,
2005-11,153.142,
2005-12,152.520,
2006-01,152.431,
2006-02,152.008,
2006-03,151.717,
2006-04,152.437,
2006-05,151.648,
2006-06,151.624,
2006-07,151.988,
2006-08,152.039,
2006-09,152.092,
2006-10,154.476,
2006-11,153.978,
2006-12,153.729,
2007-01,154.910,
2007-02,154.534,
2007-03,154.009,
2007-04,154.446,
2007-05,153.925,
2007-06,154.436,
2007-07,153.571,
2007-08,153.279,
2007-09,153.215,
2007-10,154.372,
2007-11,154.743,
2007-12,154.939,
2008-01,155.999,
2008-02,156.688,
2008-03,157.051,
2008-04,157.253,
2008-05,156.897,
2008-06,157.050,
2008-07,157.461,
2008-08,157.450,
2008-09,156.772,
2008-10,155.664,
2008-11,155.465,
2008-12,154.788,
2009-01,156.912,
2009-02,163.141,
2009-03,164.477,
2009-04,164.875,
2009-05,164.786,
2009-06,177.638,
2009-07,177.612,
2009-08,177.968,
2009-09,177.002,
2009-10,175.376,
2009-11,174.230,
2009-12,172.770,
2010-01,172.075,
2010-02,170.412,
2010-03,169.509,
2010-04,168.875,
2010-05,163.817,
2010-06,162.520,
2010-07,160.848,
2010-08,159.672,
2010-09,158.582,
2010-10,157.087,
2010-11,155.788,
2010-12,154.670,
2011-01,154.003,
2011-02,153.316,
2011-03,152.359,
2011-04,151.840,
2011-05,149.871,
2011-06,148.892,
2011-07,148.214,
2011-08,147.256,
2011-09,146.090,
2011-10,145.086,
2011-11,143.532,
2011-12,141.896,
2012-01,140.444,
2012-02,139.912,
2012-03,138.908,
2012-04,138.140,
2012-05,137.198,
2012-06,123.497,
2012-07,121.700,
2012-08,121.044,
2012-09,120.269,
2012-10,114.089,
2012-11,112.438,
2012-12,110.967,
2013-01,110.589,
2013-02,109.920,
2013-03,108.995,
2013-04,108.024,
2013-05,107.775,
2013-06,107.228,
2013-07,104.953,
2013-08,104.192,
2013-09,103.514,
2013-10,102.535,
2013-11,101.331,
2013-12,100.232,
2014-01,101.137,
2014-02,99.932,
2014-03,98.932,
2014-04,97.353,
2014-05,96.524,
2014-06,96.009,
2014-07,95.032,
2014-08,94.959,
2014-09,94.622,
2014-10,93.346,
2014-11,92.439,
2014-12,92.132,Provisional value
