"",BBK01.OUN376,BBK01.OUN376_FLAGS
"",Loans to foreign general government / Total / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:45,
1999-01,23.027,
1999-02,24.270,
1999-03,24.621,
1999-04,24.593,
1999-05,24.656,
1999-06,24.686,
1999-07,24.793,
1999-08,24.625,
1999-09,24.540,
1999-10,24.599,
1999-11,24.678,
1999-12,24.598,
2000-01,24.611,
2000-02,24.624,
2000-03,24.573,
2000-04,24.704,
2000-05,22.852,
2000-06,22.027,
2000-07,22.117,
2000-08,22.201,
2000-09,22.238,
2000-10,22.995,
2000-11,22.904,
2000-12,22.641,
2001-01,22.577,
2001-02,22.637,
2001-03,22.780,
2001-04,22.789,
2001-05,22.918,
2001-06,22.746,
2001-07,22.595,
2001-08,22.511,
2001-09,22.443,
2001-10,22.571,
2001-11,22.686,
2001-12,22.762,
2002-01,22.718,
2002-02,22.759,
2002-03,22.847,
2002-04,20.998,
2002-05,21.212,
2002-06,20.963,
2002-07,21.226,
2002-08,20.964,
2002-09,20.945,
2002-10,20.845,
2002-11,21.059,
2002-12,19.999,
2003-01,19.884,
2003-02,19.619,
2003-03,19.589,
2003-04,19.474,
2003-05,19.390,
2003-06,19.096,
2003-07,19.409,
2003-08,19.183,
2003-09,18.933,
2003-10,18.934,
2003-11,18.925,
2003-12,18.562,
2004-01,18.623,
2004-02,18.958,
2004-03,19.202,
2004-04,19.201,
2004-05,18.965,
2004-06,18.489,
2004-07,18.540,
2004-08,18.631,
2004-09,18.374,
2004-10,18.525,
2004-11,18.594,
2004-12,19.502,
2005-01,19.583,
2005-02,19.754,
2005-03,19.978,
2005-04,19.323,
2005-05,19.541,
2005-06,19.340,
2005-07,19.209,
2005-08,19.256,
2005-09,19.391,
2005-10,19.143,
2005-11,19.195,
2005-12,19.060,
2006-01,18.796,
2006-02,18.554,
2006-03,18.862,
2006-04,18.693,
2006-05,18.570,
2006-06,18.248,
2006-07,19.444,
2006-08,19.268,
2006-09,19.347,
2006-10,17.794,
2006-11,17.906,
2006-12,17.264,
2007-01,17.218,
2007-02,17.013,
2007-03,16.956,
2007-04,16.840,
2007-05,16.653,
2007-06,16.508,
2007-07,16.271,
2007-08,16.484,
2007-09,16.765,
2007-10,16.425,
2007-11,16.404,
2007-12,16.104,
2008-01,16.115,
2008-02,16.154,
2008-03,15.772,
2008-04,15.787,
2008-05,15.799,
2008-06,15.430,
2008-07,15.257,
2008-08,15.346,
2008-09,15.380,
2008-10,15.511,
2008-11,15.490,
2008-12,14.981,
2009-01,15.002,
2009-02,15.084,
2009-03,15.108,
2009-04,14.891,
2009-05,14.651,
2009-06,14.319,
2009-07,14.411,
2009-08,4.907,
2009-09,4.889,
2009-10,4.880,
2009-11,4.844,
2009-12,4.778,
2010-01,4.815,
2010-02,4.839,
2010-03,4.852,
2010-04,4.822,
2010-05,9.177,
2010-06,9.610,
2010-07,9.555,
2010-08,9.603,
2010-09,11.050,
2010-10,11.031,
2010-11,11.200,
2010-12,11.149,
2011-01,12.993,
2011-02,13.021,
2011-03,13.879,
2011-04,13.775,
2011-05,13.724,
2011-06,13.878,
2011-07,18.742,
2011-08,18.960,
2011-09,19.030,
2011-10,19.058,
2011-11,19.145,
2011-12,20.829,
2012-01,20.838,
2012-02,20.850,
2012-03,20.867,
2012-04,20.894,
2012-05,20.960,
2012-06,20.915,
2012-07,20.868,
2012-08,20.854,
2012-09,20.880,
2012-10,20.908,
2012-11,21.300,
2012-12,21.104,
2013-01,21.166,
2013-02,21.210,
2013-03,21.296,
2013-04,21.120,
2013-05,21.123,
2013-06,21.278,
2013-07,21.366,
2013-08,21.321,
2013-09,21.266,
2013-10,21.488,
2013-11,21.519,
2013-12,21.553,
2014-01,21.724,
2014-02,21.753,
2014-03,21.714,
2014-04,21.304,
2014-05,21.764,
2014-06,21.951,
2014-07,22.107,
2014-08,22.190,
2014-09,22.245,
2014-10,22.116,
2014-11,22.624,
2014-12,22.585,Provisional value
