"",BBK01.OUA031,BBK01.OUA031_FLAGS
"",Deposits of foreign banks (MFIs) / Time deposits (including bank savings bonds) / Short-term / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:11:06,
1968-12,2.831,
1969-01,2.079,
1969-02,1.984,
1969-03,1.701,
1969-04,2.058,
1969-05,2.681,
1969-06,2.847,
1969-07,2.929,
1969-08,3.212,
1969-09,3.757,
1969-10,3.497,
1969-11,3.653,
1969-12,5.001,
1970-01,5.974,
1970-02,6.296,
1970-03,6.312,
1970-04,6.089,
1970-05,5.733,
1970-06,6.141,
1970-07,6.253,
1970-08,6.520,
1970-09,6.714,
1970-10,7.340,
1970-11,7.502,
1970-12,7.549,
1971-01,6.798,
1971-02,7.173,
1971-03,7.518,
1971-04,7.253,
1971-05,6.947,
1971-06,6.060,
1971-07,6.277,
1971-08,6.542,
1971-09,6.686,
1971-10,7.032,
1971-11,6.862,
1971-12,7.633,
1972-01,7.152,
1972-02,7.152,
1972-03,7.193,
1972-04,7.200,
1972-05,7.118,
1972-06,7.362,
1972-07,7.395,
1972-08,7.279,
1972-09,7.311,
1972-10,7.437,
1972-11,7.700,
1972-12,8.117,
1973-01,7.951,
1973-02,8.097,
1973-03,9.208,
1973-04,8.970,
1973-05,9.090,
1973-06,8.692,
1973-07,8.556,
1973-08,9.053,
1973-09,9.032,
1973-10,9.114,
1973-11,8.726,
1973-12,9.062,
1974-01,8.102,
1974-02,8.312,
1974-03,8.606,
1974-04,9.182,
1974-05,9.018,
1974-06,9.698,
1974-07,9.077,
1974-08,9.060,
1974-09,9.142,
1974-10,9.080,
1974-11,8.955,
1974-12,9.156,
1975-01,9.112,
1975-02,9.326,
1975-03,9.559,
1975-04,9.761,
1975-05,9.539,
1975-06,9.904,
1975-07,10.454,
1975-08,11.213,
1975-09,10.857,
1975-10,10.707,
1975-11,10.959,
1975-12,11.588,
1976-01,10.925,
1976-02,10.949,
1976-03,12.292,
1976-04,11.962,
1976-05,11.997,
1976-06,12.191,
1976-07,11.783,
1976-08,11.788,
1976-09,11.788,
1976-10,11.998,
1976-11,11.660,
1976-12,14.171,
1977-01,12.845,
1977-02,12.557,
1977-03,12.251,
1977-04,11.903,
1977-05,12.562,
1977-06,12.615,
1977-07,12.760,
1977-08,12.538,
1977-09,13.322,
1977-10,13.753,
1977-11,15.147,
1977-12,16.117,
1978-01,15.031,
1978-02,14.808,
1978-03,14.102,
1978-04,13.374,
1978-05,14.105,
1978-06,14.902,
1978-07,14.519,
1978-08,15.220,
1978-09,15.008,
1978-10,14.941,
1978-11,15.348,
1978-12,17.796,
1979-01,16.565,
1979-02,16.241,
1979-03,15.886,
1979-04,15.520,
1979-05,15.596,
1979-06,16.010,
1979-07,15.713,
1979-08,15.798,
1979-09,16.279,
1979-10,16.419,
1979-11,16.830,
1979-12,17.883,
1980-01,16.831,
1980-02,16.591,
1980-03,17.195,
1980-04,17.296,
1980-05,17.083,
1980-06,17.181,
1980-07,16.510,
1980-08,17.965,
1980-09,17.978,
1980-10,18.217,
1980-11,18.002,
1980-12,18.129,
1981-01,18.253,
1981-02,18.557,
1981-03,22.120,
1981-04,19.642,
1981-05,19.488,
1981-06,19.358,
1981-07,19.431,
1981-08,18.955,
1981-09,18.895,
1981-10,18.270,
1981-11,17.709,
1981-12,18.401,
1982-01,16.222,
1982-02,16.643,
1982-03,17.877,
1982-04,17.120,
1982-05,16.928,
1982-06,18.041,
1982-07,18.962,
1982-08,19.131,
1982-09,18.938,
1982-10,19.314,
1982-11,18.966,
1982-12,20.231,
1983-01,18.987,
1983-02,18.341,
1983-03,17.959,
1983-04,16.883,
1983-05,17.140,
1983-06,17.355,
1983-07,18.890,
1983-08,19.421,
1983-09,19.837,
1983-10,18.228,
1983-11,18.709,
1983-12,18.717,
1984-01,17.065,
1984-02,16.385,
1984-03,15.685,
1984-04,16.393,
1984-05,16.484,
1984-06,18.077,
1984-07,18.616,
1984-08,19.121,
1984-09,20.781,
1984-10,21.401,
1984-11,21.159,
1984-12,23.360,
1985-01,23.796,
1985-02,24.171,
1985-03,22.437,
1985-04,22.257,
1985-05,20.765,
1985-06,21.617,
1985-07,21.048,
1985-08,21.715,
1985-09,21.804,
1985-10,21.189,
1985-11,22.335,
1985-12,24.079,
1986-01,21.977,
1986-02,20.597,
1986-03,21.570,
1986-04,21.094,
1986-05,21.026,
1986-06,20.696,
1986-07,20.755,
1986-08,21.348,
1986-09,21.404,
1986-10,23.948,
1986-11,23.333,
1986-12,23.710,
1987-01,22.400,
1987-02,21.005,
1987-03,20.685,
1987-04,20.417,
1987-05,21.112,
1987-06,21.644,
1987-07,21.944,
1987-08,22.929,
1987-09,24.069,
1987-10,25.315,
1987-11,25.145,
1987-12,25.833,
1988-01,25.779,
1988-02,24.613,
1988-03,25.444,
1988-04,25.200,
1988-05,25.185,
1988-06,25.202,
1988-07,28.638,
1988-08,30.639,
1988-09,29.861,
1988-10,29.165,
1988-11,29.249,
1988-12,32.283,
1989-01,30.329,
1989-02,31.831,
1989-03,33.221,
1989-04,36.833,
1989-05,37.206,
1989-06,38.395,
1989-07,35.580,
1989-08,36.026,
1989-09,35.656,
1989-10,35.987,
1989-11,34.674,
1989-12,36.390,
1990-01,35.096,
1990-02,36.022,
1990-03,36.488,
1990-04,37.513,
1990-05,36.804,
1990-06,37.681,
1990-07,40.068,
1990-08,39.535,
1990-09,41.456,
1990-10,40.734,
1990-11,39.316,
1990-12,38.094,
1991-01,40.032,
1991-02,41.184,
1991-03,43.819,
1991-04,42.701,
1991-05,41.304,
1991-06,44.053,
1991-07,45.983,
1991-08,49.543,
1991-09,48.660,
1991-10,44.361,
1991-11,47.097,
1991-12,45.167,
1992-01,44.454,
1992-02,47.783,
1992-03,47.126,
1992-04,48.613,
1992-05,48.412,
1992-06,49.003,
1992-07,50.412,
1992-08,49.182,
1992-09,61.901,
1992-10,59.601,
1992-11,60.872,
1992-12,60.955,
1993-01,56.660,
1993-02,59.413,
1993-03,59.446,
1993-04,58.231,
1993-05,59.400,
1993-06,63.463,
1993-07,67.724,
1993-08,66.259,
1993-09,60.997,
1993-10,60.826,
1993-11,59.812,
1993-12,62.633,
1994-01,63.558,
1994-02,61.422,
1994-03,61.554,
1994-04,63.056,
1994-05,65.793,
1994-06,62.678,
1994-07,66.110,
1994-08,68.620,
1994-09,71.294,
1994-10,77.341,
1994-11,77.675,
1994-12,77.090,
1995-01,82.872,
1995-02,83.387,
1995-03,88.683,
1995-04,93.562,
1995-05,94.705,
1995-06,96.042,
1995-07,98.721,
1995-08,107.653,
1995-09,103.110,
1995-10,106.397,
1995-11,105.122,
1995-12,97.940,
1996-01,98.849,
1996-02,99.871,
1996-03,101.076,
1996-04,105.907,
1996-05,101.218,
1996-06,96.414,
1996-07,96.571,
1996-08,93.872,
1996-09,91.755,
1996-10,88.979,
1996-11,92.385,
1996-12,87.938,
1997-01,97.928,
1997-02,100.947,
1997-03,108.818,
1997-04,119.230,
1997-05,119.559,
1997-06,119.918,
1997-07,119.711,
1997-08,122.732,
1997-09,119.148,
