"",BBK01.OUH215,BBK01.OUH215_FLAGS
"",Time deposits of local government and local government associations / for up and including 1 year / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:31,
1968-12,0.871,
1969-01,0.948,
1969-02,1.112,
1969-03,1.050,
1969-04,1.014,
1969-05,1.144,
1969-06,1.001,
1969-07,0.989,
1969-08,1.161,
1969-09,1.064,
1969-10,1.006,
1969-11,1.057,
1969-12,1.180,
1970-01,1.327,
1970-02,1.501,
1970-03,1.406,
1970-04,1.335,
1970-05,1.516,
1970-06,1.303,
1970-07,1.238,
1970-08,1.284,
1970-09,1.109,
1970-10,0.983,
1970-11,1.055,
1970-12,0.986,
1971-01,0.949,
1971-02,1.082,
1971-03,0.977,
1971-04,0.899,
1971-05,1.128,
1971-06,0.955,
1971-07,0.937,
1971-08,1.080,
1971-09,0.962,
1971-10,0.918,
1971-11,0.901,
1971-12,0.874,
1972-01,0.846,
1972-02,1.047,
1972-03,1.014,
1972-04,1.059,
1972-05,1.316,
1972-06,1.160,
1972-07,1.179,
1972-08,1.418,
1972-09,1.322,
1972-10,1.298,
1972-11,1.440,
1972-12,1.370,
1973-01,1.351,
1973-02,1.557,
1973-03,1.397,
1973-04,1.321,
1973-05,1.771,
1973-06,1.656,
1973-07,1.640,
1973-08,1.983,
1973-09,1.781,
1973-10,1.579,
1973-11,1.829,
1973-12,1.987,
1974-01,2.136,
1974-02,2.303,
1974-03,2.134,
1974-04,1.900,
1974-05,2.139,
1974-06,1.730,
1974-07,1.719,
1974-08,2.047,
1974-09,1.883,
1974-10,1.777,
1974-11,1.755,
1974-12,1.581,
1975-01,1.572,
1975-02,1.669,
1975-03,1.447,
1975-04,1.318,
1975-05,1.589,
1975-06,1.176,
1975-07,1.017,
1975-08,1.210,
1975-09,1.075,
1975-10,1.044,
1975-11,1.122,
1975-12,1.118,
1976-01,1.150,
1976-02,1.387,
1976-03,1.189,
1976-04,1.125,
1976-05,1.511,
1976-06,1.212,
1976-07,1.155,
1976-08,1.569,
1976-09,1.519,
1976-10,1.414,
1976-11,1.742,
1976-12,1.772,
1977-01,1.534,
1977-02,1.746,
1977-03,1.718,
1977-04,1.507,
1977-05,2.012,
1977-06,1.659,
1977-07,1.569,
1977-08,2.053,
1977-09,1.913,
1977-10,1.718,
1977-11,1.848,
1977-12,1.628,
1978-01,1.489,
1978-02,1.777,
1978-03,1.712,
1978-04,1.527,
1978-05,1.950,
1978-06,1.684,
