"",BBK01.OEAB12H,BBK01.OEAB12H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:35,
2002-01,94.803,
2002-04,93.893,
2002-07,93.893,
2002-10,93.657,
2003-01,92.795,
2003-04,92.612,
2003-07,91.372,
2003-10,93.649,
2004-01,92.112,
2004-04,90.694,
2004-07,88.919,
2004-10,86.635,
2005-01,87.606,
2005-04,86.896,
2005-07,87.322,
2005-10,87.423,
2006-01,87.782,
2006-04,87.451,
2006-07,86.666,
2006-10,86.207,
2007-01,86.239,
2007-04,85.995,
2007-07,85.888,
2007-10,85.560,
2008-01,86.395,
2008-04,86.807,
2008-07,87.412,
2008-10,86.557,
2009-01,86.146,
2009-04,76.867,
2009-07,78.261,
2009-10,78.551,
2010-01,78.346,
2010-04,79.212,
2010-07,79.217,
2010-10,79.350,
2011-01,79.647,
2011-04,80.404,
2011-07,80.828,
2011-10,83.292,
2012-01,84.653,
2012-04,85.408,
2012-07,85.333,
2012-10,85.748,
2013-01,86.281,
2013-04,86.495,
2013-07,84.291,
2013-10,84.299,
2014-01,83.682,
2014-04,83.166,
2014-07,84.160,
