"",BBK01.PC3423,BBK01.PC3423_FLAGS
"",Housing loans to domestic enterprises and self-employed persons / Total / Building and loan associations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:39,
1999-01,10.276,
1999-04,10.041,
1999-07,10.014,
1999-10,10.046,
2000-01,10.049,
2000-04,10.139,
2000-07,10.222,
2000-10,10.339,
2001-01,10.389,
2001-04,10.439,
2001-07,10.467,
2001-10,10.503,
2002-01,10.452,
2002-04,10.425,
2002-07,10.489,
2002-10,10.499,
2003-01,10.453,
2003-04,10.361,
2003-07,10.305,
2003-10,10.219,
2004-01,10.300,
2004-04,9.979,
2004-07,9.803,
2004-10,9.746,
2005-01,9.559,
2005-04,9.415,
2005-07,9.296,
2005-10,9.225,
2006-01,9.087,
2006-04,9.003,
2006-07,9.032,
2006-10,9.288,
2007-01,9.343,
2007-04,9.396,
2007-07,9.509,
2007-10,9.434,
2008-01,9.513,
2008-04,9.669,
2008-07,9.893,
2008-10,10.020,
2009-01,10.087,
2009-04,10.177,
2009-07,10.361,
2009-10,10.528,
2010-01,10.591,
2010-04,10.671,
2010-07,10.658,
2010-10,10.681,
2011-01,10.729,
2011-04,10.822,
2011-07,10.939,
2011-10,11.081,
2012-01,11.221,
2012-04,11.315,
2012-07,11.369,
2012-10,11.424,
2013-01,11.538,
2013-04,11.760,
2013-07,11.851,
2013-10,11.947,
2014-01,12.025,
2014-04,12.132,
2014-07,12.184,
2014-10,12.105,
