"",BBK01.QUY029,BBK01.QUY029_FLAGS
"",Consolidated German banks: Loans and advances to non- residents / Brazil / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:36:02,
2002-03,10.256,
2002-04,9.157,
2002-05,9.616,
2002-06,9.019,
2002-07,8.857,
2002-08,7.563,
2002-09,7.827,
2002-10,7.564,
2002-11,7.187,
2002-12,6.495,
2003-01,6.495,
2003-02,6.593,
2003-03,6.673,
2003-04,6.580,
2003-05,6.181,
2003-06,6.138,
2003-07,6.187,
2003-08,6.340,
2003-09,5.911,
2003-10,5.951,
2003-11,5.659,
2003-12,5.361,
2004-01,5.128,
2004-02,5.190,
2004-03,5.392,
2004-04,5.291,
2004-05,5.144,
2004-06,5.111,
2004-07,5.004,
2004-08,4.814,
2004-09,4.848,
2004-10,4.810,
2004-11,4.390,
2004-12,4.724,
2005-01,4.750,
2005-02,4.712,
2005-03,4.799,
2005-04,5.555,
2005-05,6.180,
2005-06,6.209,
2005-07,6.040,
2005-08,6.111,
2005-09,6.332,
2005-10,5.899,
2005-11,4.463,
2005-12,4.229,
2006-01,4.073,
2006-02,4.762,
2006-03,4.339,
2006-04,3.907,
2006-05,3.926,
2006-06,3.705,
2006-07,3.753,
2006-08,3.540,
2006-09,3.797,
2006-10,4.410,
2006-11,4.468,
2006-12,4.097,
2007-01,3.864,
2007-02,3.940,
2007-03,4.139,
2007-04,3.956,
2007-05,4.391,
2007-06,4.393,
2007-07,4.445,
2007-08,4.599,
2007-09,4.612,
2007-10,4.514,
2007-11,4.799,
2007-12,4.475,
2008-01,4.403,
2008-02,4.590,
2008-03,4.741,
2008-04,4.829,
2008-05,4.823,
2008-06,4.736,
2008-07,4.882,
2008-08,5.199,
2008-09,5.466,
2008-10,5.326,
2008-11,5.076,
2008-12,4.393,
2009-01,4.519,
2009-02,4.394,
2009-03,4.120,
2009-04,3.978,
2009-05,3.874,
2009-06,3.790,
2009-07,3.952,
2009-08,4.129,
2009-09,4.376,
2009-10,4.439,
2009-11,4.718,
2009-12,5.182,
2010-01,5.286,
2010-02,5.609,
2010-03,6.271,
2010-04,6.017,
2010-05,6.184,
2010-06,6.032,
2010-07,5.755,
2010-08,5.906,
2010-09,5.490,
2010-10,5.337,
2010-11,5.727,
2010-12,6.270,
2011-01,5.436,
2011-02,5.559,
2011-03,5.644,
2011-04,5.797,
2011-05,6.252,
2011-06,6.806,
2011-07,6.399,
2011-08,6.039,
2011-09,7.522,
2011-10,6.789,
2011-11,6.847,
2011-12,6.970,
2012-01,6.618,
2012-02,6.597,
2012-03,6.248,
2012-04,5.919,
2012-05,5.935,
2012-06,5.926,
2012-07,4.607,
2012-08,4.430,
2012-09,4.246,
2012-10,3.421,
2012-11,3.435,
2012-12,3.580,
2013-01,3.721,
2013-02,3.866,
2013-03,4.814,
2013-04,4.116,
2013-05,4.108,
2013-06,3.735,
2013-07,3.657,
2013-08,3.795,
2013-09,3.943,
2013-10,3.755,
2013-11,3.630,
2013-12,4.208,
2014-01,4.409,
2014-02,4.325,
2014-03,4.376,
2014-04,4.310,
2014-05,4.211,
2014-06,3.861,
2014-07,4.290,
2014-08,3.823,
2014-09,4.473,
2014-10,5.010,
