"",BBK01.SUD103,BBK01.SUD103_FLAGS
"",Effective interest rates of German banks / New business / Households' deposits with an agreed maturity of over 1 and up to 2 years,
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:44,
2003-01,3.06,
2003-02,2.89,
2003-03,2.99,
2003-04,3.01,
2003-05,2.69,
2003-06,2.69,
2003-07,2.54,
2003-08,2.59,
2003-09,2.46,
2003-10,2.47,
2003-11,2.52,
2003-12,2.84,
2004-01,2.78,
2004-02,2.41,
2004-03,2.31,
2004-04,2.30,
2004-05,2.33,
2004-06,2.46,
2004-07,2.43,
2004-08,2.50,
2004-09,2.50,
2004-10,2.67,
2004-11,2.41,
2004-12,2.39,
2005-01,2.72,
2005-02,2.52,
2005-03,2.53,
2005-04,2.31,
2005-05,2.20,
2005-06,2.72,
2005-07,2.22,
2005-08,2.37,
2005-09,2.41,
2005-10,2.72,
2005-11,2.77,
2005-12,2.73,
2006-01,2.81,
2006-02,2.72,
2006-03,2.84,
2006-04,3.09,
2006-05,3.14,
2006-06,3.23,
2006-07,3.25,
2006-08,3.40,
2006-09,3.41,
2006-10,3.52,
2006-11,3.54,
2006-12,3.60,
2007-01,3.69,
2007-02,3.89,
2007-03,3.92,
2007-04,3.96,
2007-05,4.02,
2007-06,4.19,
2007-07,4.28,
2007-08,4.29,
2007-09,4.29,
2007-10,4.29,
2007-11,4.33,
2007-12,4.45,
2008-01,4.38,
2008-02,4.14,
2008-03,4.18,
2008-04,4.27,
2008-05,4.37,
2008-06,4.80,
2008-07,4.97,
2008-08,5.00,
2008-09,4.98,
2008-10,4.85,
2008-11,4.88,
2008-12,4.44,
2009-01,4.08,
2009-02,3.37,
2009-03,2.97,
2009-04,2.69,
2009-05,2.17,
2009-06,2.28,
2009-07,2.29,
2009-08,2.14,
2009-09,2.02,
2009-10,1.97,
2009-11,1.92,
2009-12,1.94,
2010-01,1.88,
2010-02,1.87,
2010-03,1.90,
2010-04,1.83,
2010-05,1.78,
2010-06,1.46,
2010-07,2.21,
2010-08,2.35,
2010-09,2.26,
2010-10,2.04,
2010-11,1.80,
2010-12,1.99,
2011-01,2.14,
2011-02,2.21,
2011-03,2.20,
2011-04,2.28,
2011-05,2.31,
2011-06,2.61,
2011-07,2.53,
2011-08,2.50,
2011-09,2.46,
2011-10,2.28,
2011-11,2.17,
2011-12,2.23,
2012-01,2.30,
2012-02,2.33,
2012-03,2.27,
2012-04,2.13,
2012-05,1.99,
2012-06,1.74,
2012-07,2.07,
2012-08,2.09,
2012-09,1.98,
2012-10,1.92,
2012-11,1.95,
2012-12,1.74,
2013-01,1.80,
2013-02,1.45,
2013-03,1.37,
2013-04,1.37,
2013-05,1.47,
2013-06,1.41,
2013-07,1.26,
2013-08,1.17,
2013-09,1.16,
2013-10,1.06,
2013-11,1.09,
2013-12,1.06,
2014-01,1.10,
2014-02,0.99,
2014-03,0.98,
2014-04,1.03,
2014-05,0.92,
2014-06,1.02,
2014-07,0.87,
2014-08,0.96,
2014-09,0.87,
2014-10,0.98,
2014-11,0.90,
2014-12,0.81,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. The effective interest rates are calculated either as annualised agreed interest rates or as narrowly defined effective rates. Both calculation methods cover all interest payments on deposits and loans but not any other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. p = Provisional",
