"",BBNZ1.Q.DE.N.H.0103.A,BBNZ1.Q.DE.N.H.0103.A_FLAGS
"",Germany / National accounts / Use of GDP / Private consumption / Chain-linked index,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:20:31,
1991-01,79.19,
1991-04,81.67,
1991-07,79.75,
1991-10,85.57,
1992-01,81.53,
1992-04,82.73,
1992-07,83.02,
1992-10,89.75,
1993-01,81.44,
1993-04,83.53,
1993-07,84.59,
1993-10,89.53,
1994-01,83.99,
1994-04,85.01,
1994-07,86.18,
1994-10,90.70,
1995-01,85.00,
1995-04,87.87,
1995-07,88.07,
1995-10,91.73,
1996-01,86.49,
1996-04,88.34,
1996-07,89.31,
1996-10,92.97,
1997-01,86.65,
1997-04,89.98,
1997-07,89.62,
1997-10,93.76,
1998-01,87.81,
1998-04,89.72,
1998-07,91.24,
1998-10,95.65,
1999-01,90.17,
1999-04,92.15,
1999-07,93.35,
1999-10,98.16,
2000-01,91.97,
2000-04,95.30,
2000-07,96.01,
2000-10,98.36,
2001-01,93.91,
2001-04,96.66,
2001-07,97.29,
2001-10,99.99,
2002-01,92.70,
2002-04,95.38,
2002-07,96.81,
2002-10,99.88,
2003-01,92.86,
2003-04,96.09,
2003-07,97.06,
2003-10,99.18,
2004-01,93.96,
2004-04,96.45,
2004-07,97.36,
2004-10,100.45,
2005-01,93.48,
2005-04,97.69,
2005-07,98.34,
2005-10,100.19,
2006-01,95.08,
2006-04,98.49,
2006-07,99.53,
2006-10,102.56,
2007-01,95.11,
2007-04,98.70,
2007-07,99.93,
2007-10,101.66,
2008-01,95.81,
2008-04,99.76,
2008-07,100.55,
2008-10,101.36,
2009-01,96.11,
2009-04,99.91,
2009-07,100.07,
2009-10,101.51,
2010-01,95.94,
2010-04,99.63,
2010-07,101.26,
2010-10,103.17,
2011-01,98.35,
2011-04,101.97,
2011-07,103.93,
2011-10,104.89,
2012-01,99.85,
2012-04,102.66,
2012-07,104.07,
2012-10,105.26,
2013-01,99.42,
2013-04,103.73,
2013-07,106.10,
2013-10,105.97,
2014-01,100.38,
2014-04,104.52,
2014-07,107.31,
2014-10,107.82,
