"",BBK01.QUX613,BBK01.QUX613_FLAGS
"",Consolidated German banks: Loans and advances to non- residents / Lithuania / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:04,
2002-03,0.275,
2002-04,0.601,
2002-05,0.597,
2002-06,0.539,
2002-07,0.524,
2002-08,0.538,
2002-09,0.565,
2002-10,0.585,
2002-11,0.589,
2002-12,0.658,
2003-01,0.584,
2003-02,0.674,
2003-03,0.661,
2003-04,0.687,
2003-05,0.684,
2003-06,0.676,
2003-07,0.770,
2003-08,0.822,
2003-09,0.833,
2003-10,0.925,
2003-11,0.946,
2003-12,0.938,
2004-01,0.967,
2004-02,1.002,
2004-03,1.018,
2004-04,1.051,
2004-05,1.064,
2004-06,1.051,
2004-07,1.067,
2004-08,1.127,
2004-09,1.231,
2004-10,1.206,
2004-11,1.262,
2004-12,1.407,
2005-01,1.399,
2005-02,1.330,
2005-03,1.367,
2005-04,1.358,
2005-05,1.415,
2005-06,1.465,
2005-07,1.474,
2005-08,1.514,
2005-09,1.510,
2005-10,1.569,
2005-11,1.734,
2005-12,0.397,
2006-01,0.512,
2006-02,0.424,
2006-03,0.417,
2006-04,0.482,
2006-05,0.566,
2006-06,0.489,
2006-07,0.514,
2006-08,0.555,
2006-09,0.582,
2006-10,0.651,
2006-11,0.646,
2006-12,0.666,
2007-01,0.752,
2007-02,0.735,
2007-03,0.688,
2007-04,0.676,
2007-05,0.787,
2007-06,0.732,
2007-07,0.840,
2007-08,1.212,
2007-09,1.139,
2007-10,1.086,
2007-11,0.933,
2007-12,1.058,
2008-01,0.985,
2008-02,1.036,
2008-03,1.174,
2008-04,1.269,
2008-05,1.221,
2008-06,1.202,
2008-07,1.164,
2008-08,1.107,
2008-09,1.208,
2008-10,1.209,
2008-11,1.092,
2008-12,1.145,
2009-01,1.127,
2009-02,1.170,
2009-03,1.170,
2009-04,1.191,
2009-05,1.165,
2009-06,1.153,
2009-07,1.088,
2009-08,1.112,
2009-09,1.096,
2009-10,1.135,
2009-11,1.075,
2009-12,1.056,
2010-01,1.023,
2010-02,1.142,
2010-03,1.015,
2010-04,0.923,
2010-05,0.831,
2010-06,0.862,
2010-07,0.887,
2010-08,0.890,
2010-09,0.800,
2010-10,0.737,
2010-11,0.744,
2010-12,0.164,
2011-01,0.150,
2011-02,0.148,
2011-03,0.143,
2011-04,0.155,
2011-05,0.157,
2011-06,0.172,
2011-07,0.176,
2011-08,0.181,
2011-09,0.165,
2011-10,0.148,
2011-11,0.148,
2011-12,0.131,
2012-01,0.139,
2012-02,0.133,
2012-03,0.116,
2012-04,0.116,
2012-05,0.121,
2012-06,0.077,
2012-07,0.079,
2012-08,0.081,
2012-09,0.082,
2012-10,0.080,
2012-11,0.058,
2012-12,0.083,
2013-01,0.057,
2013-02,0.079,
2013-03,0.078,
2013-04,0.081,
2013-05,0.079,
2013-06,0.084,
2013-07,0.052,
2013-08,0.052,
2013-09,0.067,
2013-10,0.045,
2013-11,0.092,
2013-12,0.086,
2014-01,0.098,
2014-02,0.100,
2014-03,0.088,
2014-04,0.094,
2014-05,0.097,
2014-06,0.098,
2014-07,0.099,
2014-08,0.096,
2014-09,0.103,
2014-10,0.103,
