"",BBK01.QUK781,BBK01.QUK781_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Slovak Republic / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:31:14,
2002-03,0.213,
2002-04,0.448,
2002-05,0.466,
2002-06,0.122,
2002-07,0.283,
2002-08,0.426,
2002-09,0.283,
2002-10,0.459,
2002-11,0.125,
2002-12,0.235,
2003-01,0.164,
2003-02,0.172,
2003-03,0.157,
2003-04,0.132,
2003-05,0.126,
2003-06,0.176,
2003-07,0.227,
2003-08,0.188,
2003-09,0.317,
2003-10,0.300,
2003-11,0.258,
2003-12,0.445,
2004-01,0.375,
2004-02,0.466,
2004-03,0.513,
2004-04,0.584,
2004-05,0.588,
2004-06,0.595,
2004-07,0.710,
2004-08,0.694,
2004-09,0.752,
2004-10,0.730,
2004-11,0.908,
2004-12,0.814,
2005-01,1.022,
2005-02,1.106,
2005-03,1.323,
2005-04,1.277,
2005-05,1.123,
2005-06,1.130,
2005-07,0.872,
2005-08,1.053,
2005-09,1.000,
2005-10,1.131,
2005-11,1.154,
2005-12,0.443,
2006-01,0.404,
2006-02,0.451,
2006-03,0.301,
2006-04,0.274,
2006-05,0.197,
2006-06,0.245,
2006-07,0.238,
2006-08,0.177,
2006-09,0.146,
2006-10,0.164,
2006-11,0.245,
2006-12,0.259,
2007-01,0.278,
2007-02,0.276,
2007-03,0.221,
2007-04,0.231,
2007-05,0.215,
2007-06,0.372,
2007-07,0.241,
2007-08,0.269,
2007-09,0.289,
2007-10,0.309,
2007-11,0.209,
2007-12,0.299,
2008-01,0.293,
2008-02,0.225,
2008-03,0.172,
2008-04,0.234,
2008-05,0.259,
2008-06,0.261,
2008-07,0.250,
2008-08,0.252,
2008-09,0.268,
2008-10,0.240,
2008-11,0.405,
2008-12,0.367,
2009-01,0.139,
2009-02,0.324,
2009-03,0.206,
2009-04,0.186,
2009-05,0.122,
2009-06,0.160,
2009-07,0.156,
2009-08,0.157,
2009-09,0.151,
2009-10,0.124,
2009-11,0.119,
2009-12,0.118,
2010-01,0.120,
2010-02,0.127,
2010-03,0.135,
2010-04,0.137,
2010-05,0.148,
2010-06,0.140,
2010-07,0.127,
2010-08,0.138,
2010-09,0.126,
2010-10,0.127,
2010-11,0.119,
2010-12,0.113,
2011-01,0.121,
2011-02,0.064,
2011-03,0.069,
2011-04,0.128,
2011-05,0.123,
2011-06,0.108,
2011-07,0.111,
2011-08,0.108,
2011-09,0.048,
2011-10,0.044,
2011-11,0.235,
2011-12,0.226,
2012-01,0.437,
2012-02,0.314,
2012-03,0.889,
2012-04,0.754,
2012-05,0.940,
2012-06,0.874,
2012-07,1.051,
2012-08,1.117,
2012-09,1.497,
2012-10,1.930,
2012-11,1.648,
2012-12,1.306,
2013-01,1.191,
2013-02,0.899,
2013-03,1.259,
2013-04,1.203,
2013-05,1.230,
2013-06,1.632,
2013-07,1.163,
2013-08,1.115,
2013-09,1.015,
2013-10,1.011,
2013-11,0.999,
2013-12,0.128,
2014-01,0.525,
2014-02,1.389,
2014-03,2.193,
2014-04,0.973,
2014-05,0.198,
2014-06,1.363,
2014-07,1.532,
2014-08,1.407,
2014-09,1.464,
2014-10,1.523,
