"",BBK01.QUX060,BBK01.QUX060_FLAGS
"",All foreign subsidiaries: Short-term loans and advances to non-residents / Curacao / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:20:40,
2001-12,0.084,
2002-01,0.102,
2002-02,0.216,
2002-03,0.078,
2002-04,0.095,
2002-05,0.070,
2002-06,0.077,
2002-07,0.087,
2002-08,0.118,
2002-09,0.059,
2002-10,0.034,
2002-11,0.044,
2002-12,0.046,
2003-01,0.103,
2003-02,0.197,
2003-03,0.107,
2003-04,0.115,
2003-05,0.036,
2003-06,0.112,
2003-07,0.127,
2003-08,0.121,
2003-09,0.083,
2003-10,0.102,
2003-11,0.108,
2003-12,0.128,
2004-01,0.108,
2004-02,0.106,
2004-03,0.151,
2004-04,0.138,
2004-05,0.078,
2004-06,0.084,
2004-07,0.085,
2004-08,0.083,
2004-09,0.074,
2004-10,0.072,
2004-11,0.036,
2004-12,0.086,
2005-01,0.074,
2005-02,0.088,
2005-03,0.085,
2005-04,0.108,
2005-05,0.147,
2005-06,0.113,
2005-07,0.121,
2005-08,0.148,
2005-09,0.161,
2005-10,0.199,
2005-11,0.183,
2005-12,0.228,
2006-01,0.214,
2006-02,0.228,
2006-03,0.103,
2006-04,0.091,
2006-05,0.026,
2006-06,0.027,
2006-07,0.020,
2006-08,0.027,
2006-09,0.176,
2006-10,0.028,
2006-11,0.028,
2006-12,0.027,
2007-01,0.027,
2007-02,0.175,
2007-03,0.027,
2007-04,0.007,
2007-05,0.033,
2007-06,0.032,
2007-07,0.030,
2007-08,0.031,
2007-09,0.002,
2007-10,0.005,
2007-11,0.024,
2007-12,0.018,
2008-01,0.019,
2008-02,0.018,
2008-03,0.016,
2008-04,0.016,
2008-05,0.018,
2008-06,0.019,
2008-07,0.018,
2008-08,0.018,
2008-09,0.019,
2008-10,0.024,
2008-11,0.020,
2008-12,0.009,
2009-01,0.009,
2009-02,0.011,
2009-03,0.012,
2009-04,0.011,
2009-05,0.012,
2009-06,0.034,
2009-07,0.031,
2009-08,0.035,
2009-09,0.045,
2009-10,0.030,
2009-11,0.026,
2009-12,0.009,
2010-01,0.005,
2010-02,0.005,
2010-03,0.007,
2010-04,0.007,
2010-05,0.009,
2010-06,0.012,
2010-07,0.011,
2010-08,0.011,
2010-09,0.012,
2010-10,0.011,
2010-11,0.013,
2010-12,0.016,
2011-01,0.012,
2011-02,0.010,
2011-03,0.010,
2011-04,0.010,
2011-05,0.011,
2011-06,0.008,
2011-07,0.008,
2011-08,0.008,
2011-09,0.010,
2011-10,0.010,
2011-11,0.010,
2011-12,0.013,
2012-01,0.013,
2012-02,0.013,
2012-03,0.015,
2012-04,0.011,
2012-05,0.011,
2012-06,0.011,
2012-07,0.012,
2012-08,0.019,
2012-09,0.019,
2012-10,0.017,
2012-11,0.020,
2012-12,0.018,
2013-01,0.020,
2013-02,0.020,
2013-03,0.023,
2013-04,0.023,
2013-05,0.023,
2013-06,0.025,
2013-07,0.023,
2013-08,0.023,
2013-09,0.015,
2013-10,0.014,
2013-11,0.014,
2013-12,0.016,
2014-01,0.013,
2014-02,0.013,
2014-03,0.010,
2014-04,0.011,
2014-05,0.011,
2014-06,0.012,
2014-07,0.012,
2014-08,0.012,
2014-09,0.014,
2014-10,0.014,
2014-11,0.015,
