"",BBK01.OEHB17Q,BBK01.OEHB17Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:36:51,
2002-01,12.120,
2002-04,12.151,
2002-07,12.182,
2002-10,12.271,
2003-01,12.277,
2003-04,12.250,
2003-07,12.316,
2003-10,12.320,
2004-01,12.224,
2004-04,12.188,
2004-07,12.186,
2004-10,12.170,
2005-01,12.073,
2005-04,12.000,
2005-07,12.049,
2005-10,12.034,
2006-01,11.971,
2006-04,11.938,
2006-07,11.923,
2006-10,11.858,
2007-01,11.706,
2007-04,11.665,
2007-07,11.593,
2007-10,11.523,
2008-01,11.427,
2008-04,11.370,
2008-07,11.244,
2008-10,11.161,
2009-01,11.142,
2009-04,11.119,
2009-07,11.153,
2009-10,11.104,
2010-01,11.075,
2010-04,11.130,
2010-07,11.210,
2010-10,11.241,
2011-01,11.209,
2011-04,11.227,
2011-07,11.233,
2011-10,11.204,
2012-01,11.168,
2012-04,11.204,
2012-07,11.280,
2012-10,11.269,
2013-01,11.270,
2013-04,11.280,
2013-07,11.339,
2013-10,11.337,
2014-01,11.293,
2014-04,11.295,
2014-07,11.354,
