"",BBK01.QUX367,BBK01.QUX367_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Portugal / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-09 15:26:21,
2002-03,22.278,
2002-04,21.038,
2002-05,22.249,
2002-06,21.612,
2002-07,22.451,
2002-08,22.162,
2002-09,22.575,
2002-10,22.409,
2002-11,23.351,
2002-12,22.242,
2003-01,23.053,
2003-02,22.171,
2003-03,22.286,
2003-04,21.857,
2003-05,22.167,
2003-06,22.564,
2003-07,21.831,
2003-08,22.143,
2003-09,22.689,
2003-10,21.852,
2003-11,21.136,
2003-12,20.980,
2004-01,24.956,
2004-02,21.659,
2004-03,21.297,
2004-04,21.416,
2004-05,22.018,
2004-06,22.743,
2004-07,22.504,
2004-08,21.566,
2004-09,21.913,
2004-10,23.070,
2004-11,22.734,
2004-12,23.294,
2005-01,21.906,
2005-02,22.828,
2005-03,23.196,
2005-04,22.798,
2005-05,23.147,
2005-06,22.474,
2005-07,23.256,
2005-08,23.500,
2005-09,25.187,
2005-10,24.689,
2005-11,25.490,
2005-12,26.001,
2006-01,25.689,
2006-02,24.337,
2006-03,25.626,
2006-04,25.207,
2006-05,25.543,
2006-06,24.664,
2006-07,24.969,
2006-08,25.106,
2006-09,25.805,
2006-10,25.702,
2006-11,25.806,
2006-12,28.653,
2007-01,27.354,
2007-02,27.290,
2007-03,27.776,
2007-04,27.193,
2007-05,27.958,
2007-06,29.032,
2007-07,28.822,
2007-08,28.488,
2007-09,28.418,
2007-10,29.437,
2007-11,28.409,
2007-12,30.151,
2008-01,32.747,
2008-02,32.492,
2008-03,31.992,
2008-04,31.771,
2008-05,33.507,
2008-06,32.708,
2008-07,33.143,
2008-08,32.732,
2008-09,33.463,
2008-10,33.721,
2008-11,32.832,
2008-12,31.977,
2009-01,31.993,
2009-02,31.871,
2009-03,31.697,
2009-04,30.894,
2009-05,31.078,
2009-06,31.541,
2009-07,31.535,
2009-08,31.573,
2009-09,32.278,
2009-10,32.577,
2009-11,33.186,
2009-12,32.883,
2010-01,33.341,
2010-02,33.775,
2010-03,33.028,
2010-04,34.821,
2010-05,30.755,
2010-06,30.346,
2010-07,29.698,
2010-08,28.685,
2010-09,29.284,
2010-10,29.031,
2010-11,28.658,
2010-12,27.260,
2011-01,26.855,
2011-02,27.275,
2011-03,27.353,
2011-04,26.483,
2011-05,25.426,
2011-06,24.802,
2011-07,24.247,
2011-08,23.042,
2011-09,22.213,
2011-10,22.225,
2011-11,23.995,
2011-12,23.350,
2012-01,22.765,
2012-02,22.156,
2012-03,20.373,
2012-04,19.774,
2012-05,19.863,
2012-06,19.033,
2012-07,18.452,
2012-08,18.189,
2012-09,17.999,
2012-10,17.130,
2012-11,16.855,
2012-12,16.424,
2013-01,17.568,
2013-02,17.175,
2013-03,16.534,
2013-04,16.324,
2013-05,16.140,
2013-06,15.807,
2013-07,15.190,
2013-08,15.415,
2013-09,16.586,
2013-10,15.907,
2013-11,15.885,
2013-12,15.962,
2014-01,16.104,
2014-02,15.948,
2014-03,16.059,
2014-04,15.858,
2014-05,16.040,
2014-06,15.657,
2014-07,15.209,
2014-08,15.049,
2014-09,15.193,
2014-10,14.623,
2014-11,14.781,
