"",BBK01.OUB179,BBK01.OUB179_FLAGS
"",Liabilities vis-à-vis non-banks (non-MFIs) arising from repurchase agreements (repos) / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:16:44,
1999-01,11.619,
1999-02,12.399,
1999-03,13.157,
1999-04,13.245,
1999-05,12.062,
1999-06,10.816,
1999-07,10.584,
1999-08,10.823,
1999-09,11.676,
1999-10,11.955,
1999-11,13.347,
1999-12,7.906,
2000-01,14.156,
2000-02,13.422,
2000-03,13.011,
2000-04,13.220,
2000-05,17.991,
2000-06,8.901,
2000-07,9.928,
2000-08,12.712,
2000-09,10.068,
2000-10,12.382,
2000-11,14.359,
2000-12,7.630,
2001-01,20.519,
2001-02,22.154,
2001-03,23.331,
2001-04,36.438,
2001-05,42.061,
2001-06,20.385,
2001-07,34.923,
2001-08,35.092,
2001-09,28.453,
2001-10,42.954,
2001-11,38.518,
2001-12,26.849,
2002-01,31.343,
2002-02,37.056,
2002-03,32.406,
2002-04,32.923,
2002-05,36.980,
2002-06,26.723,
2002-07,26.106,
2002-08,32.338,
2002-09,38.450,
2002-10,37.086,
2002-11,42.006,
2002-12,29.195,
2003-01,41.373,
2003-02,46.667,
2003-03,54.926,
2003-04,54.453,
2003-05,55.422,
2003-06,48.821,
2003-07,57.976,
2003-08,51.703,
2003-09,64.495,
2003-10,62.295,
2003-11,69.237,
2003-12,47.677,
2004-01,60.026,
2004-02,75.834,
2004-03,72.883,
2004-04,73.905,
2004-05,65.389,
2004-06,57.047,
2004-07,62.909,
2004-08,66.359,
2004-09,72.164,
2004-10,76.851,
2004-11,87.399,
2004-12,74.791,
2005-01,100.651,
2005-02,112.372,
2005-03,93.758,
2005-04,115.333,
2005-05,103.057,
2005-06,84.308,
2005-07,86.283,
2005-08,85.464,
2005-09,91.727,
2005-10,97.431,
2005-11,107.167,
2005-12,87.516,
2006-01,115.254,
2006-02,103.040,
2006-03,106.127,
2006-04,103.300,
2006-05,111.258,
2006-06,106.326,
2006-07,102.538,
2006-08,114.536,
2006-09,111.938,
2006-10,105.903,
2006-11,102.066,
2006-12,88.890,
2007-01,99.394,
2007-02,107.422,
2007-03,97.774,
2007-04,100.978,
2007-05,117.925,
2007-06,110.468,
2007-07,91.344,
2007-08,92.965,
2007-09,90.046,
2007-10,83.143,
2007-11,104.378,
2007-12,73.826,
2008-01,98.269,
2008-02,111.838,
2008-03,107.550,
2008-04,115.806,
2008-05,102.898,
2008-06,84.428,
2008-07,97.368,
2008-08,102.601,
2008-09,85.201,
2008-10,87.423,
2008-11,81.755,
2008-12,68.506,
2009-01,62.800,
2009-02,60.869,
2009-03,56.146,
2009-04,67.987,
2009-05,66.365,
2009-06,66.400,
2009-07,65.155,
2009-08,44.656,
2009-09,50.579,
2009-10,63.129,
2009-11,65.904,
2009-12,48.899,
2010-01,48.061,
2010-02,55.273,
2010-03,55.262,
2010-04,78.890,
2010-05,94.492,
2010-06,75.736,
2010-07,78.004,
2010-08,85.898,
2010-09,71.090,
2010-10,80.028,
2010-11,91.452,
2010-12,56.924,
2011-01,61.273,
2011-02,80.491,
2011-03,58.459,
2011-04,83.123,
2011-05,93.278,
2011-06,93.649,
2011-07,76.539,
2011-08,87.416,
2011-09,87.182,
2011-10,95.860,
2011-11,95.256,
2011-12,84.643,
2012-01,70.121,
2012-02,82.102,
2012-03,86.479,
2012-04,93.508,
2012-05,97.924,
2012-06,82.592,
2012-07,99.923,
2012-08,110.726,
2012-09,94.584,
2012-10,101.160,
2012-11,106.612,
2012-12,67.800,
2013-01,84.205,
2013-02,101.834,
2013-03,85.816,
2013-04,106.606,
2013-05,117.053,
2013-06,118.225,
2013-07,107.092,
2013-08,54.397,
2013-09,44.414,
2013-10,52.896,
2013-11,56.437,
2013-12,60.823,
2014-01,60.124,
2014-02,62.409,
2014-03,55.331,
2014-04,55.386,
2014-05,59.014,
2014-06,53.424,
2014-07,68.945,
2014-08,63.292,
2014-09,56.651,
2014-10,59.828,
2014-11,53.576,
2014-12,29.656,Provisional value
"","General: Included in fixed-term deposits; surveyed separately only from 1999 onwards. Owing to the treatment of statistical breaks and revisions in the time series, see the section headed ""Data interpretation"" in the ""General notes"".",
