"",BBK01.OUZ037,BBK01.OUZ037_FLAGS
"","Unsecuritised lending to banks (MFIs)(incl. Postal giro account balances, total, Commercial banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:55:57,
1999-01,503.245,
1999-02,480.846,
1999-03,450.798,
1999-04,469.718,
1999-05,465.751,
1999-06,464.925,
1999-07,470.148,
1999-08,473.077,
1999-09,438.272,
1999-10,451.829,
1999-11,466.887,
1999-12,406.230,
2000-01,452.751,
2000-02,467.002,
2000-03,716.396,
2000-04,754.511,
2000-05,749.120,
2000-06,690.915,
2000-07,446.746,
2000-08,466.686,
2000-09,452.691,
2000-10,494.899,
2000-11,515.112,
2000-12,474.200,
2001-01,486.112,
2001-02,529.776,
2001-03,505.805,
2001-04,535.546,
2001-05,546.395,
2001-06,526.935,
2001-07,535.747,
2001-08,578.164,
2001-09,586.541,
2001-10,590.686,
2001-11,595.214,
2001-12,572.370,
2002-01,568.538,
2002-02,555.894,
2002-03,539.473,
2002-04,520.359,
2002-05,526.427,
2002-06,488.572,
2002-07,506.372,
2002-08,496.948,
2002-09,510.687,
2002-10,512.759,
2002-11,538.036,
2002-12,515.631,
2003-01,554.113,
2003-02,528.731,
2003-03,509.983,
2003-04,499.594,
2003-05,535.978,
2003-06,517.668,
2003-07,513.191,
2003-08,525.072,
2003-09,518.087,
2003-10,523.087,
2003-11,526.784,
2003-12,512.640,
2004-01,549.093,
2004-02,539.971,
2004-03,539.125,
2004-04,565.341,
2004-05,572.536,
2004-06,545.481,
2004-07,559.435,
2004-08,552.731,
2004-09,563.223,
2004-10,573.496,
2004-11,587.354,
2004-12,601.208,
2005-01,612.491,
2005-02,638.471,
2005-03,623.314,
2005-04,647.712,
2005-05,644.175,
2005-06,624.607,
2005-07,935.259,
2005-08,617.891,
2005-09,616.881,
2005-10,645.446,
2005-11,667.213,
2005-12,593.290,
2006-01,643.233,
2006-02,658.089,
2006-03,647.639,
2006-04,668.176,
2006-05,675.179,
2006-06,615.001,
2006-07,641.221,
2006-08,644.251,
2006-09,594.721,
2006-10,619.944,
2006-11,649.248,
2006-12,631.094,
2007-01,676.874,
2007-02,673.114,
2007-03,670.026,
2007-04,711.032,
2007-05,719.185,
2007-06,704.524,
2007-07,734.988,
2007-08,718.341,
2007-09,710.163,
2007-10,729.615,
2007-11,730.139,
2007-12,741.837,
2008-01,734.343,
2008-02,741.123,
2008-03,742.933,
2008-04,773.107,
2008-05,760.466,
2008-06,718.844,
2008-07,728.731,
2008-08,737.789,
2008-09,786.233,
2008-10,848.890,
2008-11,824.028,
2008-12,748.398,
2009-01,801.054,
2009-02,781.758,
2009-03,717.747,
2009-04,733.226,
2009-05,697.240,
2009-06,722.822,
2009-07,732.240,
2009-08,721.834,
2009-09,664.079,
2009-10,711.846,
2009-11,711.662,
2009-12,679.175,
2010-01,734.218,
2010-02,753.684,
2010-03,723.942,
2010-04,773.926,
2010-05,891.196,
2010-06,823.121,
2010-07,803.752,
2010-08,834.088,
2010-09,794.400,
2010-10,817.427,
2010-11,835.255,
2010-12,780.342,
2011-01,802.014,
2011-02,806.326,
2011-03,763.897,
2011-04,811.046,
2011-05,799.076,
2011-06,769.852,
2011-07,775.726,
2011-08,816.508,
2011-09,874.989,
2011-10,888.406,
2011-11,928.869,
2011-12,854.185,
2012-01,973.757,
2012-02,1035.092,
2012-03,1041.074,
2012-04,1110.100,
2012-05,1113.719,
2012-06,1046.309,
2012-07,972.149,
2012-08,985.670,
2012-09,944.204,
2012-10,912.915,
2012-11,899.553,
2012-12,856.267,
2013-01,838.242,
2013-02,867.523,
2013-03,842.390,
2013-04,839.395,
2013-05,832.586,
2013-06,826.868,
2013-07,802.049,
2013-08,842.135,
2013-09,821.228,
2013-10,844.427,
2013-11,842.896,
2013-12,757.340,
2014-01,803.898,
2014-02,833.475,
2014-03,785.888,
2014-04,777.226,
2014-05,807.540,
2014-06,764.381,
2014-07,799.563,
2014-08,819.576,
2014-09,763.507,
2014-10,792.259,
2014-11,776.932,
