"",BBK01.RJ5693,BBK01.RJ5693_FLAGS
"",,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2014-04-30 10:22:27,
1989,.,No value available
1990,.,No value available
1991,0.0,
1992,0.1,
1993,0.1,
1994,0.1,
1995,0.2,
1996,0.2,
1997,0.5,
1998,0.9,
1999,0.9,
2000,1.3,
2001,1.8,
2002,2.3,
2003,2.1,
2004,2.6,
2005,7.0,
2006,9.4,
2007,13.4,
2008,16.4,
2009,13.9,
2010,15.1,
2011,18.1,
2012,19.9,
