"",BBK01.QUX463,BBK01.QUX463_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Ghana / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:34:20,
2002-03,0.182,
2002-04,0.181,
2002-05,0.180,
2002-06,0.180,
2002-07,0.182,
2002-08,0.184,
2002-09,0.185,
2002-10,0.187,
2002-11,0.188,
2002-12,0.194,
2003-01,0.196,
2003-02,0.196,
2003-03,0.196,
2003-04,0.196,
2003-05,0.198,
2003-06,0.201,
2003-07,0.201,
2003-08,0.202,
2003-09,0.201,
2003-10,0.204,
2003-11,0.206,
2003-12,0.207,
2004-01,0.208,
2004-02,0.209,
2004-03,0.204,
2004-04,0.206,
2004-05,0.210,
2004-06,0.212,
2004-07,0.216,
2004-08,0.219,
2004-09,0.221,
2004-10,0.220,
2004-11,0.223,
2004-12,0.224,
2005-01,0.227,
2005-02,0.227,
2005-03,0.228,
2005-04,0.060,
2005-05,0.060,
2005-06,0.059,
2005-07,0.060,
2005-08,0.060,
2005-09,0.061,
2005-10,0.060,
2005-11,0.061,
2005-12,0.018,
2006-01,0.018,
2006-02,0.018,
2006-03,0.019,
2006-04,0.019,
2006-05,0.019,
2006-06,0.019,
2006-07,0.019,
2006-08,0.020,
2006-09,0.020,
2006-10,0.022,
2006-11,0.022,
2006-12,0.036,
2007-01,0.042,
2007-02,0.042,
2007-03,0.044,
2007-04,0.044,
2007-05,0.046,
2007-06,0.054,
2007-07,0.055,
2007-08,0.059,
2007-09,0.064,
2007-10,0.064,
2007-11,0.067,
2007-12,0.071,
2008-01,0.072,
2008-02,0.064,
2008-03,0.063,
2008-04,0.062,
2008-05,0.064,
2008-06,0.066,
2008-07,0.071,
2008-08,0.072,
2008-09,0.072,
2008-10,0.076,
2008-11,0.080,
2008-12,0.082,
2009-01,0.083,
2009-02,0.084,
2009-03,0.081,
2009-04,0.082,
2009-05,0.082,
2009-06,0.081,
2009-07,0.086,
2009-08,0.061,
2009-09,0.059,
2009-10,0.063,
2009-11,0.060,
2009-12,0.060,
2010-01,0.060,
2010-02,0.060,
2010-03,0.071,
2010-04,0.069,
2010-05,0.075,
2010-06,0.078,
2010-07,0.070,
2010-08,0.068,
2010-09,0.071,
2010-10,0.070,
2010-11,0.067,
2010-12,0.069,
2011-01,0.068,
2011-02,0.071,
2011-03,0.078,
2011-04,0.077,
2011-05,0.075,
2011-06,0.074,
2011-07,0.077,
2011-08,0.075,
2011-09,0.077,
2011-10,0.091,
2011-11,0.104,
2011-12,0.105,
2012-01,0.130,
2012-02,0.130,
2012-03,0.132,
2012-04,0.117,
2012-05,0.121,
2012-06,0.123,
2012-07,0.124,
2012-08,0.122,
2012-09,0.126,
2012-10,0.127,
2012-11,0.129,
2012-12,0.129,
2013-01,0.151,
2013-02,0.148,
2013-03,0.155,
2013-04,0.150,
2013-05,0.157,
2013-06,0.156,
2013-07,0.157,
2013-08,0.161,
2013-09,0.157,
2013-10,0.160,
2013-11,0.158,
2013-12,0.158,
2014-01,0.159,
2014-02,0.159,
2014-03,0.166,
2014-04,0.164,
2014-05,0.175,
2014-06,0.172,
2014-07,0.176,
2014-08,0.175,
2014-09,0.169,
2014-10,0.193,
