"",BBK01.TXI381,BBK01.TXI381_FLAGS
"",DEPOSITS OF GENERAL GOVERNMENT / OTHER GENERAL GOVERNMENT / WITH AGREED MATURITIES OF OVER 2 YEARS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:35,
1980-01,34379,
1980-02,34770,
1980-03,34823,
1980-04,34862,
1980-05,35219,
1980-06,35263,
1980-07,35573,
1980-08,35903,
1980-09,36076,
1980-10,36254,
1980-11,36562,
1980-12,38036,
1981-01,38061,
1981-02,38362,
1981-03,38430,
1981-04,38618,
1981-05,38972,
1981-06,38950,
1981-07,39125,
1981-08,39554,
1981-09,39713,
1981-10,39852,
1981-11,40097,
1981-12,40122,
1982-01,40182,
1982-02,40242,
1982-03,40134,
1982-04,40228,
1982-05,40524,
1982-06,40355,
1982-07,38363,
1982-08,38570,
1982-09,38528,
1982-10,38705,
1982-11,39009,
1982-12,39335,
1983-01,39393,
1983-02,39711,
1983-03,39735,
1983-04,39946,
1983-05,40375,
1983-06,40480,
1983-07,40683,
1983-08,40848,
1983-09,40866,
1983-10,41317,
1983-11,41513,
1983-12,41731,
1984-01,41668,
1984-02,41937,
1984-03,41972,
1984-04,42191,
1984-05,42351,
1984-06,42363,
1984-07,42476,
1984-08,42735,
1984-09,42758,
1984-10,43255,
1984-11,43493,
1984-12,43822,
1985-01,44394,
1985-02,44594,
1985-03,44747,
1985-04,44977,
1985-05,45172,
1985-06,45192,
1985-07,45392,
1985-08,45783,
1985-09,45790,
1985-10,46228,
1985-11,46514,
1985-12,46761,
1986-01,47009,
1986-02,47373,
1986-03,47261,
1986-04,47461,
1986-05,47613,
1986-06,47592,
1986-07,47755,
1986-08,48027,
1986-09,47981,
1986-10,48349,
1986-11,48587,
1986-12,48771,
1987-01,49272,
1987-02,49466,
1987-03,49432,
1987-04,49703,
1987-05,49890,
1987-06,49873,
1987-07,50047,
1987-08,50377,
1987-09,50372,
1987-10,50605,
1987-11,50847,
1987-12,50802,
1988-01,50936,
1988-02,51097,
1988-03,50997,
1988-04,51149,
1988-05,51369,
1988-06,51243,
1988-07,51402,
1988-08,51808,
1988-09,51840,
1988-10,52094,
1988-11,52303,
1988-12,52412,
1989-01,52459,
1989-02,52622,
1989-03,51792,
1989-04,52038,
1989-05,52304,
1989-06,52281,
1989-07,52396,
1989-08,52731,
1989-09,52683,
1989-10,52958,
1989-11,53128,
1989-12,53354,
1990-01,53415,
1990-02,53350,
1990-03,53359,
1990-04,53482,
1990-05,53732,
1990-06,53756,
1990-07,53798,
1990-08,54070,
1990-09,54081,
1990-10,54362,
1990-11,54570,
1990-12,54674,
1991-01,54184,
1991-02,54145,
1991-03,54248,
1991-04,54514,
1991-05,54655,
1991-06,54669,
1991-07,54743,
1991-08,54893,
1991-09,54802,
1991-10,55049,
1991-11,55219,
1991-12,55409,
1992-01,55754,
1992-02,55785,
