"",BBDE1.M.DE.W.AEA1.P2XF13010.B2.V.I10.A,BBDE1.M.DE.W.AEA1.P2XF13010.B2.V.I10.A_FLAGS
"","Orders received / At current prices, flows / Germany / Public sector construction and road construction / Calendar adjusted only",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 08:07:22,
1991-01,64.2,
1991-02,81.0,
1991-03,122.1,
1991-04,110.3,
1991-05,111.8,
1991-06,149.8,
1991-07,131.3,
1991-08,129.0,
1991-09,153.7,
1991-10,131.2,
1991-11,108.1,
1991-12,114.6,
1992-01,79.7,
1992-02,93.6,
1992-03,135.6,
1992-04,129.3,
1992-05,135.4,
1992-06,150.4,
1992-07,133.9,
1992-08,126.5,
1992-09,157.1,
1992-10,141.5,
1992-11,109.6,
1992-12,121.6,
1993-01,85.6,
1993-02,96.4,
1993-03,146.2,
1993-04,126.4,
1993-05,132.8,
1993-06,151.0,
1993-07,141.4,
1993-08,140.6,
1993-09,155.8,
1993-10,148.9,
1993-11,117.2,
1993-12,122.2,
1994-01,93.2,
1994-02,99.0,
1994-03,142.7,
1994-04,131.7,
1994-05,143.0,
1994-06,156.4,
1994-07,150.1,
1994-08,151.4,
1994-09,167.2,
1994-10,150.1,
1994-11,122.4,
1994-12,115.1,
1995-01,90.4,
1995-02,91.2,
1995-03,142.9,
1995-04,130.5,
1995-05,137.5,
1995-06,155.4,
1995-07,155.1,
1995-08,140.8,
1995-09,174.6,
1995-10,138.7,
1995-11,135.1,
1995-12,103.8,
1996-01,74.0,
1996-02,84.9,
1996-03,121.4,
1996-04,120.3,
1996-05,123.9,
1996-06,149.9,
1996-07,137.0,
1996-08,128.7,
1996-09,145.5,
1996-10,130.7,
1996-11,100.6,
1996-12,96.0,
1997-01,62.7,
1997-02,85.7,
1997-03,119.2,
1997-04,115.6,
1997-05,125.2,
1997-06,145.5,
1997-07,131.4,
1997-08,125.6,
1997-09,143.1,
1997-10,128.2,
1997-11,96.9,
1997-12,98.2,
1998-01,77.1,
1998-02,81.0,
1998-03,126.4,
1998-04,119.6,
1998-05,127.7,
1998-06,160.9,
1998-07,145.2,
1998-08,128.4,
1998-09,157.2,
1998-10,115.7,
1998-11,106.4,
1998-12,92.7,
1999-01,73.2,
1999-02,82.3,
1999-03,129.1,
1999-04,124.9,
1999-05,133.2,
1999-06,142.4,
1999-07,139.8,
1999-08,126.4,
1999-09,136.0,
1999-10,120.2,
1999-11,87.6,
1999-12,102.4,
2000-01,67.1,
2000-02,75.5,
2000-03,124.7,
2000-04,120.2,
2000-05,121.6,
2000-06,137.0,
2000-07,121.4,
2000-08,113.9,
2000-09,124.6,
2000-10,113.7,
2000-11,89.0,
2000-12,102.1,
2001-01,56.9,
2001-02,83.0,
2001-03,113.5,
2001-04,114.1,
2001-05,126.9,
2001-06,151.0,
2001-07,118.5,
2001-08,119.7,
2001-09,122.1,
2001-10,113.1,
2001-11,90.3,
2001-12,88.7,
2002-01,63.9,
2002-02,77.4,
2002-03,121.8,
2002-04,112.3,
2002-05,114.4,
2002-06,136.4,
2002-07,116.2,
2002-08,111.6,
2002-09,129.5,
2002-10,102.7,
2002-11,86.7,
2002-12,80.8,
2003-01,60.5,
2003-02,72.9,
2003-03,106.9,
2003-04,99.2,
2003-05,100.6,
2003-06,120.1,
2003-07,116.8,
2003-08,104.2,
2003-09,112.4,
2003-10,98.3,
2003-11,75.6,
2003-12,78.4,
2004-01,50.9,
2004-02,66.4,
2004-03,107.7,
2004-04,99.6,
2004-05,102.1,
2004-06,118.2,
2004-07,105.5,
2004-08,100.3,
2004-09,110.9,
2004-10,94.8,
2004-11,73.9,
2004-12,73.5,
2005-01,50.9,
2005-02,58.7,
2005-03,91.9,
2005-04,88.3,
2005-05,104.4,
2005-06,114.7,
2005-07,112.8,
2005-08,108.1,
2005-09,114.9,
2005-10,92.7,
2005-11,75.7,
2005-12,80.4,
2006-01,55.5,
2006-02,66.0,
2006-03,99.8,
2006-04,98.8,
2006-05,104.4,
2006-06,124.7,
2006-07,111.6,
2006-08,105.3,
2006-09,111.9,
2006-10,86.2,
2006-11,78.5,
2006-12,69.6,
2007-01,64.5,
2007-02,66.2,
2007-03,113.5,
2007-04,106.9,
2007-05,112.4,
2007-06,116.1,
2007-07,112.9,
2007-08,111.1,
2007-09,124.2,
2007-10,131.4,
2007-11,98.0,
2007-12,88.3,
2008-01,70.6,
2008-02,73.7,
2008-03,126.8,
2008-04,105.1,
2008-05,113.2,
2008-06,124.6,
2008-07,135.2,
2008-08,106.3,
2008-09,118.3,
2008-10,94.9,
2008-11,73.9,
2008-12,77.6,
2009-01,67.7,
2009-02,71.9,
2009-03,111.9,
2009-04,117.5,
2009-05,117.8,
2009-06,136.9,
2009-07,129.5,
2009-08,117.7,
2009-09,123.9,
2009-10,101.4,
2009-11,77.5,
2009-12,91.5,
2010-01,64.1,
2010-02,89.0,
2010-03,117.0,
2010-04,110.3,
2010-05,112.4,
2010-06,117.6,
2010-07,116.2,
2010-08,106.9,
2010-09,116.1,
2010-10,96.1,
2010-11,77.7,
2010-12,73.6,
2011-01,54.2,
2011-02,65.7,
2011-03,107.1,
2011-04,105.5,
2011-05,109.1,
2011-06,123.5,
2011-07,133.5,
2011-08,101.9,
2011-09,110.8,
2011-10,83.8,
2011-11,80.4,
2011-12,77.1,
2012-01,63.5,
2012-02,86.7,
2012-03,125.3,
2012-04,119.1,
2012-05,113.7,
2012-06,120.8,
2012-07,121.9,
2012-08,111.9,
2012-09,105.8,
2012-10,124.4,
2012-11,76.3,
2012-12,69.6,
2013-01,69.6,
2013-02,88.0,
2013-03,124.3,
2013-04,120.6,
2013-05,117.1,
2013-06,126.0,
2013-07,145.6,
2013-08,119.9,
2013-09,110.5,
2013-10,99.9,
2013-11,83.3,
2013-12,86.5,
2014-01,67.1,
2014-02,85.3,
2014-03,126.0,
2014-04,128.3,
2014-05,123.5,
2014-06,120.2,
2014-07,130.3,
2014-08,115.9,
2014-09,109.3,
2014-10,92.6,
2014-11,77.3,
2014-12,72.6,
