"",BBK01.QUJ428,BBK01.QUJ428_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to foreign banks / Slovenia / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:30,
1994-01,-,Nothing exists
1994-02,-,Nothing exists
1994-03,-,Nothing exists
1994-04,-,Nothing exists
1994-05,-,Nothing exists
1994-06,-,Nothing exists
1994-07,-,Nothing exists
1994-08,-,Nothing exists
1994-09,-,Nothing exists
1994-10,-,Nothing exists
1994-11,-,Nothing exists
1994-12,0.003,
1995-01,0.003,
1995-02,0.003,
1995-03,0.003,
1995-04,0.003,
1995-05,0.003,
1995-06,0.003,
1995-07,0.003,
1995-08,0.003,
1995-09,0.003,
1995-10,0.003,
1995-11,0.003,
1995-12,0.031,
1996-01,0.033,
1996-02,0.033,
1996-03,0.038,
1996-04,0.038,
1996-05,0.038,
1996-06,0.036,
1996-07,0.057,
1996-08,0.055,
1996-09,0.056,
1996-10,0.056,
1996-11,0.056,
1996-12,0.056,
1997-01,0.056,
1997-02,0.055,
1997-03,0.055,
1997-04,0.055,
1997-05,0.055,
1997-06,0.040,
1997-07,0.042,
1997-08,0.042,
1997-09,0.046,
1997-10,0.055,
1997-11,0.060,
1997-12,0.061,
1998-01,0.062,
1998-02,0.062,
1998-03,0.062,
1998-04,0.062,
1998-05,0.059,
1998-06,0.062,
1998-07,0.065,
1998-08,0.065,
1998-09,0.074,
1998-10,0.074,
1998-11,0.072,
1998-12,0.071,
1999-01,0.072,
1999-02,0.072,
1999-03,0.072,
1999-04,0.072,
1999-05,0.079,
1999-06,0.084,
1999-07,0.084,
1999-08,0.085,
1999-09,0.084,
1999-10,0.084,
1999-11,0.084,
1999-12,0.088,
2000-01,0.088,
2000-02,0.088,
2000-03,0.087,
2000-04,0.090,
2000-05,0.092,
2000-06,0.091,
2000-07,0.091,
2000-08,0.091,
2000-09,0.089,
2000-10,0.089,
2000-11,0.106,
2000-12,0.103,
2001-01,0.104,
2001-02,0.105,
2001-03,0.103,
2001-04,0.103,
2001-05,0.120,
2001-06,0.197,
2001-07,0.223,
2001-08,0.222,
2001-09,0.235,
2001-10,0.257,
2001-11,0.269,
2001-12,0.283,
2002-01,0.289,
2002-02,0.306,
2002-03,0.307,
2002-04,0.303,
2002-05,0.290,
2002-06,0.313,
2002-07,0.313,
2002-08,0.338,
2002-09,0.361,
2002-10,0.386,
2002-11,0.407,
2002-12,0.450,
2003-01,0.451,
2003-02,0.461,
2003-03,0.472,
2003-04,0.475,
2003-05,0.471,
